[Header]
HydroSoftVersion=2.90
CreationDate=07-10-19 15:06:30
FileType=dat
DeviceType=HydroScat-6
DataSource=C:\carlos\bsi_database\iop\hs\HS6_035.RAW
CalSource=C:\carlos\bsi_database\iop\cal_files\HS100649 2016-3-29.cal
Serial=HS100649
Config=B2F0
[SigmaParams]
ad400=.01
aStarFile=C:\Program Files (x86)\HydroSoft\aStar.csv
awFile=HydroSoft.exe
bbTildeValue=.015
C=.1
gammad=.011
gammay=.014
ExponentialFit=True
[bbParams]
PureWaterModel=MorelFresh
bb0=4.4968E-04
beta0=8.34399E-05
lambda0=525
gammaLambda=4.32
chi=1.08
[Channels]
"bb394"
"bb470"
"bb420"
"bb700"
"bb532"
"bb620"
"fl470"
"fl700"
[ColumnHeadings]
Time,Depth,bb394,bb470,bb420,bb700,bb532,bb620,fl470,fl700,bb394uncorr,bb470uncorr,bb420uncorr,bb700uncorr,bb532uncorr,bb620uncorr,fl470uncorr,fl700uncorr,betabb394,betabb470,betabb420,betabb700,betabb532,betabb620,betafl470,betafl700,betabb394uncorr,betabb470uncorr,betabb420uncorr,betabb700uncorr,betabb532uncorr,betabb620uncorr,betafl470uncorr,betafl700uncorr
[Data]
42876.5579861111,5.366501,9.286629E-03,7.270134E-03,8.723971E-03,4.854557E-03,6.95633E-03,5.294702E-03,1.550539E-03,2.077528E-03,9.048241E-03,7.090391E-03,8.488975E-03,4.768388E-03,6.792664E-03,5.194334E-03,1.51278E-03,2.112446E-03,1.427872E-03,1.099065E-03,1.330639E-03,7.20349E-04,1.041339E-03,7.886268E-04,2.227953E-04,3.111113E-04,1.392742E-03,1.072577E-03,1.296009E-03,7.076508E-04,1.017221E-03,7.738361E-04,2.227953E-04,3.111113E-04,
42876.5579976852,5.276201,9.625763E-03,7.581849E-03,.0088588,4.973459E-03,7.54162E-03,5.41788E-03,1.621323E-03,2.077528E-03,9.367623E-03,7.385933E-03,8.616032E-03,4.883029E-03,7.348893E-03,5.312759E-03,1.580015E-03,2.112446E-03,1.477849E-03,1.145001E-03,1.350509E-03,7.378712E-04,1.127591E-03,8.06779E-04,2.326973E-04,3.111113E-04,1.439808E-03,1.116129E-03,1.314733E-03,7.24545E-04,1.09919E-03,7.912879E-04,2.326973E-04,3.111113E-04,
42876.5579976852,5.069801,1.008113E-02,7.581849E-03,9.592015E-03,4.973459E-03,8.129314E-03,6.032414E-03,1.756367E-03,2.335286E-03,9.795318E-03,7.385933E-03,9.304899E-03,4.883029E-03,7.905122E-03,5.901996E-03,1.710282E-03,2.370361E-03,1.544953E-03,1.145001E-03,1.458559E-03,7.378712E-04,1.214197E-03,8.973401E-04,2.518825E-04,3.490958E-04,1.502835E-03,1.116129E-03,1.416248E-03,7.24545E-04,1.181159E-03,8.781209E-04,2.518825E-04,3.490958E-04,
42876.5579976852,4.902101,1.008113E-02,8.319617E-03,9.56633E-03,5.592805E-03,7.27029E-03,6.223112E-03,1.75758E-03,2.341609E-03,9.795318E-03,8.082784E-03,9.280827E-03,5.478569E-03,7.091319E-03,6.084309E-03,1.709159E-03,2.376688E-03,1.544953E-03,1.253722E-03,1.454774E-03,8.291412E-04,1.087606E-03,9.254424E-04,2.517171E-04,3.500277E-04,1.502835E-03,1.218821E-03,1.412701E-03,8.123069E-04,1.061232E-03,9.049875E-04,2.517171E-04,3.500277E-04,
42876.5579976852,4.8118,1.024113E-02,8.319009E-03,9.724391E-03,5.535398E-03,7.546427E-03,6.486036E-03,1.746248E-03,2.503033E-03,9.945289E-03,8.08221E-03,9.428895E-03,5.423483E-03,7.353452E-03,6.335258E-03,1.697676E-03,2.53821E-03,1.568532E-03,1.253632E-03,1.478067E-03,8.206815E-04,.0011283,9.641882E-04,2.500259E-04,3.738159E-04,1.524936E-03,1.218737E-03,1.434521E-03,8.04189E-04,1.099862E-03,9.419688E-04,2.500259E-04,3.738159E-04,
42876.5580092593,4.876301,1.043099E-02,8.533642E-03,9.887984E-03,5.535398E-03,8.090702E-03,6.422439E-03,1.851309E-03,2.343469E-03,1.012303E-02,8.284247E-03,9.581977E-03,5.423483E-03,7.868648E-03,6.274601E-03,1.798528E-03,2.378548E-03,1.596511E-03,1.285262E-03,1.502175E-03,8.206815E-04,1.208507E-03,9.548162E-04,2.648789E-04,3.503017E-04,1.551129E-03,1.24851E-03,1.45708E-03,8.04189E-04,1.175784E-03,9.330301E-04,2.648789E-04,3.503017E-04,
42876.5580092593,4.953701,1.027671E-02,8.512341E-03,9.935461E-03,6.112276E-03,8.143795E-03,6.458777E-03,1.898315E-03,2.343469E-03,9.978616E-03,8.264211E-03,9.62637E-03,5.976004E-03,7.918799E-03,6.309262E-03,1.844752E-03,2.378548E-03,1.573775E-03,1.282123E-03,1.509171E-03,9.056933E-04,1.216331E-03,9.601711E-04,2.716865E-04,3.503017E-04,1.529847E-03,1.245557E-03,1.463622E-03,8.856114E-04,1.183174E-03,9.381379E-04,2.716865E-04,3.503017E-04,
42876.5580092593,5.1085,1.019963E-02,8.512341E-03,9.784899E-03,6.130314E-03,7.974931E-03,6.346767E-03,1.746738E-03,2.241184E-03,9.906407E-03,8.264211E-03,9.485534E-03,5.993243E-03,7.759226E-03,6.202391E-03,1.697676E-03,2.276201E-03,1.562417E-03,1.282123E-03,1.486983E-03,9.083514E-04,1.191446E-03,9.436648E-04,2.500259E-04,3.352285E-04,1.519206E-03,1.245557E-03,1.442868E-03,8.881519E-04,1.159659E-03,9.223888E-04,2.500259E-04,3.352285E-04,
42876.5580208333,5.327801,9.684822E-03,7.874831E-03,9.216794E-03,6.130314E-03,7.642609E-03,5.860429E-03,1.74317E-03,2.155265E-03,9.423168E-03,7.663108E-03,8.952811E-03,5.993243E-03,7.444637E-03,5.737356E-03,1.697676E-03,2.19023E-03,1.486552E-03,1.188176E-03,1.403265E-03,9.083514E-04,1.142473E-03,8.719955E-04,2.500259E-04,3.22567E-04,1.447993E-03,1.156976E-03,1.364363E-03,8.881519E-04,1.113299E-03,8.538588E-04,2.500259E-04,3.22567E-04,
42876.5580208333,5.314901,9.298412E-03,.0073722,9.145124E-03,5.262654E-03,6.975481E-03,5.568246E-03,.0015724,2.155265E-03,9.05935E-03,7.187235E-03,8.885455E-03,5.161445E-03,.0068109,5.45718E-03,1.533791E-03,2.19023E-03,1.429608E-03,1.114106E-03,1.392703E-03,7.804885E-04,1.044162E-03,8.289379E-04,2.258897E-04,3.22567E-04,1.394379E-03,1.086848E-03,1.354437E-03,7.655738E-04,1.019908E-03,8.125704E-04,2.258897E-04,3.22567E-04,
42876.5580208333,5.263301,9.57558E-03,7.662974E-03,9.17281E-03,5.262654E-03,7.109616E-03,5.875507E-03,1.642985E-03,2.187996E-03,9.32041E-03,7.462741E-03,8.911479E-03,5.161445E-03,6.938559E-03,5.751798E-03,1.601026E-03,2.222981E-03,1.470453E-03,1.156956E-03,1.396783E-03,7.804885E-04,1.063929E-03,8.742174E-04,2.357917E-04,3.273904E-04,1.43285E-03,1.127448E-03,1.358272E-03,7.655738E-04,1.038721E-03,8.55987E-04,2.357917E-04,3.273904E-04,
42876.5580324074,5.276201,9.924252E-03,.0080021,9.355349E-03,5.574919E-03,7.719601E-03,5.854398E-03,1.644988E-03,2.151173E-03,9.648125E-03,7.783329E-03,9.08293E-03,5.461409E-03,7.517585E-03,5.731579E-03,1.601026E-03,2.186136E-03,1.521835E-03,1.206931E-03,1.423683E-03,8.265055E-04,1.153819E-03,8.711067E-04,2.357917E-04,3.21964E-04,1.481144E-03,1.174692E-03,1.383538E-03,8.097781E-04,1.124049E-03,8.530074E-04,2.357917E-04,3.21964E-04,
42876.5580324074,5.1085,.0103212,.0080021,9.451601E-03,5.625235E-03,7.560851E-03,5.905668E-03,1.831888E-03,2.265732E-03,1.002027E-02,7.783329E-03,9.173249E-03,5.509679E-03,7.36713E-03,5.780682E-03,1.781719E-03,2.300765E-03,1.580331E-03,1.206931E-03,1.437867E-03,8.339204E-04,1.130425E-03,8.78662E-04,2.624034E-04,3.388461E-04,1.535986E-03,1.174692E-03,1.396848E-03,8.168914E-04,1.101877E-03,8.602435E-04,2.624034E-04,3.388461E-04,
42876.5580324074,5.018201,1.020852E-02,8.467976E-03,9.536486E-03,5.625235E-03,.0078448,6.404274E-03,1.828767E-03,2.265732E-03,9.914739E-03,8.222468E-03,9.252851E-03,5.509679E-03,7.636126E-03,6.257271E-03,1.777517E-03,2.300765E-03,1.563727E-03,1.275585E-03,1.450376E-03,8.339204E-04,1.172269E-03,9.521393E-04,2.617845E-04,3.388461E-04,1.520434E-03,1.239406E-03,1.408578E-03,8.168914E-04,1.141518E-03,9.304762E-04,2.617845E-04,3.388461E-04,
42876.5580324074,4.992401,1.052007E-02,8.809067E-03,9.938736E-03,6.258454E-03,7.796634E-03,6.440607E-03,1.830876E-03,2.265732E-03,1.020635E-02,8.543056E-03,9.629431E-03,6.115642E-03,7.590533E-03,6.291932E-03,1.777517E-03,2.300765E-03,1.609638E-03,1.32585E-03,1.509654E-03,9.272348E-04,1.165171E-03,9.574935E-04,2.617845E-04,3.388461E-04,1.563407E-03,1.286649E-03,1.464073E-03,9.061893E-04,1.134799E-03,9.35584E-04,2.617845E-04,3.388461E-04,
42876.5580439815,4.966601,1.030637E-02,8.809067E-03,9.856887E-03,5.954542E-03,8.027981E-03,6.57997E-03,1.812901E-03,2.314829E-03,1.000639E-02,8.543056E-03,9.55289E-03,5.825159E-03,7.809378E-03,6.424799E-03,1.760708E-03,2.349891E-03,1.578146E-03,1.32585E-03,1.497592E-03,8.824487E-04,1.199264E-03,9.78031E-04,2.59309E-04,3.460812E-04,1.53394E-03,1.286649E-03,1.452794E-03,8.633822E-04,1.167049E-03,9.55164E-04,2.59309E-04,3.460812E-04,
42876.5580439815,5.044001,1.022038E-02,8.478622E-03,1.007635E-02,6.015811E-03,8.037629E-03,6.640607E-03,1.811546E-03,2.368017E-03,9.925849E-03,8.232486E-03,9.75802E-03,5.883773E-03,7.818496E-03,6.482568E-03,1.760708E-03,2.403112E-03,1.565474E-03,1.277154E-03,1.529933E-03,8.914777E-04,1.200686E-03,9.869667E-04,2.59309E-04,3.539193E-04,1.522071E-03,1.240882E-03,1.483023E-03,8.720199E-04,1.168393E-03,9.636771E-04,2.59309E-04,3.539193E-04,
42876.5580439815,5.095601,1.030043E-02,8.565599E-03,9.938736E-03,5.981569E-03,8.013511E-03,6.51936E-03,1.82938E-03,2.368017E-03,1.000083E-02,8.314303E-03,9.629431E-03,5.851018E-03,.0077957,6.367031E-03,1.777517E-03,2.403112E-03,1.577272E-03,1.289971E-03,1.509654E-03,8.864316E-04,1.197131E-03,9.690991E-04,2.617845E-04,3.539193E-04,1.533121E-03,1.252939E-03,1.464073E-03,8.671929E-04,1.165034E-03,9.46651E-04,2.617845E-04,3.539193E-04,
42876.5580555556,5.134301,.0102945,8.563824E-03,9.873253E-03,5.981569E-03,7.917081E-03,6.262063E-03,1.729887E-03,2.237092E-03,9.99528E-03,8.312633E-03,9.568199E-03,5.851018E-03,7.704515E-03,6.121516E-03,1.680867E-03,2.272107E-03,1.576398E-03,1.28971E-03,1.500004E-03,8.864316E-04,1.182921E-03,9.311824E-04,2.475504E-04,3.346256E-04,1.532302E-03,1.252693E-03,1.455049E-03,8.671929E-04,1.151596E-03,9.104705E-04,2.475504E-04,3.346256E-04,
42876.5580555556,5.134301,1.002191E-02,8.256987E-03,9.88471E-03,6.02933E-03,7.854436E-03,6.355845E-03,1.728114E-03,2.233001E-03,9.739773E-03,8.02377E-03,9.578914E-03,5.896702E-03,7.645244E-03,6.211056E-03,1.680867E-03,2.268014E-03,1.536227E-03,1.244493E-03,1.501692E-03,8.9347E-04,1.173689E-03,9.450026E-04,2.475504E-04,3.340226E-04,1.49465E-03,1.210124E-03,1.456629E-03,8.739252E-04,1.142862E-03,9.236658E-04,2.475504E-04,3.340226E-04,
42876.5580555556,5.237501,1.025299E-02,8.256987E-03,9.986229E-03,6.183541E-03,7.825532E-03,6.507242E-03,1.793628E-03,2.400748E-03,9.956398E-03,8.02377E-03,9.673825E-03,6.044099E-03,7.617889E-03,6.355477E-03,.0017439,2.435863E-03,1.57028E-03,1.244493E-03,1.516653E-03,9.161952E-04,1.16943E-03,9.673131E-04,2.568335E-04,3.587427E-04,1.526573E-03,1.210124E-03,1.470615E-03,8.956463E-04,1.13883E-03,9.449483E-04,2.568335E-04,3.587427E-04,
42876.5580671296,5.185901,1.025299E-02,8.356236E-03,9.930549E-03,6.183541E-03,7.941183E-03,6.498153E-03,1.871762E-03,2.323012E-03,9.956398E-03,8.117274E-03,9.621778E-03,6.044099E-03,7.727311E-03,6.346812E-03,1.819539E-03,2.358079E-03,1.57028E-03,1.259118E-03,1.508447E-03,9.161952E-04,1.186473E-03,9.659738E-04,2.679733E-04,3.472871E-04,1.526573E-03,1.223904E-03,1.462945E-03,8.956463E-04,1.154955E-03,9.436714E-04,2.679733E-04,3.472871E-04,
42876.5580671296,5.160101,1.030043E-02,8.544293E-03,9.843796E-03,6.110472E-03,7.632988E-03,6.479978E-03,1.729843E-03,2.323012E-03,1.000083E-02,8.294266E-03,9.540644E-03,5.974279E-03,7.435518E-03,6.329481E-03,1.680867E-03,2.358079E-03,1.577272E-03,1.286832E-03,1.495663E-03,9.054274E-04,1.141055E-03,9.632955E-04,2.475504E-04,3.472871E-04,1.533121E-03,1.249986E-03,1.450989E-03,8.853574E-04,1.111955E-03,9.411175E-04,2.475504E-04,3.472871E-04,
42876.5580671296,5.095601,1.039537E-02,8.544293E-03,9.717851E-03,5.796088E-03,.0078448,6.758926E-03,1.872859E-03,2.449845E-03,1.008971E-02,8.294266E-03,9.422772E-03,5.673453E-03,7.636126E-03,6.595216E-03,1.819539E-03,2.48499E-03,1.591262E-03,1.286832E-03,1.477103E-03,8.590982E-04,1.172269E-03,1.004403E-03,2.679733E-04,3.659778E-04,1.546218E-03,1.249986E-03,1.433618E-03,8.41026E-04,1.141518E-03,9.802775E-04,2.679733E-04,3.659778E-04,
42876.5580671296,5.082701,1.041318E-02,8.769942E-03,9.883074E-03,5.796988E-03,7.955645E-03,6.558754E-03,1.873684E-03,2.237092E-03,1.010637E-02,8.506321E-03,9.577383E-03,5.674315E-03,7.740989E-03,6.404581E-03,1.819539E-03,2.272107E-03,1.593886E-03,1.320084E-03,1.501451E-03,8.592308E-04,1.188604E-03,9.749043E-04,2.679733E-04,3.346256E-04,1.548673E-03,1.281236E-03,1.456403E-03,8.41153E-04,1.156971E-03,9.521844E-04,2.679733E-04,3.346256E-04,
42876.5580787037,4.953701,1.031823E-02,8.734383E-03,9.981316E-03,6.090633E-03,8.158279E-03,6.39822E-03,1.786734E-03,2.237092E-03,.0100175,8.472927E-03,9.669232E-03,5.955316E-03,7.932478E-03,6.251494E-03,1.735495E-03,2.272107E-03,1.579894E-03,1.314844E-03,1.515929E-03,9.025038E-04,1.218465E-03,9.512471E-04,2.555957E-04,3.346256E-04,1.535577E-03,1.276315E-03,1.469938E-03,8.825628E-04,1.18519E-03,9.296249E-04,2.555957E-04,3.346256E-04,
42876.5580787037,5.031101,1.006928E-02,8.436041E-03,9.83725E-03,6.090633E-03,7.989397E-03,6.419411E-03,1.763394E-03,2.355743E-03,9.78421E-03,8.192413E-03,9.534521E-03,5.955316E-03,7.772903E-03,6.271713E-03,1.714484E-03,2.39083E-03,1.543208E-03,1.270879E-03,1.494698E-03,9.025038E-04,1.193578E-03,9.543701E-04,2.525014E-04,3.521105E-04,1.501198E-03,1.234977E-03,1.450086E-03,8.825628E-04,1.161674E-03,9.326044E-04,2.525014E-04,3.521105E-04,
42876.5580787037,5.134301,1.019667E-02,8.450233E-03,9.86507E-03,6.004096E-03,.0080714,6.256015E-03,1.763825E-03,2.31892E-03,9.90363E-03,8.205771E-03,9.560545E-03,5.872567E-03,7.85041E-03,6.115739E-03,1.714484E-03,2.353985E-03,1.56198E-03,1.27297E-03,1.498798E-03,8.897512E-04,1.205662E-03,9.30291E-04,2.525014E-04,3.466841E-04,1.518797E-03,1.236945E-03,1.453922E-03,8.703686E-04,1.173096E-03,9.096192E-04,2.525014E-04,3.466841E-04,
42876.5580902778,5.173001,1.028264E-02,8.450233E-03,9.855251E-03,6.064486E-03,7.941183E-03,6.195547E-03,1.755437E-03,2.482576E-03,9.98417E-03,8.205771E-03,9.55136E-03,5.930319E-03,7.727311E-03,6.05797E-03,1.70608E-03,2.517741E-03,1.574649E-03,1.27297E-03,1.497351E-03,8.986507E-04,1.186473E-03,9.213801E-04,2.512636E-04,3.708013E-04,1.530665E-03,1.236945E-03,1.452568E-03,8.788792E-04,1.154955E-03,9.011062E-04,2.512636E-04,3.708013E-04,
42876.5580902778,5.224601,9.924252E-03,8.085241E-03,9.894532E-03,6.064486E-03,7.758112E-03,6.319535E-03,1.753193E-03,2.286189E-03,9.648125E-03,7.861806E-03,9.588099E-03,5.930319E-03,7.554059E-03,6.176395E-03,1.70608E-03,2.321234E-03,1.521835E-03,1.219183E-03,1.50314E-03,8.986507E-04,1.159494E-03,9.396517E-04,2.512636E-04,3.418607E-04,1.481144E-03,1.186257E-03,1.457982E-03,8.788792E-04,1.129424E-03,9.185579E-04,2.512636E-04,3.418607E-04,
42876.5580902778,5.263301,1.015518E-02,8.37042E-03,9.842159E-03,6.087026E-03,7.883346E-03,6.328612E-03,1.785054E-03,2.286189E-03,9.864749E-03,8.130632E-03,9.539113E-03,5.951868E-03,.0076726,6.185061E-03,1.735495E-03,2.321234E-03,1.555866E-03,1.261209E-03,1.495422E-03,9.019724E-04,1.177949E-03,9.409893E-04,2.555957E-04,3.418607E-04,1.513067E-03,1.225872E-03,1.450763E-03,8.820547E-04,1.146893E-03,9.198349E-04,2.555957E-04,3.418607E-04,
42876.5581018519,5.173001,1.030043E-02,8.37042E-03,9.636126E-03,5.830284E-03,7.989397E-03,6.201592E-03,1.815761E-03,2.282098E-03,1.000083E-02,8.130632E-03,9.346231E-03,5.706208E-03,7.772903E-03,6.063747E-03,1.76491E-03,2.31714E-03,1.577272E-03,1.261209E-03,1.46506E-03,8.641375E-04,1.193578E-03,9.22271E-04,2.599279E-04,3.412578E-04,1.533121E-03,1.225872E-03,1.422339E-03,8.458529E-04,1.161674E-03,9.019574E-04,2.599279E-04,3.412578E-04,
42876.5581018519,5.198801,1.020852E-02,8.432493E-03,9.717851E-03,5.92842E-03,7.787002E-03,6.404274E-03,1.81568E-03,2.343469E-03,9.914739E-03,8.189073E-03,9.422772E-03,5.800162E-03,7.581415E-03,6.257271E-03,1.76491E-03,2.378548E-03,1.563727E-03,1.270356E-03,1.477103E-03,8.785993E-04,1.163752E-03,9.521393E-04,2.599279E-04,3.503017E-04,1.520434E-03,1.234484E-03,1.433618E-03,8.596985E-04,1.133455E-03,9.304762E-04,2.599279E-04,3.503017E-04,
42876.5581018519,5.147201,1.014333E-02,8.338507E-03,9.737471E-03,5.858187E-03,8.023158E-03,6.686103E-03,1.733052E-03,2.343469E-03,9.853641E-03,8.100578E-03,9.441141E-03,5.732929E-03,7.804818E-03,6.525894E-03,1.685069E-03,2.378548E-03,1.55412E-03,1.256506E-03,1.479994E-03,8.682494E-04,1.198553E-03,9.936711E-04,2.481693E-04,3.503017E-04,1.51143E-03,1.221443E-03,1.436326E-03,8.497906E-04,1.166377E-03,9.700619E-04,2.481693E-04,3.503017E-04,
42876.5581018519,5.224601,1.041318E-02,8.342053E-03,9.86507E-03,5.858187E-03,7.86889E-03,6.428495E-03,1.846284E-03,2.261641E-03,1.010637E-02,8.103917E-03,9.560545E-03,5.732929E-03,7.658922E-03,6.280378E-03,1.794326E-03,2.296671E-03,1.593886E-03,1.257028E-03,1.498798E-03,8.682494E-04,1.175819E-03,9.557086E-04,2.6426E-04,3.382431E-04,1.548673E-03,1.221935E-03,1.453922E-03,8.497906E-04,1.144877E-03,9.338814E-04,2.6426E-04,3.382431E-04,
42876.5581134259,5.160101,1.032416E-02,8.586908E-03,1.014192E-02,5.995986E-03,7.556043E-03,6.419411E-03,1.846825E-03,2.261641E-03,1.002305E-02,8.33434E-03,9.819252E-03,5.86481E-03,7.362571E-03,6.271713E-03,1.794326E-03,2.296671E-03,1.580768E-03,1.293111E-03,1.539596E-03,8.885561E-04,1.129716E-03,9.543701E-04,2.6426E-04,3.382431E-04,1.536395E-03,1.255892E-03,1.492046E-03,8.692253E-04,1.101205E-03,9.326044E-04,2.6426E-04,3.382431E-04,
42876.5581134259,5.198801,1.028561E-02,8.586908E-03,9.820889E-03,5.961748E-03,7.921901E-03,6.434551E-03,1.747232E-03,2.257549E-03,9.986947E-03,8.33434E-03,9.519213E-03,5.832055E-03,7.709074E-03,6.286155E-03,1.697676E-03,2.292577E-03,1.575086E-03,1.293111E-03,1.492287E-03,8.835107E-04,1.183631E-03,9.566011E-04,2.500259E-04,3.376402E-04,1.531075E-03,1.255892E-03,1.447831E-03,8.643984E-04,1.152268E-03,9.347327E-04,2.500259E-04,3.376402E-04,
42876.5581134259,5.198801,1.026485E-02,8.329645E-03,9.966576E-03,5.961748E-03,7.86889E-03,6.310459E-03,1.767966E-03,2.261641E-03,9.967507E-03,8.092229E-03,9.655455E-03,5.832055E-03,7.658922E-03,6.16773E-03,1.718687E-03,2.296671E-03,1.572028E-03,.0012552,1.513756E-03,8.835107E-04,1.175819E-03,9.383142E-04,2.531203E-04,3.382431E-04,1.52821E-03,1.220213E-03,1.467908E-03,8.643984E-04,1.144877E-03,9.17281E-04,2.531203E-04,3.382431E-04,
42876.558125,5.302001,1.019667E-02,8.358009E-03,9.791441E-03,5.863588E-03,7.86889E-03,6.174389E-03,1.763529E-03,2.261641E-03,9.90363E-03,8.118944E-03,9.491658E-03,5.738101E-03,7.658922E-03,6.037752E-03,1.714484E-03,2.296671E-03,1.56198E-03,1.25938E-03,1.487948E-03,8.690454E-04,1.175819E-03,9.182622E-04,2.525014E-04,3.382431E-04,1.518797E-03,1.22415E-03,1.44377E-03,8.505528E-04,1.144877E-03,8.981266E-04,2.525014E-04,3.382431E-04,
42876.558125,5.302001,1.006632E-02,8.358009E-03,9.835614E-03,5.848286E-03,7.748483E-03,6.380057E-03,1.672385E-03,2.335286E-03,9.781432E-03,8.118944E-03,9.53299E-03,5.723447E-03,7.544941E-03,6.234164E-03,1.626239E-03,2.370361E-03,1.542771E-03,1.25938E-03,1.494457E-03,8.667902E-04,1.158076E-03,9.485707E-04,2.39505E-04,3.490958E-04,1.500789E-03,1.22415E-03,1.449861E-03,8.483934E-04,1.12808E-03,9.27071E-04,2.39505E-04,3.490958E-04,
42876.558125,5.289101,1.006928E-02,8.324327E-03,9.770178E-03,5.848286E-03,7.782187E-03,6.023357E-03,1.672291E-03,2.310738E-03,9.78421E-03,8.08722E-03,9.471757E-03,5.723447E-03,7.576855E-03,5.893331E-03,1.626239E-03,2.345797E-03,1.543208E-03,1.254416E-03,1.484814E-03,8.667902E-04,1.163042E-03,8.960054E-04,2.39505E-04,3.454783E-04,1.501198E-03,1.219475E-03,1.440837E-03,8.483934E-04,1.132783E-03,8.76844E-04,2.39505E-04,3.454783E-04,
42876.5581365741,5.250401,1.020259E-02,8.342053E-03,9.675348E-03,5.882495E-03,7.758112E-03,6.168345E-03,1.733239E-03,2.310738E-03,9.909185E-03,8.103917E-03,9.382971E-03,5.756202E-03,7.554059E-03,6.031975E-03,1.685069E-03,2.345797E-03,1.562853E-03,1.257028E-03,1.47084E-03,8.718315E-04,1.159494E-03,9.173715E-04,2.481693E-04,3.454783E-04,1.519615E-03,1.221935E-03,1.427753E-03,8.532203E-04,1.129424E-03,8.972753E-04,2.481693E-04,3.454783E-04,
42876.5581365741,5.147201,1.039834E-02,8.546069E-03,9.778356E-03,5.882495E-03,7.888164E-03,6.268112E-03,1.816645E-03,2.265732E-03,1.009248E-02,8.295936E-03,9.479412E-03,5.756202E-03,7.677159E-03,6.127292E-03,1.76491E-03,2.300765E-03,1.591699E-03,1.287093E-03,1.486019E-03,8.718315E-04,1.17866E-03,9.320737E-04,2.599279E-04,3.388461E-04,1.546627E-03,1.250232E-03,1.441965E-03,8.532203E-04,1.147565E-03,9.113218E-04,2.599279E-04,3.388461E-04,
42876.5581365741,5.173001,1.034493E-02,8.585132E-03,9.721121E-03,5.814985E-03,7.888164E-03,6.51633E-03,1.816608E-03,2.183904E-03,1.004249E-02,8.33267E-03,9.425833E-03,5.691554E-03,7.677159E-03,6.364143E-03,1.76491E-03,2.218887E-03,1.583828E-03,1.29285E-03,1.477585E-03,8.618829E-04,1.17866E-03,9.686525E-04,2.599279E-04,3.267875E-04,1.53926E-03,1.255646E-03,1.43407E-03,8.436935E-04,1.147565E-03,9.462253E-04,2.599279E-04,3.267875E-04,
42876.5581365741,5.1085,1.024706E-02,8.585132E-03,9.678617E-03,5.742112E-03,7.623367E-03,6.586033E-03,1.751436E-03,2.294372E-03,9.950844E-03,8.33267E-03,9.386032E-03,5.621735E-03,.0074264,6.430576E-03,1.701878E-03,2.329422E-03,1.569406E-03,1.29285E-03,1.471321E-03,8.511439E-04,1.139638E-03,9.789243E-04,2.506447E-04,3.430666E-04,1.525754E-03,1.255646E-03,1.428204E-03,8.334045E-04,1.110612E-03,9.560153E-04,2.506447E-04,3.430666E-04,
42876.5581481481,5.173001,1.023817E-02,8.345598E-03,9.662273E-03,5.742112E-03,7.883346E-03,6.31651E-03,1.746324E-03,2.351651E-03,9.942512E-03,8.107256E-03,9.370724E-03,5.621735E-03,.0076726,6.173507E-03,1.697676E-03,2.386736E-03,1.568095E-03,1.257551E-03,1.468913E-03,8.511439E-04,1.177949E-03,9.392059E-04,2.500259E-04,3.515076E-04,1.524526E-03,1.222427E-03,1.425948E-03,8.334045E-04,1.146893E-03,9.181323E-04,2.500259E-04,3.515076E-04,
42876.5581481481,5.160101,1.021149E-02,8.510566E-03,9.685155E-03,5.818584E-03,7.80145E-03,6.328612E-03,1.729473E-03,2.351651E-03,9.917516E-03,8.262541E-03,9.392155E-03,5.695002E-03,7.595093E-03,6.185061E-03,1.680867E-03,2.386736E-03,1.564164E-03,1.281861E-03,1.472285E-03,8.624133E-04,1.165881E-03,9.409893E-04,2.475504E-04,3.515076E-04,1.520843E-03,1.245311E-03,1.429107E-03,8.442016E-04,1.135471E-03,9.198349E-04,2.475504E-04,3.515076E-04,
42876.5581481481,5.237501,1.012555E-02,8.510566E-03,9.528322E-03,5.823084E-03,7.724414E-03,6.271136E-03,1.755157E-03,2.282098E-03,9.836976E-03,8.262541E-03,9.245197E-03,5.699312E-03,7.522144E-03,6.130181E-03,1.70608E-03,2.31714E-03,.0015515,1.281861E-03,1.449173E-03,8.630765E-04,1.154528E-03,9.325194E-04,2.512636E-04,3.412578E-04,1.508974E-03,1.245311E-03,1.40745E-03,8.448367E-04,1.124721E-03,9.117475E-04,2.512636E-04,3.412578E-04,
42876.5581597222,5.314901,1.007224E-02,8.154267E-03,9.479346E-03,5.679166E-03,7.734041E-03,5.896619E-03,1.753859E-03,2.220727E-03,9.786987E-03,7.926926E-03,9.199273E-03,5.561397E-03,7.531263E-03,5.772017E-03,1.70608E-03,2.255732E-03,1.543644E-03,1.229355E-03,1.441956E-03,8.418679E-04,1.155947E-03,8.773285E-04,2.512636E-04,3.322139E-04,1.501607E-03,1.195853E-03,1.400682E-03,8.245129E-04,1.126065E-03,8.589666E-04,2.512636E-04,3.322139E-04,
