DS1000Time	DS1000Depth	DS1000Vin
3578217870	15.736014	11.9922
3578217871	16.296505	12.0274
3578217873	17.533812	11.9526
3578217874	18.316383	11.975699
3578217875	18.9932	11.9713
3578217877	19.500814	12.0076
3578217878	20.071878	12.001
3578217879	20.71697	11.972401
3578217880	21.108255	12.0978
3578217882	22.007154	12.009801
3578217883	22.112907	12.0131
3578217884	22.98008	12.0626
3578217885	23.36079	12.0692
3578217887	23.94243	12.015301
3578217888	24.598099	11.9944
3578217889	25.010534	11.9999
3578217890	25.623899	12.001
3578217892	26.089212	11.972401
3578217893	26.72373	12.0274
3578217894	27.136166	12.042801
3578217895	27.929312	12.0032
3578217897	28.28887	11.9845
3578217898	28.881086	12.067
3578217899	29.462727	12.0637
3578217900	30.15012	12.0725
3578217901	31.123045	12.0593
3578217903	32.222874	12.0681
3578217904	33.259251	12.057099
3578217905	34.211025	12.008699
3578217906	35.236828	12.0395
3578217908	36.336658	12.047199
3578217909	37.203831	11.986699
3578217910	38.145031	11.9966
3578217911	39.213135	12.0263
3578217913	40.069733	12.0186
3578217914	41.010929	12.0252
3578217915	42.005009	12.001
3578217916	42.766426	11.9988
3578217918	43.697052	12.0175
3578217919	44.416172	12.001
3578217920	45.484272	11.9834
3578217921	46.171665	11.981199
3578217923	47.144592	11.9966
3578217924	47.969463	11.9889
3578217925	48.826061	11.9966
3578217926	49.492306	11.986699
3578217927	50.253723	11.991099
3578217929	51.237225	11.9801
3578217930	51.840015	11.957
3578217931	52.812943	11.968
3578217932	53.51091	11.957
3578217934	54.388657	11.9515
3578217935	55.128929	11.954801
3578217936	55.974949	11.943801
3578217937	56.831547	11.9471
3578217938	57.592968	11.9405
3578217940	58.449566	11.9416
3578217941	59.210987	11.9317
3578217942	60.141609	11.948199
3578217943	61.199139	11.942699
3578217945	61.960556	11.9306
3578217946	62.996937	11.924
3578217947	63.927559	11.9086
3578217948	64.731277	11.9086
3578217949	65.735931	11.9009
3578217951	66.804039	11.9284
3578217952	67.449127	11.944901
3578217953	68.559532	11.916301
3578217954	69.373825	11.913
3578217955	70.209274	11.921801
3578217957	71.319679	11.9031
3578217958	71.933044	11.910801
3578217959	73.096329	11.892099
3578217960	73.762566	11.8954
3578217962	74.724922	11.8679
3578217963	75.761299	11.9086
3578217964	76.321785	11.8943
3578217965	77.495644	11.8811
3578217966	78.288788	11.876699
3578217968	79.103081	11.8657
3578217969	80.160614	11.8613
3578217970	80.985481	11.822801
3578217971	81.799782	11.8283
3578217972	82.81501	11.8052
3578217974	83.428375	11.7656
3578217975	84.517624	11.633599
3578217976	85.310776	11.7304
3578217977	86.10392	11.6501
3578217979	87.17202	11.6721
3578217980	87.880569	11.7722
3578217981	88.76889	11.7491
3578217982	89.657211	11.741401
3578217983	90.418633	11.746901
3578217985	91.359833	11.750199
3578217986	92.11068	11.7359
3578217987	93.062454	11.708401
3578217988	93.887321	11.755699
3578217989	94.521843	11.7106
3578217991	95.642822	11.675401
3578217992	96.044678	11.718301
3578217993	97.049332	11.713901
3578217994	97.85305	11.666599
3578217996	98.392395	11.708401
3578217997	99.57682	11.713901
3578217998	99.978683	11.699599
3578217999	100.93046	11.685301
3578218000	101.75533	11.6028
3578218002	102.4533	11.638
3578218003	103.41565	11.642401
3578218004	103.91269	11.6402
3578218005	104.89619	11.594
3578218006	105.61531	11.6171
3578218008	106.40845	11.6369
3578218009	107.09585	11.6644
3578218010	108.06877	11.6919
3578218011	108.7879	11.6985
3578218013	109.39069	11.7051
3578218014	110.54339	11.7018
3578218015	110.89237	11.689699
3578218016	111.92875	11.6919
3578218017	112.70074	11.652301
3578218019	113.28239	11.666599
3578218020	114.33991	11.618199
3578218021	115.13306	11.627
3578218022	115.48204	11.642401
3578218023	116.79338	11.638
3578218025	117.16351	11.627
3578218026	118.13644	11.6391
3578218027	119.04591	11.66
3578218028	119.53237	11.624801
3578218029	120.62163	11.662199
3578218031	121.10809	11.6677
3578218032	122.14447	11.682
3578218033	122.68381	11.6556
3578218034	123.68846	11.6545
3578218036	124.29125	11.647901
3578218037	125.13728	11.651199
3578218038	126.08905	11.662199
3578218039	126.54379	11.6358
3578218040	127.60131	11.671
3578218042	128.17238	11.663301
3578218043	129.17703	11.6105
3578218044	129.79039	11.6171
3578218045	130.58354	11.586301
3578218046	131.5459	11.591801
3578218048	131.97948	11.6116
3578218049	133.10046	11.6435
3578218050	133.54462	11.6457
3578218051	134.61272	11.6369
3578218053	135.22609	11.594
3578218054	135.92406	11.5984
3578218055	136.93929	11.5841
3578218056	137.34114	11.5764
3578218057	138.50443	11.581901
3578218059	138.96974	11.585199
3578218060	140.00612	11.5753
3578218061	140.63005	11.5786
3578218062	141.254	11.5654
3578218063	142.43843	11.5654
3578218065	142.5336	11.572
3578218066	143.65459	11.5874
3578218067	144.49004	11.5885
3578218068	144.95534	11.6017
3578218070	146.09747	11.5885
3578218071	146.62624	11.594
3578218072	147.26076	11.5874
3578218073	148.41347	11.595099
3578218074	148.67784	11.5709
3578218076	149.79883	11.5896
3578218077	150.43333	11.616
3578218078	151.14188	11.6072
3578218079	152.04079	11.6039
3578218080	152.77048	11.5984
3578218082	153.53189	11.5995
3578218083	154.35677	11.600599
3578218084	155.01244	11.605
3578218085	155.95363	11.595099
3578218087	156.30261	11.616
3578218088	157.40245	11.5753
3578218089	157.99466	11.5885
3578218090	158.72435	11.5764
3578218091	159.70786	11.572
3578218093	160.18375	11.567599
3578218094	160.95573	9.9659996
3578218095	160.91344	11.5093
3578218096	160.91344	11.4708
3578218097	160.91344	11.44
3578218099	160.92401	11.4565
3578218100	160.92401	11.4345
3578218101	160.92401	11.4466
3578218102	160.91344	11.4741
3578218104	160.92401	11.4763
3578218105	160.92401	11.4048
3578218106	160.92401	11.4554
3578218108	160.92401	11.44
3578218109	160.92401	11.4576
3578218111	160.93459	11.4576
3578218112	160.93459	11.426801
3578218114	160.92401	11.4081
3578218115	160.92401	11.468599
3578218116	160.87114	9.8625994
3578218118	160.24719	9.9967995
3578218119	159.79247	10.0254
3578218121	159.45406	10.0177
3578218122	158.4494	9.9814005
3578218124	158.48112	11.4246
3578218125	157.24382	11.363
3578218126	157.27554	11.363
3578218128	155.99594	11.3344
3578218129	156.05939	11.289301
3578218131	154.73747	11.3124
3578218132	154.84323	11.2343
3578218133	153.37326	11.2552
3578218135	153.22522	11.2728
3578218136	152.00905	11.294801
3578218137	151.55432	11.242
3578218139	150.53909	11.239799
3578218140	150.01033	11.264
3578218141	149.12201	11.2563
3578218143	148.49806	11.2651
3578218144	147.74722	11.2596
3578218145	147.09155	11.270599
3578218146	146.28783	11.266199
3578218148	145.70619	11.2838
3578218149	144.76498	11.2552
3578218150	144.33141	11.2981
3578218152	143.33733	11.300301
3578218153	142.87201	11.2431
3578218154	142.10002	11.251901
3578218155	141.32802	11.308
3578218157	140.76753	11.341
3578218158	139.65714	11.2981
3578218159	138.38809	11.3421
3578218160	137.26712	11.2926
3578218162	135.83945	11.266199
3578218163	134.94055	11.2827
3578218164	133.40714	11.3113
3578218165	132.53996	11.3157
3578218167	130.9431	11.3377
3578218168	130.09708	11.3355
3578218169	128.61655	11.1694
3578218170	127.52728	11.1408
3578218172	126.37458	11.590699
3578218173	124.97865	9.8966999
3578218174	124.02687	9.8472004
3578218175	122.54633	9.8175001
3578218177	121.5734	9.8515997
3578218178	120.27264	9.8087006
3578218179	119.08821	9.8219004
3578218180	118.03069	9.7207003
3578218181	116.6559	9.6084995
3578218183	115.6724	9.724
3578218184	114.39279	9.6525002
3578218185	113.29296	9.6877003
3578218186	112.05566	9.6503
3578218188	110.89237	9.6590996
3578218189	109.87714	9.6282997
3578218190	108.39661	9.6272001
3578218191	107.42368	9.4654999
3578218193	106.29213	9.4995995
3578218194	104.98079	9.4842005
3578218195	104.00787	9.5843
3578218196	102.6648	9.4302998
3578218197	101.70245	9.4677
3578218199	100.41227	9.5039997
3578218200	99.206688	9.3830004
3578218201	98.212616	9.3830004
3578218202	96.922432	9.3456001
3578218204	95.706268	9.8867998
3578218205	94.891975	9.8758001
3578218206	93.273956	9.8175001
3578218207	92.597137	9.7999001
3578218209	91.137749	9.7470999
3578218210	90.037926	9.7108002
3578218211	88.916946	9.7932997
3578218212	87.753662	9.9296999
3578218213	86.463478	9.8835001
3578218215	85.617455	9.8989
3578218216	84.105194	9.8835001
3578218217	83.269745	9.8802004
3578218218	81.810356	9.9110003
3578218220	80.953758	9.8725004
3578218221	79.483795	9.8659
3578218222	78.595474	9.9055004
3578218223	77.347588	9.8703003
3578218225	76.046829	9.8395004
3578218226	75.21138	9.8460999
3578218227	73.625092	9.8713999
3578218228	72.86367	9.7932997
3578218229	71.340828	9.7713003
3578218231	70.399628	9.7723999
3578218232	69.1306	9.7679996
3578218233	67.956741	9.7954998
3578218234	66.761734	9.7217999
3578218236	65.619606	9.7493
3578218237	64.488052	9.7537003
3578218238	63.144989	9.7812004
3578218239	62.320118	9.8065004
3578218241	60.723251	9.7757006
3578218242	59.993557	9.7746
3578218243	58.502441	9.7195997
3578218244	57.487213	9.7140999
3578218245	56.450836	9.7140999
3578218247	54.980873	9.7119007
3578218248	54.113701	9.6557999
3578218249	52.886967	9.6315994
3578218250	51.501606	9.7504005
3578218252	50.687309	9.6997995
3578218253	49.238499	9.6645994
3578218254	48.297298	9.6679001
3578218255	46.83791	9.6997995
3578218257	46.171665	9.7130003
3578218258	44.342144	9.6679001
3578218259	43.760502	9.7493
3578218260	42.33284	9.8361998
3578218261	41.063808	9.8439007
3578218263	40.334114	9.8306999
3578218264	38.589191	9.8417006
3578218265	37.891224	9.8351002
3578218266	36.484711	9.7800999
3578218268	35.268555	9.8076
3578218269	34.306206	9.7735004
3578218270	32.941994	9.7525997
3578218271	31.863314	9.7547998
3578218273	30.678883	9.7493
3578218274	29.356974	9.8252001
3578218275	28.415773	9.7339001
3578218276	26.977535	9.6954002
3578218277	26.00461	9.7272997
3578218279	24.6404	9.8527002
3578218280	23.508844	9.8130999
3578218281	22.41959	9.823
3578218282	20.875601	9.8659
3578218284	20.103605	9.8989
3578218285	18.538464	9.8824005
3578218286	17.343456	9.8713999
3578218287	16.455133	9.8989
3578218289	14.699637	9.8153
3578218290	13.969943	9.8351002
3578218291	12.193296	9.8549004
3578218292	11.484753	9.8769007
3578218293	9.6552296	9.8647995
3578218295	8.9149599	9.8570995
3578218296	7.4026952	9.8604002
3578218297	6.144237	9.823
3578218298	5.1290102	9.7944002
3578218300	3.680197	9.7999001
3578218301	2.6755455	9.8164005
3578218302	2.0939052	11.7766
3578218303	2.1467817	11.7315
3578218305	2.2631097	11.6985
3578218306	2.1890826	11.6886
3578218307	2.3054109	11.4378
3578218308	2.1785073	11.3344
3578218310	2.3054109	11.360801
3578218311	2.2102332	11.374
3578218312	2.3054109	11.359699
3578218314	2.2102332	11.352
3578218315	2.3159859	11.4158
3578218316	2.273685	11.4048
3578218318	2.2102332	11.385
3578218319	2.3794377	11.2728
3578218320	2.1785073	11.2563
3578218321	2.4005883	11.2486
3578218323	2.1785073	11.294801
3578218324	2.3265612	11.297
3578218325	2.3371365	11.284901
3578218327	2.0621793	11.319
3578218328	1.7766469	11.33
3578218329	1.1527054	11.3091
3578218331	0.75084478	11.3443
3578218332	0.74026948	11.3795
3578218333	0.72969425	11.4785
3578218335	0.72969425	11.4488
3578218336	0.74026948	11.3124

DS1000Cal1nm
360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518	519	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	568	569	570	571	572	573	574	575	576	577	578	579	580	581	582	583	584	585	586	587	588	589	590	591	592	593	594	595	596	597	598	599	600	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616	617	618	619	620	621	622	623	624	625	626	627	628	629	630	631	632	633	634	635	636	637	638	639	640	641	642	643	644	645	646	647	648	649	650	651	652	653	654	655	656	657	658	659	660	661	662	663	664	665	666	667	668	669	670	671	672	673	674	675	676	677	678	679	680	681	682	683	684	685	686	687	688	689	690	691	692	693	694	695	696	697	698	699	700	701	702	703	704	705	706	707	708	709	710	711	712	713	714	715	716	717	718	719	720	721	722	723	724	725	726	727	728	729	730	731	732	733	734	735	736	737	738	739	740	741	742	743	744	745	746	747	748	749	750	751	752	753	754	755	756	757	758	759	760	761	762	763	764
0.053107385	0.059387386	0.051483557	0.056141902	0.05779995	0.058463022	0.054544423	0.054616284	0.055809785	0.056933165	0.055515379	0.056273829	0.056838371	0.053110272	0.057411477	0.054247409	0.06169026	0.059635933	0.062441673	0.069530204	0.063661695	0.060390096	0.073372521	0.066210903	0.065804057	0.066543177	0.068433546	0.069336258	0.067453563	0.062935956	0.065548979	0.066256143	0.06511683	0.065012835	0.067296118	0.063912936	0.066756308	0.06928654	0.068159632	0.069311909	0.066223942	0.065967746	0.06944894	0.072118022	0.065521747	0.064274229	0.068388157	0.061310824	0.063844629	0.067240633	0.065128975	0.068178907	0.06563329	0.062711611	0.067027621	0.067950845	0.066916361	0.06567239	0.061573215	0.063524239	0.064181127	0.068370856	0.063405864	0.063872822	0.067650706	0.065521829	0.064543307	0.064143188	0.064862251	0.066835128	0.063981019	0.061023042	0.058227774	0.062056627	0.054983128	0.062810242	0.064312994	0.059588674	0.057184983	0.059549455	0.060478169	0.061767716	0.064569294	0.061719507	0.057942018	0.061767515	0.058334511	0.05916721	0.057983384	0.05689026	0.058734532	0.057476893	0.058838457	0.059322283	0.056718446	0.05621922	0.057191949	0.05620268	0.056945249	0.05754726	0.053763881	0.056987513	0.054772805	0.055067185	0.061067071	0.060943581	0.060635757	0.060444281	0.061102241	0.062042009	0.058307379	0.059541266	0.057378914	0.057383984	0.060923319	0.054631222	0.06100652	0.064048283	0.068201825	0.064438112	0.064075999	0.061965019	0.066324174	0.064824633	0.074258365	0.067570277	0.068496451	0.072832532	0.072710283	0.072143085	0.070636623	0.068764709	0.068845235	0.072145484	0.070663832	0.071055487	0.066779584	0.070443712	0.074832417	0.065668695	0.062453061	0.064686365	0.065885402	0.066495955	0.062048715	0.064343862	0.058021877	0.059247959	0.055538703	0.053999919	0.050540525	0.04619801	0.054187629	0.043750357	0.039361175	0.036460489	0.039048385	0.038679298	0.035819005	0.039522264	0.03922506	0.035080019	0.036780205	0.041489493	0.033054944	0.036053788	0.036642212	0.036892809	0.033214767	0.035451543	0.036736798	0.035576645	0.033471107	0.031863004	0.029430434	0.034600381	0.034273028	0.030056885	0.032730136	0.029293016	0.033555124	0.024219083	0.026960373	0.024906954	0.029101044	0.0249821	0.024780905	0.026040554	0.023166453	0.013134469	0.02414988	0.01771869	0.021558903	0.017809054	0.021659235	0.014510055	0.01570637	0.018273171	0.014531218	0.017764019	0.023669267	0.016003048	0.01122989	0.015290722	0.013671644	0.012983523	0.013877529	0.0053931004	0.014446608	0.0097249141	0.016120769	0.0084484229	0.0073662451	0.0063562137	0.0098683946	0.0089727724	0.0035814755	-0.005288146	-0.0037311483	-0.010555753	-0.0074446877	-0.013399328	-0.0187458	-0.019837264	-0.029933428	-0.030836126	-0.034068961	-0.036609057	-0.040343087	-0.042831779	-0.053937349	-0.053629562	-0.058665197	-0.067800663	-0.077607557	-0.079526104	-0.094507925	-0.10680372	-0.11207178	-0.12980784	-0.14090091	-0.14770781	-0.14792262	-0.16009445	-0.15887803	-0.17469959	-0.15670562	-0.175506	-0.16424476	-0.18202347	-0.17663443	-0.16878359	-0.17200665	-0.17368507	-0.1669901	-0.1734135	-0.17937668	-0.17941113	-0.18401104	-0.1727374	-0.17262591	-0.1820001	-0.18253209	-0.18022299	-0.1830923	-0.17872266	-0.18307334	-0.18989208	-0.19193248	-0.19157791	-0.19566213	-0.19818759	-0.19135553	-0.19278622	-0.19651197	-0.20409399	-0.19437236	-0.20234625	-0.20151408	-0.1919684	-0.19452579	-0.20096366	-0.2069809	-0.20429373	-0.22381431	-0.22814506	-0.21326856	-0.22484191	-0.22407955	-0.22386618	-0.21533263	-0.23779094	-0.22270095	-0.22898646	-0.24025138	-0.25348601	-0.23348475	-0.25291052	-0.26029465	-0.28054777	-0.27240741	-0.27421963	-0.28920659	-0.26903135	-0.27849042	-0.30220667	-0.28206626	-0.29690051	-0.28182912	-0.28532025	-0.26714456	-0.28411815	-0.29308546	-0.29782501	-0.2969155	-0.29820037	-0.30324152	-0.31996357	-0.30573097	-0.31102493	-0.29227957	-0.29923102	-0.31077608	-0.31660384	-0.31029695	-0.32401913	-0.31203577	-0.32351208	-0.31756368	-0.33897883	-0.35626128	-0.33545387	-0.35484657	-0.39729491	-0.39014187	-0.39338326	-0.41693655	-0.40902749	-0.42870986	-0.42344549	-0.41975465	-0.46056277	-0.48049629	-0.49010733	-0.49045262	-0.49146506	-0.52685869	-0.52095026	-0.54441696	-0.53232557	-0.60042024	-0.62143201	-0.6468522	-0.62819767	-0.68220228	-0.73820925	-0.83918363	-0.76989305	-0.85698295	-0.87491757	-0.94316238	-0.98440462	-1.0684804	-1.0807645	-1.2976526	-1.3632554	-1.1649859	-1.3892616	-1.2483655	-1.3220736	-1.4759135	-1.6984463	-1.8999157	-2.041899	-2.024045	-1.7644891	-1.467394	-1.5079674	-1.5242195	-2.2480085	-3.0071023	-2.249685	-3.0515811	-2.4030392	-2.9723213	-2.5568399	-2.4142036	-2.6774018	-2.9888451	-1.3819271	-2.1197493	-3.1150877	-2.7222311	-2.3438289	-2.0039537	-2.5602016	-2.7076159	-3.2605264	-3.6442623	-3.8178673	-3.0711198	-1.0520343	-2.1026187	-3.2985928	-2.3928423
