nm, A
800.000000, 0.001208
799.000000, 0.001127
798.000000, 0.001294
797.000000, 0.001374
796.000000, 0.001350
795.000000, 0.001408
794.000000, 0.001469
793.000000, 0.001444
792.000000, 0.001420
791.000000, 0.001458
790.000000, 0.001498
789.000000, 0.001505
788.000000, 0.001543
787.000000, 0.001472
786.000000, 0.001442
785.000000, 0.001610
784.000000, 0.001702
783.000000, 0.001557
782.000000, 0.001742
781.000000, 0.001690
780.000000, 0.001640
779.000000, 0.001575
778.000000, 0.001623
777.000000, 0.001492
776.000000, 0.001694
775.000000, 0.001658
774.000000, 0.001559
773.000000, 0.001493
772.000000, 0.001612
771.000000, 0.001666
770.000000, 0.001562
769.000000, 0.001625
768.000000, 0.001522
767.000000, 0.001511
766.000000, 0.001530
765.000000, 0.001471
764.000000, 0.001439
763.000000, 0.001451
762.000000, 0.001421
761.000000, 0.001385
760.000000, 0.001358
759.000000, 0.001333
758.000000, 0.001276
757.000000, 0.001298
756.000000, 0.001250
755.000000, 0.001227
754.000000, 0.001149
753.000000, 0.001154
752.000000, 0.001151
751.000000, 0.001008
750.000000, 0.001133
749.000000, 0.001018
748.000000, 0.001009
747.000000, 0.000907
746.000000, 0.000989
745.000000, 0.000813
744.000000, 0.000672
743.000000, 0.000631
742.000000, 0.000476
741.000000, 0.000429
740.000000, 0.000282
739.000000, 0.000158
738.000000, 0.000036
737.000000, 0.000009
736.000000, -0.000075
735.000000, -0.000075
734.000000, -0.000009
733.000000, -0.000058
732.000000, 0.000103
731.000000, 0.000267
730.000000, 0.000427
729.000000, 0.000527
728.000000, 0.000695
727.000000, 0.000863
726.000000, 0.000931
725.000000, 0.001072
724.000000, 0.001138
723.000000, 0.001097
722.000000, 0.001183
721.000000, 0.001305
720.000000, 0.001254
719.000000, 0.001302
718.000000, 0.001366
717.000000, 0.001432
716.000000, 0.001427
715.000000, 0.001542
714.000000, 0.001638
713.000000, 0.001722
712.000000, 0.001801
711.000000, 0.001858
710.000000, 0.001850
709.000000, 0.001992
708.000000, 0.002024
707.000000, 0.001976
706.000000, 0.002009
705.000000, 0.002029
704.000000, 0.002140
703.000000, 0.002285
702.000000, 0.002279
701.000000, 0.002310
700.000000, 0.002416
699.000000, 0.002463
698.000000, 0.002535
697.000000, 0.002601
696.000000, 0.002576
695.000000, 0.002588
694.000000, 0.002621
693.000000, 0.002675
692.000000, 0.002747
691.000000, 0.002791
690.000000, 0.002804
689.000000, 0.002818
688.000000, 0.002867
687.000000, 0.002967
686.000000, 0.003022
685.000000, 0.003054
684.000000, 0.003012
683.000000, 0.003012
682.000000, 0.003119
681.000000, 0.003185
680.000000, 0.003190
679.000000, 0.003233
678.000000, 0.003298
677.000000, 0.003340
676.000000, 0.003405
675.000000, 0.003453
674.000000, 0.003449
673.000000, 0.003390
672.000000, 0.003541
671.000000, 0.003704
670.000000, 0.003735
669.000000, 0.003805
668.000000, 0.003819
667.000000, 0.003817
666.000000, 0.003859
665.000000, 0.003904
664.000000, 0.003961
663.000000, 0.004043
662.000000, 0.004043
661.000000, 0.004115
660.000000, 0.004197
659.000000, 0.004281
658.000000, 0.004285
657.000000, 0.004323
656.000000, 0.004435
655.000000, 0.004519
654.000000, 0.004653
653.000000, 0.004673
652.000000, 0.004671
651.000000, 0.004720
650.000000, 0.004801
649.000000, 0.004864
648.000000, 0.004925
647.000000, 0.004978
646.000000, 0.005125
645.000000, 0.005129
644.000000, 0.005154
643.000000, 0.005220
642.000000, 0.005345
641.000000, 0.005338
640.000000, 0.005476
639.000000, 0.005553
638.000000, 0.005589
637.000000, 0.005733
636.000000, 0.005838
635.000000, 0.005904
634.000000, 0.005976
633.000000, 0.006128
632.000000, 0.006174
631.000000, 0.006118
630.000000, 0.006221
629.000000, 0.006296
628.000000, 0.006357
627.000000, 0.006419
626.000000, 0.006496
625.000000, 0.006618
624.000000, 0.006606
623.000000, 0.006742
622.000000, 0.006808
621.000000, 0.006879
620.000000, 0.006927
619.000000, 0.007010
618.000000, 0.007201
617.000000, 0.007254
616.000000, 0.007322
615.000000, 0.007347
614.000000, 0.007482
613.000000, 0.007517
612.000000, 0.007611
611.000000, 0.007696
610.000000, 0.007774
609.000000, 0.007886
608.000000, 0.007957
607.000000, 0.008006
606.000000, 0.008062
605.000000, 0.008144
604.000000, 0.008183
603.000000, 0.008277
602.000000, 0.008400
601.000000, 0.008516
600.000000, 0.008598
599.000000, 0.008676
598.000000, 0.008767
597.000000, 0.008823
596.000000, 0.009003
595.000000, 0.009118
594.000000, 0.009197
593.000000, 0.009333
592.000000, 0.009423
591.000000, 0.009522
590.000000, 0.009565
589.000000, 0.009720
588.000000, 0.009810
587.000000, 0.009873
586.000000, 0.010019
585.000000, 0.010153
584.000000, 0.010247
583.000000, 0.010365
582.000000, 0.010393
581.000000, 0.010521
580.000000, 0.010681
579.000000, 0.010749
578.000000, 0.010912
577.000000, 0.011102
576.000000, 0.011202
575.000000, 0.011248
574.000000, 0.011421
573.000000, 0.011525
572.000000, 0.011643
571.000000, 0.011735
570.000000, 0.011858
569.000000, 0.011983
568.000000, 0.012095
567.000000, 0.012210
566.000000, 0.012365
565.000000, 0.012439
564.000000, 0.012639
563.000000, 0.012670
562.000000, 0.012853
561.000000, 0.012961
560.000000, 0.013068
559.000000, 0.013191
558.000000, 0.013351
557.000000, 0.013567
556.000000, 0.013644
555.000000, 0.013859
554.000000, 0.014028
553.000000, 0.014088
552.000000, 0.014203
551.000000, 0.014418
550.000000, 0.014533
549.000000, 0.014683
548.000000, 0.014823
547.000000, 0.014982
546.000000, 0.015136
545.000000, 0.015270
544.000000, 0.015407
543.000000, 0.015578
542.000000, 0.015751
541.000000, 0.015928
540.000000, 0.016007
539.000000, 0.016219
538.000000, 0.016460
537.000000, 0.016606
536.000000, 0.016656
535.000000, 0.016944
534.000000, 0.017052
533.000000, 0.017248
532.000000, 0.017473
531.000000, 0.017585
530.000000, 0.017755
529.000000, 0.017998
528.000000, 0.018059
527.000000, 0.018322
526.000000, 0.018533
525.000000, 0.018683
524.000000, 0.018861
523.000000, 0.019143
522.000000, 0.019297
521.000000, 0.019479
520.000000, 0.019707
519.000000, 0.019963
518.000000, 0.020112
517.000000, 0.020343
516.000000, 0.020580
515.000000, 0.020777
514.000000, 0.020972
513.000000, 0.021202
512.000000, 0.021410
511.000000, 0.021700
510.000000, 0.021971
509.000000, 0.022192
508.000000, 0.022386
507.000000, 0.022672
506.000000, 0.022928
505.000000, 0.023119
504.000000, 0.023387
503.000000, 0.023645
502.000000, 0.023881
501.000000, 0.024220
500.000000, 0.024327
499.000000, 0.024636
498.000000, 0.024972
