nm, A
800.000000, 0.000325
799.000000, 0.000162
798.000000, 0.000342
797.000000, 0.000396
796.000000, 0.000271
795.000000, 0.000300
794.000000, 0.000267
793.000000, 0.000320
792.000000, 0.000517
791.000000, 0.000506
790.000000, 0.000470
789.000000, 0.000574
788.000000, 0.000466
787.000000, 0.000597
786.000000, 0.000547
785.000000, 0.000685
784.000000, 0.000603
783.000000, 0.000688
782.000000, 0.000597
781.000000, 0.000791
780.000000, 0.000784
779.000000, 0.000746
778.000000, 0.000787
777.000000, 0.000835
776.000000, 0.000801
775.000000, 0.000850
774.000000, 0.000894
773.000000, 0.000854
772.000000, 0.000897
771.000000, 0.000858
770.000000, 0.000802
769.000000, 0.000904
768.000000, 0.000902
767.000000, 0.000925
766.000000, 0.000878
765.000000, 0.000930
764.000000, 0.000955
763.000000, 0.000840
762.000000, 0.000921
761.000000, 0.000941
760.000000, 0.000984
759.000000, 0.000995
758.000000, 0.000951
757.000000, 0.000986
756.000000, 0.000954
755.000000, 0.000893
754.000000, 0.000950
753.000000, 0.000954
752.000000, 0.001001
751.000000, 0.000945
750.000000, 0.000834
749.000000, 0.000853
748.000000, 0.000815
747.000000, 0.000763
746.000000, 0.000704
745.000000, 0.000669
744.000000, 0.000584
743.000000, 0.000460
742.000000, 0.000400
741.000000, 0.000213
740.000000, 0.000077
739.000000, -0.000086
738.000000, -0.000255
737.000000, -0.000364
736.000000, -0.000501
735.000000, -0.000589
734.000000, -0.000671
733.000000, -0.000663
732.000000, -0.000677
731.000000, -0.000650
730.000000, -0.000467
729.000000, -0.000296
728.000000, -0.000174
727.000000, -0.000194
726.000000, -0.000109
725.000000, -0.000003
724.000000, 0.000040
723.000000, 0.000076
722.000000, 0.000079
721.000000, 0.000077
720.000000, 0.000069
719.000000, 0.000091
718.000000, 0.000148
717.000000, 0.000235
716.000000, 0.000189
715.000000, 0.000188
714.000000, 0.000215
713.000000, 0.000259
712.000000, 0.000200
711.000000, 0.000230
710.000000, 0.000312
709.000000, 0.000312
708.000000, 0.000353
707.000000, 0.000358
706.000000, 0.000358
705.000000, 0.000400
704.000000, 0.000417
703.000000, 0.000415
702.000000, 0.000448
701.000000, 0.000490
700.000000, 0.000483
699.000000, 0.000505
698.000000, 0.000510
697.000000, 0.000518
696.000000, 0.000510
695.000000, 0.000528
694.000000, 0.000518
693.000000, 0.000595
692.000000, 0.000618
691.000000, 0.000566
690.000000, 0.000640
689.000000, 0.000747
688.000000, 0.000686
687.000000, 0.000657
686.000000, 0.000710
685.000000, 0.000717
684.000000, 0.000671
683.000000, 0.000720
682.000000, 0.000766
681.000000, 0.000776
680.000000, 0.000812
679.000000, 0.000838
678.000000, 0.000838
677.000000, 0.000829
676.000000, 0.000845
675.000000, 0.000845
674.000000, 0.000889
673.000000, 0.000934
672.000000, 0.000891
671.000000, 0.000876
670.000000, 0.000903
669.000000, 0.000925
668.000000, 0.000897
667.000000, 0.000943
666.000000, 0.000970
665.000000, 0.000876
664.000000, 0.000873
663.000000, 0.000960
662.000000, 0.000990
661.000000, 0.000998
660.000000, 0.000922
659.000000, 0.000906
658.000000, 0.001009
657.000000, 0.001100
656.000000, 0.001049
655.000000, 0.001061
654.000000, 0.001120
653.000000, 0.001119
652.000000, 0.001133
651.000000, 0.001171
650.000000, 0.001176
649.000000, 0.001192
648.000000, 0.001221
647.000000, 0.001168
646.000000, 0.001232
645.000000, 0.001290
644.000000, 0.001228
643.000000, 0.001240
642.000000, 0.001316
641.000000, 0.001317
640.000000, 0.001295
639.000000, 0.001315
638.000000, 0.001402
637.000000, 0.001434
636.000000, 0.001390
635.000000, 0.001423
634.000000, 0.001405
633.000000, 0.001469
632.000000, 0.001471
631.000000, 0.001476
630.000000, 0.001511
629.000000, 0.001568
628.000000, 0.001536
627.000000, 0.001547
626.000000, 0.001540
625.000000, 0.001595
624.000000, 0.001590
623.000000, 0.001707
622.000000, 0.001674
621.000000, 0.001657
620.000000, 0.001689
619.000000, 0.001751
618.000000, 0.001711
617.000000, 0.001783
616.000000, 0.001836
615.000000, 0.001882
614.000000, 0.001880
613.000000, 0.001911
612.000000, 0.001922
611.000000, 0.001965
610.000000, 0.001963
609.000000, 0.001973
608.000000, 0.001951
607.000000, 0.001985
606.000000, 0.002058
605.000000, 0.002033
604.000000, 0.001975
603.000000, 0.002000
602.000000, 0.002050
601.000000, 0.002026
600.000000, 0.002048
599.000000, 0.002131
598.000000, 0.002152
597.000000, 0.002211
596.000000, 0.002203
595.000000, 0.002215
594.000000, 0.002226
593.000000, 0.002318
592.000000, 0.002378
591.000000, 0.002391
590.000000, 0.002372
589.000000, 0.002408
588.000000, 0.002394
587.000000, 0.002444
586.000000, 0.002472
585.000000, 0.002561
584.000000, 0.002532
583.000000, 0.002631
582.000000, 0.002640
581.000000, 0.002585
580.000000, 0.002671
579.000000, 0.002724
578.000000, 0.002784
577.000000, 0.002823
576.000000, 0.002746
575.000000, 0.002880
574.000000, 0.002880
573.000000, 0.002970
572.000000, 0.002951
571.000000, 0.002976
570.000000, 0.003070
569.000000, 0.003059
568.000000, 0.003076
567.000000, 0.003127
566.000000, 0.003178
565.000000, 0.003195
564.000000, 0.003115
563.000000, 0.003198
562.000000, 0.003251
561.000000, 0.003315
560.000000, 0.003295
559.000000, 0.003456
558.000000, 0.003408
557.000000, 0.003455
556.000000, 0.003522
555.000000, 0.003537
554.000000, 0.003562
553.000000, 0.003692
552.000000, 0.003652
551.000000, 0.003695
550.000000, 0.003708
549.000000, 0.003828
548.000000, 0.003840
547.000000, 0.003894
546.000000, 0.003965
545.000000, 0.004015
544.000000, 0.004022
543.000000, 0.004130
542.000000, 0.004114
541.000000, 0.004142
540.000000, 0.004158
539.000000, 0.004232
538.000000, 0.004262
537.000000, 0.004354
536.000000, 0.004342
535.000000, 0.004446
534.000000, 0.004488
533.000000, 0.004558
532.000000, 0.004552
531.000000, 0.004606
530.000000, 0.004667
529.000000, 0.004764
528.000000, 0.004772
527.000000, 0.004864
526.000000, 0.004946
525.000000, 0.004931
524.000000, 0.004970
523.000000, 0.005069
522.000000, 0.005177
521.000000, 0.005241
520.000000, 0.005185
519.000000, 0.005272
518.000000, 0.005370
517.000000, 0.005378
516.000000, 0.005422
515.000000, 0.005520
514.000000, 0.005615
513.000000, 0.005683
512.000000, 0.005726
511.000000, 0.005828
510.000000, 0.005829
509.000000, 0.005931
508.000000, 0.005991
507.000000, 0.006083
506.000000, 0.006121
