nm, A
800.000000, -0.030351
799.000000, -0.030762
798.000000, -0.029534
797.000000, -0.031245
796.000000, -0.029351
795.000000, -0.029742
794.000000, -0.030298
793.000000, -0.030180
792.000000, -0.030127
791.000000, -0.029756
790.000000, -0.029194
789.000000, -0.028575
788.000000, -0.030184
787.000000, -0.030558
786.000000, -0.029421
785.000000, -0.029892
784.000000, -0.029378
783.000000, -0.029319
782.000000, -0.029446
781.000000, -0.028529
780.000000, -0.029201
779.000000, -0.029130
778.000000, -0.029649
777.000000, -0.029325
776.000000, -0.029391
775.000000, -0.028607
774.000000, -0.029142
773.000000, -0.028987
772.000000, -0.028449
771.000000, -0.028450
770.000000, -0.027891
769.000000, -0.028057
768.000000, -0.029171
767.000000, -0.029224
766.000000, -0.028342
765.000000, -0.029379
764.000000, -0.029523
763.000000, -0.027695
762.000000, -0.028450
761.000000, -0.029022
760.000000, -0.028655
759.000000, -0.028219
758.000000, -0.027915
757.000000, -0.028910
756.000000, -0.027964
755.000000, -0.027285
754.000000, -0.027990
753.000000, -0.029016
752.000000, -0.027942
751.000000, -0.028295
750.000000, -0.028769
749.000000, -0.028704
748.000000, -0.029697
747.000000, -0.028391
746.000000, -0.028706
745.000000, -0.028645
744.000000, -0.028544
743.000000, -0.028739
742.000000, -0.028318
741.000000, -0.028491
740.000000, -0.028878
739.000000, -0.028371
738.000000, -0.028349
737.000000, -0.029006
736.000000, -0.027767
735.000000, -0.028077
734.000000, -0.028366
733.000000, -0.028901
732.000000, -0.029084
731.000000, -0.029004
730.000000, -0.028243
729.000000, -0.029024
728.000000, -0.028331
727.000000, -0.028566
726.000000, -0.028327
725.000000, -0.028413
724.000000, -0.029745
723.000000, -0.029207
722.000000, -0.029571
721.000000, -0.029106
720.000000, -0.029006
719.000000, -0.029721
718.000000, -0.029416
717.000000, -0.030089
716.000000, -0.029491
715.000000, -0.029818
714.000000, -0.030258
713.000000, -0.029667
712.000000, -0.030410
711.000000, -0.030571
710.000000, -0.030363
709.000000, -0.030787
708.000000, -0.030824
707.000000, -0.030445
706.000000, -0.030763
705.000000, -0.030690
704.000000, -0.030337
703.000000, -0.030317
702.000000, -0.030458
701.000000, -0.030195
700.000000, -0.030023
699.000000, -0.029567
698.000000, -0.030344
697.000000, -0.029841
696.000000, -0.030236
695.000000, -0.029117
694.000000, -0.029289
693.000000, -0.029164
692.000000, -0.029268
691.000000, -0.029806
690.000000, -0.028021
689.000000, -0.028312
688.000000, -0.028351
687.000000, -0.027575
686.000000, -0.027273
685.000000, -0.027159
684.000000, -0.026877
683.000000, -0.025468
682.000000, -0.024740
681.000000, -0.023930
680.000000, -0.022566
679.000000, -0.021401
678.000000, -0.020219
677.000000, -0.018606
676.000000, -0.016698
675.000000, -0.015212
674.000000, -0.012792
673.000000, -0.011206
672.000000, -0.008812
671.000000, -0.007235
670.000000, -0.005267
669.000000, -0.003680
668.000000, -0.002673
667.000000, -0.001693
666.000000, -0.001156
665.000000, -0.001087
664.000000, -0.000835
663.000000, -0.000497
662.000000, -0.000840
661.000000, -0.001255
660.000000, -0.001246
659.000000, -0.002219
658.000000, -0.003181
657.000000, -0.004407
656.000000, -0.005105
655.000000, -0.005998
654.000000, -0.007265
653.000000, -0.008684
652.000000, -0.010129
651.000000, -0.011097
650.000000, -0.012503
649.000000, -0.013050
648.000000, -0.013999
647.000000, -0.014942
646.000000, -0.015038
645.000000, -0.015673
644.000000, -0.016029
643.000000, -0.016231
642.000000, -0.016102
641.000000, -0.015990
640.000000, -0.015743
639.000000, -0.014923
638.000000, -0.014950
637.000000, -0.014779
636.000000, -0.014857
635.000000, -0.014976
