nm, A
800.000000, -0.022271
799.000000, -0.021789
798.000000, -0.021344
797.000000, -0.021203
796.000000, -0.020284
795.000000, -0.019555
794.000000, -0.019240
793.000000, -0.021036
792.000000, -0.020755
791.000000, -0.020370
790.000000, -0.019853
789.000000, -0.020302
788.000000, -0.020520
787.000000, -0.020448
786.000000, -0.019174
785.000000, -0.020411
784.000000, -0.020407
783.000000, -0.019305
782.000000, -0.019812
781.000000, -0.018633
780.000000, -0.018009
779.000000, -0.019870
778.000000, -0.019349
777.000000, -0.018394
776.000000, -0.017633
775.000000, -0.017851
774.000000, -0.018088
773.000000, -0.017904
772.000000, -0.018162
771.000000, -0.019959
770.000000, -0.018732
769.000000, -0.018246
768.000000, -0.017332
767.000000, -0.017264
766.000000, -0.017767
765.000000, -0.017200
764.000000, -0.018924
763.000000, -0.016823
762.000000, -0.017746
761.000000, -0.017247
760.000000, -0.016405
759.000000, -0.017237
758.000000, -0.016908
757.000000, -0.017454
756.000000, -0.016886
755.000000, -0.016771
754.000000, -0.016420
753.000000, -0.016632
752.000000, -0.016738
751.000000, -0.017036
750.000000, -0.015658
749.000000, -0.014826
748.000000, -0.015017
747.000000, -0.016095
746.000000, -0.016360
745.000000, -0.015474
744.000000, -0.015935
743.000000, -0.015612
742.000000, -0.015377
741.000000, -0.015859
740.000000, -0.015309
739.000000, -0.014927
738.000000, -0.015426
737.000000, -0.014268
736.000000, -0.014699
735.000000, -0.014994
734.000000, -0.015691
733.000000, -0.014974
732.000000, -0.015011
731.000000, -0.014999
730.000000, -0.014857
729.000000, -0.014969
728.000000, -0.014877
727.000000, -0.014819
726.000000, -0.014768
725.000000, -0.013851
724.000000, -0.013949
723.000000, -0.013947
722.000000, -0.014624
721.000000, -0.014498
720.000000, -0.015174
719.000000, -0.014198
718.000000, -0.015074
717.000000, -0.015500
716.000000, -0.014412
715.000000, -0.014775
714.000000, -0.013876
713.000000, -0.014297
712.000000, -0.015281
711.000000, -0.014452
710.000000, -0.014775
709.000000, -0.014238
708.000000, -0.014192
707.000000, -0.013586
706.000000, -0.013916
705.000000, -0.014317
704.000000, -0.014137
703.000000, -0.013849
702.000000, -0.012704
701.000000, -0.013984
700.000000, -0.013702
699.000000, -0.013745
698.000000, -0.012875
697.000000, -0.012613
696.000000, -0.011944
695.000000, -0.012394
694.000000, -0.012688
693.000000, -0.012456
692.000000, -0.011586
691.000000, -0.011032
690.000000, -0.010897
689.000000, -0.010779
688.000000, -0.009764
687.000000, -0.009034
686.000000, -0.008032
685.000000, -0.007954
684.000000, -0.006640
683.000000, -0.005502
682.000000, -0.005007
681.000000, -0.003341
680.000000, -0.001663
679.000000, -0.000688
678.000000, 0.001104
677.000000, 0.002808
676.000000, 0.005185
675.000000, 0.007229
674.000000, 0.009543
673.000000, 0.011028
672.000000, 0.013255
671.000000, 0.016112
670.000000, 0.017679
669.000000, 0.019425
668.000000, 0.021300
667.000000, 0.022670
666.000000, 0.023261
665.000000, 0.024642
664.000000, 0.025014
663.000000, 0.025542
662.000000, 0.025586
661.000000, 0.025484
660.000000, 0.025063
659.000000, 0.024794
658.000000, 0.024173
657.000000, 0.023112
656.000000, 0.022143
655.000000, 0.020996
654.000000, 0.019380
653.000000, 0.018197
652.000000, 0.016907
651.000000, 0.015581
650.000000, 0.014590
649.000000, 0.013696
648.000000, 0.012637
647.000000, 0.011858
646.000000, 0.010913
645.000000, 0.009551
644.000000, 0.009237
643.000000, 0.008815
642.000000, 0.008835
641.000000, 0.008891
640.000000, 0.008625
639.000000, 0.008715
638.000000, 0.008455
637.000000, 0.008245
636.000000, 0.009034
635.000000, 0.008967
634.000000, 0.009030
633.000000, 0.009277
632.000000, 0.009741
631.000000, 0.010048
630.000000, 0.010064
629.000000, 0.010698
628.000000, 0.011078
627.000000, 0.011392
626.000000, 0.011679
625.000000, 0.011898
624.000000, 0.012069
623.000000, 0.012442
622.000000, 0.012164
621.000000, 0.012525
620.000000, 0.012827
619.000000, 0.012847
618.000000, 0.012985
617.000000, 0.013375
616.000000, 0.013480
615.000000, 0.013472
614.000000, 0.013978
613.000000, 0.014225
612.000000, 0.014337
611.000000, 0.014607
610.000000, 0.014836
609.000000, 0.015304
608.000000, 0.015197
607.000000, 0.015476
606.000000, 0.015597
605.000000, 0.015669
604.000000, 0.015466
603.000000, 0.015639
602.000000, 0.016014
601.000000, 0.016016
600.000000, 0.016355
599.000000, 0.016449
598.000000, 0.016806
597.000000, 0.016893
596.000000, 0.016571
595.000000, 0.016857
594.000000, 0.017182
593.000000, 0.017608
592.000000, 0.018131
591.000000, 0.018296
590.000000, 0.018589
589.000000, 0.019030
588.000000, 0.019549
587.000000, 0.019938
586.000000, 0.019992
585.000000, 0.020561
584.000000, 0.021046
583.000000, 0.021330
582.000000, 0.022095
581.000000, 0.022544
580.000000, 0.022891
579.000000, 0.023310
578.000000, 0.023644
577.000000, 0.023870
576.000000, 0.024270
575.000000, 0.024741
574.000000, 0.025202
573.000000, 0.025488
572.000000, 0.026094
571.000000, 0.026482
570.000000, 0.026884
569.000000, 0.027391
568.000000, 0.027705
567.000000, 0.027888
566.000000, 0.028368
565.000000, 0.029039
564.000000, 0.029408
563.000000, 0.029900
562.000000, 0.030293
561.000000, 0.030627
560.000000, 0.031352
559.000000, 0.031995
558.000000, 0.032493
557.000000, 0.032893
556.000000, 0.033696
555.000000, 0.034245
554.000000, 0.034936
553.000000, 0.035653
552.000000, 0.036045
551.000000, 0.036608
550.000000, 0.037333
549.000000, 0.038108
548.000000, 0.038880
547.000000, 0.039629
546.000000, 0.040477
545.000000, 0.041291
544.000000, 0.042140
543.000000, 0.042959
542.000000, 0.043596
541.000000, 0.044399
540.000000, 0.045246
539.000000, 0.045943
538.000000, 0.046826
537.000000, 0.047773
536.000000, 0.048491
535.000000, 0.049435
534.000000, 0.050571
533.000000, 0.051277
532.000000, 0.052119
531.000000, 0.053119
530.000000, 0.053592
529.000000, 0.054569
528.000000, 0.055820
527.000000, 0.056589
526.000000, 0.057372
525.000000, 0.058306
524.000000, 0.059142
523.000000, 0.059738
522.000000, 0.060607
521.000000, 0.061823
520.000000, 0.062943
519.000000, 0.064088
518.000000, 0.065137
517.000000, 0.065876
516.000000, 0.066657
515.000000, 0.067872
514.000000, 0.069082
513.000000, 0.070054
512.000000, 0.071149
511.000000, 0.072080
510.000000, 0.073387
509.000000, 0.074807
508.000000, 0.076056
507.000000, 0.077019
506.000000, 0.078163
505.000000, 0.079422
504.000000, 0.080747
503.000000, 0.081865
502.000000, 0.083049
501.000000, 0.084711
500.000000, 0.086125
499.000000, 0.087573
498.000000, 0.089041
497.000000, 0.090185
496.000000, 0.091346
495.000000, 0.092890
494.000000, 0.094376
493.000000, 0.095790
