nm, A
800.000000, -0.036356
799.000000, -0.036807
798.000000, -0.036087
797.000000, -0.035351
796.000000, -0.036253
795.000000, -0.035964
794.000000, -0.036754
793.000000, -0.036878
792.000000, -0.036198
791.000000, -0.037627
790.000000, -0.036390
789.000000, -0.035539
788.000000, -0.035968
787.000000, -0.035753
786.000000, -0.036253
785.000000, -0.036674
784.000000, -0.036801
783.000000, -0.035394
782.000000, -0.036717
781.000000, -0.035479
780.000000, -0.035339
779.000000, -0.036677
778.000000, -0.036576
777.000000, -0.037087
776.000000, -0.036387
775.000000, -0.035932
774.000000, -0.036358
773.000000, -0.036043
772.000000, -0.036426
771.000000, -0.035237
770.000000, -0.035771
769.000000, -0.035387
768.000000, -0.037198
767.000000, -0.035314
766.000000, -0.036182
765.000000, -0.035356
764.000000, -0.035939
763.000000, -0.036397
762.000000, -0.036972
761.000000, -0.035816
760.000000, -0.036825
759.000000, -0.036354
758.000000, -0.036897
757.000000, -0.035813
756.000000, -0.036484
755.000000, -0.036423
754.000000, -0.035765
753.000000, -0.036068
752.000000, -0.035814
751.000000, -0.035867
750.000000, -0.036710
749.000000, -0.035563
748.000000, -0.035546
747.000000, -0.035459
746.000000, -0.036642
745.000000, -0.037399
744.000000, -0.036127
743.000000, -0.036819
742.000000, -0.036797
741.000000, -0.036617
740.000000, -0.036705
739.000000, -0.036757
738.000000, -0.036621
737.000000, -0.036712
736.000000, -0.036836
735.000000, -0.036318
734.000000, -0.037069
733.000000, -0.037513
732.000000, -0.037243
731.000000, -0.036920
730.000000, -0.036540
729.000000, -0.036997
728.000000, -0.036976
727.000000, -0.037593
726.000000, -0.036953
725.000000, -0.037135
724.000000, -0.037413
723.000000, -0.037660
722.000000, -0.036813
721.000000, -0.038768
720.000000, -0.037989
719.000000, -0.038275
718.000000, -0.038177
717.000000, -0.038415
716.000000, -0.039279
715.000000, -0.038660
714.000000, -0.038631
713.000000, -0.038592
712.000000, -0.038926
711.000000, -0.038980
710.000000, -0.039706
709.000000, -0.039556
708.000000, -0.039312
707.000000, -0.039302
706.000000, -0.038909
705.000000, -0.039573
704.000000, -0.040449
703.000000, -0.040383
702.000000, -0.040224
701.000000, -0.040200
700.000000, -0.040810
699.000000, -0.039963
698.000000, -0.040600
697.000000, -0.040998
696.000000, -0.040397
695.000000, -0.040942
694.000000, -0.040694
693.000000, -0.040909
692.000000, -0.040674
691.000000, -0.040998
690.000000, -0.040970
689.000000, -0.040791
688.000000, -0.040605
687.000000, -0.040830
686.000000, -0.040435
685.000000, -0.040140
684.000000, -0.040623
683.000000, -0.040269
682.000000, -0.040470
681.000000, -0.040489
680.000000, -0.040052
679.000000, -0.040831
678.000000, -0.040256
677.000000, -0.040050
676.000000, -0.040164
675.000000, -0.040448
674.000000, -0.039850
673.000000, -0.039881
672.000000, -0.039795
671.000000, -0.040397
670.000000, -0.040107
669.000000, -0.040010
668.000000, -0.039553
667.000000, -0.039595
666.000000, -0.039801
665.000000, -0.039489
664.000000, -0.039623
663.000000, -0.039799
662.000000, -0.039395
661.000000, -0.039780
660.000000, -0.039071
659.000000, -0.039179
658.000000, -0.039097
657.000000, -0.039153
656.000000, -0.039173
655.000000, -0.038446
654.000000, -0.038680
653.000000, -0.038437
