nm, A
800.000000, -0.035754
799.000000, -0.035795
798.000000, -0.034764
797.000000, -0.034578
796.000000, -0.034903
795.000000, -0.035012
794.000000, -0.036279
793.000000, -0.035240
792.000000, -0.034409
791.000000, -0.035718
790.000000, -0.034336
789.000000, -0.034756
788.000000, -0.034131
787.000000, -0.034765
786.000000, -0.034659
785.000000, -0.034886
784.000000, -0.034794
783.000000, -0.033381
782.000000, -0.034631
781.000000, -0.034974
780.000000, -0.033467
779.000000, -0.035689
778.000000, -0.035134
777.000000, -0.035510
776.000000, -0.034700
775.000000, -0.034186
774.000000, -0.034116
773.000000, -0.034462
772.000000, -0.035945
771.000000, -0.032984
770.000000, -0.034724
769.000000, -0.033932
768.000000, -0.035147
767.000000, -0.033985
766.000000, -0.036207
765.000000, -0.034672
764.000000, -0.034695
763.000000, -0.035689
762.000000, -0.034928
761.000000, -0.034127
760.000000, -0.034788
759.000000, -0.034417
758.000000, -0.033909
757.000000, -0.034202
756.000000, -0.034549
755.000000, -0.034632
754.000000, -0.034611
753.000000, -0.033889
752.000000, -0.033847
751.000000, -0.035230
750.000000, -0.034201
749.000000, -0.033389
748.000000, -0.034131
747.000000, -0.033393
746.000000, -0.033966
745.000000, -0.034063
744.000000, -0.034594
743.000000, -0.034739
742.000000, -0.034861
741.000000, -0.034435
740.000000, -0.034945
739.000000, -0.035342
738.000000, -0.035373
737.000000, -0.034383
736.000000, -0.034728
735.000000, -0.034361
734.000000, -0.035448
733.000000, -0.035270
732.000000, -0.035267
731.000000, -0.034313
730.000000, -0.035303
729.000000, -0.036011
728.000000, -0.035887
727.000000, -0.036137
726.000000, -0.036134
725.000000, -0.036171
724.000000, -0.035556
723.000000, -0.035952
722.000000, -0.035054
721.000000, -0.036263
720.000000, -0.035730
719.000000, -0.036280
718.000000, -0.036464
717.000000, -0.036378
716.000000, -0.037158
715.000000, -0.036854
714.000000, -0.036859
713.000000, -0.037404
712.000000, -0.037445
711.000000, -0.037605
710.000000, -0.038227
709.000000, -0.037982
708.000000, -0.037589
707.000000, -0.037699
706.000000, -0.037043
705.000000, -0.037612
704.000000, -0.038458
703.000000, -0.038149
702.000000, -0.038274
701.000000, -0.038460
700.000000, -0.038523
699.000000, -0.037444
698.000000, -0.038511
697.000000, -0.039377
696.000000, -0.038978
695.000000, -0.038844
694.000000, -0.038653
693.000000, -0.038488
692.000000, -0.038703
691.000000, -0.039232
690.000000, -0.039255
689.000000, -0.039368
688.000000, -0.039111
687.000000, -0.038526
686.000000, -0.038505
685.000000, -0.038600
684.000000, -0.038361
683.000000, -0.038563
682.000000, -0.038837
681.000000, -0.038495
680.000000, -0.038416
679.000000, -0.038816
678.000000, -0.038597
677.000000, -0.038179
676.000000, -0.037865
675.000000, -0.037861
674.000000, -0.038145
673.000000, -0.038062
672.000000, -0.037542
671.000000, -0.037903
670.000000, -0.037746
669.000000, -0.037877
668.000000, -0.037651
667.000000, -0.037525
666.000000, -0.037313
665.000000, -0.037089
664.000000, -0.037096
663.000000, -0.037175
662.000000, -0.037286
661.000000, -0.037496
660.000000, -0.036658
659.000000, -0.036587
658.000000, -0.036634
657.000000, -0.036689
656.000000, -0.036601
655.000000, -0.036070
654.000000, -0.036145
653.000000, -0.035784
652.000000, -0.036360
651.000000, -0.036685
650.000000, -0.035851
649.000000, -0.035608
648.000000, -0.035425
647.000000, -0.035846
646.000000, -0.035250
645.000000, -0.035463
644.000000, -0.035750
643.000000, -0.035650
642.000000, -0.035587
641.000000, -0.035010
640.000000, -0.034776
639.000000, -0.034887
638.000000, -0.034766
637.000000, -0.034820
636.000000, -0.034868
635.000000, -0.034004
634.000000, -0.034454
633.000000, -0.034590
632.000000, -0.034338
631.000000, -0.034117
630.000000, -0.033821
629.000000, -0.033953
628.000000, -0.033937
627.000000, -0.034107
626.000000, -0.033872
625.000000, -0.033376
624.000000, -0.033641
623.000000, -0.033556
622.000000, -0.033472
621.000000, -0.033343
620.000000, -0.033170
619.000000, -0.033088
618.000000, -0.032699
617.000000, -0.032777
616.000000, -0.032680
615.000000, -0.032317
614.000000, -0.032050
613.000000, -0.032049
612.000000, -0.032083
611.000000, -0.032129
610.000000, -0.031709
609.000000, -0.031675
608.000000, -0.031322
607.000000, -0.031424
606.000000, -0.031735
605.000000, -0.031378
604.000000, -0.031006
603.000000, -0.030684
602.000000, -0.030521
601.000000, -0.030559
600.000000, -0.030662
599.000000, -0.030223
598.000000, -0.029984
597.000000, -0.029538
596.000000, -0.029639
595.000000, -0.029519
594.000000, -0.029398
593.000000, -0.029186
592.000000, -0.029158
591.000000, -0.028904
590.000000, -0.028741
589.000000, -0.028768
588.000000, -0.028642
587.000000, -0.028502
586.000000, -0.028392
585.000000, -0.028028
584.000000, -0.028087
583.000000, -0.028046
582.000000, -0.027921
581.000000, -0.027725
580.000000, -0.027398
579.000000, -0.027182
578.000000, -0.026858
577.000000, -0.026908
576.000000, -0.026781
575.000000, -0.026578
574.000000, -0.026454
573.000000, -0.026365
572.000000, -0.026130
571.000000, -0.025763
570.000000, -0.025620
569.000000, -0.025427
568.000000, -0.025478
567.000000, -0.025422
566.000000, -0.025255
565.000000, -0.024772
564.000000, -0.024729
563.000000, -0.024383
562.000000, -0.024316
561.000000, -0.024816
560.000000, -0.024720
559.000000, -0.024475
558.000000, -0.024088
557.000000, -0.023772
556.000000, -0.023857
555.000000, -0.023875
554.000000, -0.023682
553.000000, -0.023151
552.000000, -0.022769
551.000000, -0.022770
550.000000, -0.022543
549.000000, -0.022201
548.000000, -0.021988
547.000000, -0.021848
546.000000, -0.021565
545.000000, -0.021178
544.000000, -0.020941
543.000000, -0.020597
542.000000, -0.020552
541.000000, -0.020289
540.000000, -0.019968
539.000000, -0.019529
538.000000, -0.019117
537.000000, -0.019019
536.000000, -0.018878
535.000000, -0.018784
534.000000, -0.018706
533.000000, -0.018306
532.000000, -0.017492
531.000000, -0.017340
530.000000, -0.017327
529.000000, -0.016972
528.000000, -0.016712
527.000000, -0.016289
526.000000, -0.015944
525.000000, -0.015784
524.000000, -0.015433
523.000000, -0.015183
522.000000, -0.014865
521.000000, -0.014517
520.000000, -0.014257
519.000000, -0.013766
518.000000, -0.013314
517.000000, -0.013195
516.000000, -0.012870
515.000000, -0.012444
514.000000, -0.011969
513.000000, -0.011394
512.000000, -0.011021
