[DateTime],DateTimeUTC,Millisecond,[GpsTime],Latitude,Longitude,SatelliteCount
5/4/2017 6:30:05 AM,05/04/2017 10:30:05.031 AM,0,5/4/2017 10:28:14 AM,50.1955666700999,-66.3854500134786,10
5/4/2017 6:30:05 AM,05/04/2017 10:30:05.28 AM,255,5/4/2017 10:30:03 AM,50.190816672643,-66.3851166725159,10
5/4/2017 6:30:05 AM,05/04/2017 10:30:05.545 AM,520,5/4/2017 10:30:04 AM,50.1907666683197,-66.3851000150045,10
5/4/2017 6:30:06 AM,05/04/2017 10:30:06.591 AM,1566,5/4/2017 10:30:05 AM,50.1907166639964,-66.3850833257039,10
5/4/2017 6:30:07 AM,05/04/2017 10:30:07.636 AM,2612,5/4/2017 10:30:06 AM,50.190683333079,-66.3850666681926,10
5/4/2017 6:30:08 AM,05/04/2017 10:30:08.681 AM,3658,5/4/2017 10:30:07 AM,50.1906333287557,-66.3850500106812,10
5/4/2017 6:30:09 AM,05/04/2017 10:30:09.742 AM,4705,5/4/2017 10:30:08 AM,50.1905833403269,-66.3850333213806,10
5/4/2017 6:30:10 AM,05/04/2017 10:30:10.522 AM,5490,5/4/2017 10:30:09 AM,50.190549993515,-66.3850166638692,10
5/4/2017 6:30:11 AM,05/04/2017 10:30:11.567 AM,6538,5/4/2017 10:30:10 AM,50.1905000050863,-66.3849833488464,10
5/4/2017 6:30:12 AM,05/04/2017 10:30:12.612 AM,7584,5/4/2017 10:30:11 AM,50.1904666741689,-66.3849666595459,10
5/4/2017 6:30:13 AM,05/04/2017 10:30:13.657 AM,8633,5/4/2017 10:30:12 AM,50.1904166698456,-66.3849500020345,10
5/4/2017 6:30:14 AM,05/04/2017 10:30:14.703 AM,9675,5/4/2017 10:30:13 AM,50.1903666655223,-66.3849333445231,10
5/4/2017 6:30:15 AM,05/04/2017 10:30:15.498 AM,10464,5/4/2017 10:30:14 AM,50.1903333346049,-66.3849166552226,10
5/4/2017 6:30:16 AM,05/04/2017 10:30:16.543 AM,11515,5/4/2017 10:30:15 AM,50.1902833302816,-66.3848833401998,10
5/4/2017 6:30:17 AM,05/04/2017 10:30:17.589 AM,12556,5/4/2017 10:30:16 AM,50.1902499993642,-66.3848666508993,10
5/4/2017 6:30:18 AM,05/04/2017 10:30:18.634 AM,13603,5/4/2017 10:30:17 AM,50.1901999950409,-66.3848499933879,10
5/4/2017 6:30:19 AM,05/04/2017 10:30:19.679 AM,14651,5/4/2017 10:30:18 AM,50.1901500066121,-66.3848333358765,10
5/4/2017 6:30:20 AM,05/04/2017 10:30:20.724 AM,15694,5/4/2017 10:30:19 AM,50.1901166598002,-66.3847999890645,10
5/4/2017 6:30:21 AM,05/04/2017 10:30:21.52 AM,16482,5/4/2017 10:30:20 AM,50.1900666713715,-66.3847999890645,10
5/4/2017 6:30:22 AM,05/04/2017 10:30:22.565 AM,17529,5/4/2017 10:30:21 AM,50.1900166670481,-66.3847833315531,10
5/4/2017 6:30:23 AM,05/04/2017 10:30:23.61 AM,18576,5/4/2017 10:30:22 AM,50.1899666627248,-66.3847666740417,10
5/4/2017 6:30:24 AM,05/04/2017 10:30:24.656 AM,19622,5/4/2017 10:30:23 AM,50.1899333318075,-66.3847499847412,10
5/4/2017 6:30:25 AM,05/04/2017 10:30:25.701 AM,20670,5/4/2017 10:30:24 AM,50.1899000008901,-66.3847333272298,10
5/4/2017 6:30:26 AM,05/04/2017 10:30:26.481 AM,21455,5/4/2017 10:30:24 AM,50.1898499965668,-66.3847166697184,10
5/4/2017 6:30:27 AM,05/04/2017 10:30:27.526 AM,22501,5/4/2017 10:30:26 AM,50.1897999922435,-66.3847166697184,9
5/4/2017 6:30:28 AM,05/04/2017 10:30:28.587 AM,23549,5/4/2017 10:30:27 AM,50.1897666613261,-66.384700012207,10
5/4/2017 6:30:29 AM,05/04/2017 10:30:29.632 AM,24595,5/4/2017 10:30:28 AM,50.1897166728973,-66.3846833229065,10
5/4/2017 6:30:30 AM,05/04/2017 10:30:30.677 AM,25643,5/4/2017 10:30:29 AM,50.189666668574,-66.3846833229065,10
5/4/2017 6:30:31 AM,05/04/2017 10:30:31.722 AM,26689,5/4/2017 10:30:30 AM,50.1896166642507,-66.3846500078837,10
5/4/2017 6:30:32 AM,05/04/2017 10:30:32.502 AM,27474,5/4/2017 10:30:31 AM,50.1895833333333,-66.3846333185832,10
5/4/2017 6:30:33 AM,05/04/2017 10:30:33.548 AM,28520,5/4/2017 10:30:32 AM,50.189550002416,-66.3846333185832,10
5/4/2017 6:30:34 AM,05/04/2017 10:30:34.593 AM,29567,5/4/2017 10:30:33 AM,50.1894999980927,-66.3846166610718,10
5/4/2017 6:30:35 AM,05/04/2017 10:30:35.654 AM,30617,5/4/2017 10:30:34 AM,50.1894499937693,-66.3846000035604,10
5/4/2017 6:30:36 AM,05/04/2017 10:30:36.699 AM,31662,5/4/2017 10:30:35 AM,50.189416662852,-66.3846000035604,10
5/4/2017 6:30:37 AM,05/04/2017 10:30:37.744 AM,32708,5/4/2017 10:30:36 AM,50.1893666744232,-66.3846000035604,10
5/4/2017 6:30:38 AM,05/04/2017 10:30:38.524 AM,33494,5/4/2017 10:30:37 AM,50.1893166700999,-66.384583346049,10
5/4/2017 6:30:39 AM,05/04/2017 10:30:39.569 AM,34541,5/4/2017 10:30:38 AM,50.1892666657766,-66.384583346049,10
5/4/2017 6:30:40 AM,05/04/2017 10:30:40.614 AM,35587,5/4/2017 10:30:39 AM,50.1892333348592,-66.384583346049,10
5/4/2017 6:30:41 AM,05/04/2017 10:30:41.66 AM,36634,5/4/2017 10:30:40 AM,50.1891833305359,-66.384583346049,10
5/4/2017 6:30:42 AM,05/04/2017 10:30:42.72 AM,37681,5/4/2017 10:30:41 AM,50.1891499996185,-66.3845666567484,10
5/4/2017 6:30:43 AM,05/04/2017 10:30:43.5 AM,38465,5/4/2017 10:30:42 AM,50.1890999952952,-66.3845666567484,10
5/4/2017 6:30:44 AM,05/04/2017 10:30:44.546 AM,39513,5/4/2017 10:30:43 AM,50.1890500068665,-66.3845666567484,10
5/4/2017 6:30:45 AM,05/04/2017 10:30:45.591 AM,40560,5/4/2017 10:30:44 AM,50.1890166600545,-66.3845666567484,10
5/4/2017 6:30:46 AM,05/04/2017 10:30:46.636 AM,41606,5/4/2017 10:30:45 AM,50.1889499982198,-66.3845499992371,10
5/4/2017 6:30:47 AM,05/04/2017 10:30:47.681 AM,42652,5/4/2017 10:30:46 AM,50.1889166673025,-66.3845499992371,10
5/4/2017 6:30:48 AM,05/04/2017 10:30:48.726 AM,43699,5/4/2017 10:30:47 AM,50.1888833363851,-66.3845666567484,10
5/4/2017 6:30:49 AM,05/04/2017 10:30:49.522 AM,44485,5/4/2017 10:30:48 AM,50.1888333320618,-66.3845666567484,10
5/4/2017 6:30:50 AM,05/04/2017 10:30:50.567 AM,45533,5/4/2017 10:30:49 AM,50.1887833277384,-66.3845666567484,10
5/4/2017 6:30:51 AM,05/04/2017 10:30:51.612 AM,46578,5/4/2017 10:30:50 AM,50.1887499968211,-66.3845666567484,10
5/4/2017 6:30:52 AM,05/04/2017 10:30:52.658 AM,47625,5/4/2017 10:30:51 AM,50.1886999924978,-66.384583346049,10
5/4/2017 6:30:53 AM,05/04/2017 10:30:53.703 AM,48672,5/4/2017 10:30:52 AM,50.188650004069,-66.384583346049,10
5/4/2017 6:30:54 AM,05/04/2017 10:30:54.498 AM,49458,5/4/2017 10:30:53 AM,50.1885999997457,-66.384583346049,10
5/4/2017 6:30:55 AM,05/04/2017 10:30:55.528 AM,50503,5/4/2017 10:30:54 AM,50.1885499954224,-66.3846000035604,10
