GeneralExcelTime,DateTime,DateTimeUTC,Millisecond (ms),LuZDepth (m),Ed0Roll (°),Ed0Pitch (°),EdZRoll (°),EdZPitch (°),Ed0320 (µW/(cm² nm)),Ed0330 (µW/(cm² nm)),Ed0340 (µW/(cm² nm)),Ed0380 (µW/(cm² nm)),Ed0412 (µW/(cm² nm)),Ed0443 (µW/(cm² nm)),Ed0465 (µW/(cm² nm)),Ed0490 (µW/(cm² nm)),Ed0510 (µW/(cm² nm)),Ed0532 (µW/(cm² nm)),Ed0555 (µW/(cm² nm)),Ed0589 (µW/(cm² nm)),Ed0625 (µW/(cm² nm)),Ed0665 (µW/(cm² nm)),Ed0683 (µW/(cm² nm)),Ed0694 (µW/(cm² nm)),Ed0710 (µW/(cm² nm)),Ed0780 (µW/(cm² nm)),Ed0875 (µW/(cm² nm)),EdZ320 (µW/(cm² nm)),EdZ330 (µW/(cm² nm)),EdZ340 (µW/(cm² nm)),EdZ380 (µW/(cm² nm)),EdZ412 (µW/(cm² nm)),EdZ443 (µW/(cm² nm)),EdZ465 (µW/(cm² nm)),EdZ490 (µW/(cm² nm)),EdZ510 (µW/(cm² nm)),EdZ532 (µW/(cm² nm)),EdZ555 (µW/(cm² nm)),EdZ589 (µW/(cm² nm)),EdZ625 (µW/(cm² nm)),EdZ665 (µW/(cm² nm)),EdZ683 (µW/(cm² nm)),EdZ694 (µW/(cm² nm)),EdZ710 (µW/(cm² nm)),EdZ780 (µW/(cm² nm)),EdZ875 (µW/(cm² nm)),LuZ320 (µW/(sr cm² nm)),LuZ330 (µW/(sr cm² nm)),LuZ340 (µW/(sr cm² nm)),LuZ380 (µW/(sr cm² nm)),LuZ412 (µW/(sr cm² nm)),LuZ443 (µW/(sr cm² nm)),LuZ465 (µW/(sr cm² nm)),LuZ490 (µW/(sr cm² nm)),LuZ510 (µW/(sr cm² nm)),LuZ532 (µW/(sr cm² nm)),LuZ555 (µW/(sr cm² nm)),LuZ589 (µW/(sr cm² nm)),LuZ625 (µW/(sr cm² nm)),LuZ665 (µW/(sr cm² nm)),LuZ683 (µW/(sr cm² nm)),LuZ694 (µW/(sr cm² nm)),LuZ710 (µW/(sr cm² nm)),LuZ780 (µW/(sr cm² nm)),LuZ875 (µW/(sr cm² nm)),LuZTemp (°C),BioGPS_Position (position),BioShade_Position (position)
42859.8311815509,05/04/2017 19:56:54,05/04/2017 07:56:54.086 PM,86,1.415798,1.607768,1.048466,-1.957407,-9.053941,14.7852,29.44591,33.4159,48.79213,84.02764,94.3357,110.3453,107.1133,103.2116,105.9929,104.423,95.23958,92.51464,91.65244,84.26901,80.91964,83.31283,71.86993,54.38924,0.003920431,0.01994078,0.06011616,1.039733,6.168422,14.96683,24.79841,32.22178,35.54819,41.30955,44.57988,41.0426,31.11591,25.6419,21.98195,20.20187,14.26668,0.5497317,0.009308561,1.042008E-05,1.653856E-06,3.940939E-05,0.001434032,0.01564392,0.06083358,0.131853,0.2305928,0.3075506,0.3988621,0.4832387,0.3684156,0.1401011,0.07499018,0.06868584,0.05496643,0.02460754,0.0002990775,4.565871E-05,1.595176,-6630.454,4074
42859.8311822801,05/04/2017 19:56:54,05/04/2017 07:56:54.149 PM,149,1.378427,1.398015,1.048466,-2.377071,-9.053941,14.78135,29.42432,33.46647,48.76128,83.97641,94.32375,110.2775,107.0519,103.1514,105.9194,104.3561,95.18988,92.47045,91.60046,84.22782,80.88896,83.26081,71.84138,54.35767,0.004091928,0.02147391,0.06068154,1.049616,6.196058,14.93925,24.67467,31.90045,35.30629,41.3667,44.60263,41.16312,31.36564,26.23911,22.49397,20.66934,14.75179,0.6227039,0.01131211,1.259154E-05,4.854372E-06,2.588366E-05,0.001452902,0.01556207,0.06106617,0.1330499,0.2329213,0.3106367,0.4029246,0.4885824,0.3741955,0.1436767,0.07747322,0.07046194,0.05690993,0.02563703,0.0002996914,4.170487E-05,1.719075,5012.322,4074
42859.8311829977,05/04/2017 19:56:54,05/04/2017 07:56:54.211 PM,211,1.34867,1.25819,0.9086576,-2.377071,-8.134991,14.77322,29.41063,33.45021,48.72163,83.93264,94.2506,110.1477,106.9517,103.0505,105.825,104.252,95.0947,92.37518,91.50843,84.13831,80.79755,83.17981,71.74981,54.29822,0.004146121,0.02300881,0.06674851,1.082973,6.22872,14.77259,24.12296,31.03933,34.05069,39.58974,42.47221,38.93851,29.61418,24.53105,21.02153,19.35637,13.89314,0.6213366,0.01218108,2.601378E-06,6.646048E-06,3.068788E-05,0.001375897,0.01531149,0.06077103,0.1328832,0.2333691,0.3117526,0.4052058,0.4914686,0.3772189,0.1453728,0.07858294,0.07132947,0.05767628,0.02600486,0.0003028832,4.063921E-05,1.658711,10,4074
42859.8311837268,05/04/2017 19:56:54,05/04/2017 07:56:54.274 PM,274,1.320125,1.537848,1.18828,-2.307119,-7.711585,14.77016,29.39787,33.44173,48.70393,83.87692,94.14675,110.0739,106.8766,102.982,105.7432,104.1698,95.01463,92.30327,91.42759,84.0681,80.73391,83.09928,71.67478,54.24842,0.004526846,0.02484623,0.07077512,1.126175,6.421233,15.18256,24.82472,31.79079,34.86884,40.09999,43.04285,39.64593,30.50794,25.33954,21.79485,20.16693,14.61825,0.7005018,0.01488289,4.514156E-06,1.232735E-05,4.035546E-05,0.001324144,0.01501867,0.06026197,0.1320064,0.233222,0.3120978,0.4060746,0.4928352,0.3794241,0.1467608,0.07927655,0.0715424,0.05840872,0.02631886,0.0003066294,3.936064E-05,1.359323,195653,4074
42859.8311844444,05/04/2017 19:56:54,05/04/2017 07:56:54.336 PM,336,1.296997,1.398015,0.8387555,-1.957407,-6.936421,14.76524,29.39098,33.41116,48.68153,83.83846,94.12508,110.0238,106.8432,102.9321,105.6873,104.1156,94.95029,92.24317,91.3735,84.00922,80.67716,83.05759,71.63474,54.21032,0.005776719,0.02769488,0.08180328,1.298305,7.46997,17.86937,29.43735,37.63617,41.29929,47.68703,50.37961,46.73888,36.5283,30.66842,26.3679,24.45273,17.81046,0.9186577,0.02083505,9.704159E-06,1.244329E-05,1.952567E-05,0.00129375,0.01478678,0.06000029,0.1316462,0.2329568,0.3127477,0.4083898,0.495795,0.38196,0.148899,0.08087946,0.07278704,0.05946636,0.02713547,0.0003217363,4.57365E-05,1.146622,-6630.454,4074
42859.8311853472,05/04/2017 19:56:54,05/04/2017 07:56:54.414 PM,414,1.262932,1.328101,0.6989553,-2.447027,-7.07726,14.76392,29.38492,33.39651,48.68002,83.82759,94.09302,110.0479,106.8264,102.927,105.6856,104.1117,94.94784,92.24746,91.37403,84.01437,80.68578,83.05313,71.64363,54.20926,0.006706235,0.03302516,0.0927247,1.447728,8.331305,19.96643,32.71223,42.43261,46.95795,54.79922,59.36826,55.95399,44.65205,38.8511,33.66473,31.12592,23.1455,1.338294,0.03361862,1.296863E-05,5.543478E-06,1.782735E-05,0.001250954,0.01461875,0.05998707,0.132541,0.234974,0.315349,0.4112121,0.5003543,0.3876238,0.1534303,0.08431989,0.07531934,0.06216,0.02881214,0.0003584083,4.679691E-05,1.141787,5012.322,4074
42859.8311860648,05/04/2017 19:56:54,05/04/2017 07:56:54.476 PM,476,1.214419,1.537848,1.118372,-2.377071,-7.852672,14.76057,29.37279,33.38357,48.66864,83.80091,94.0508,109.9985,106.7944,102.9039,105.6559,104.089,94.93031,92.23788,91.36327,84.00135,80.68261,83.04998,71.63241,54.213,0.008061751,0.03973446,0.1078966,1.580398,8.750451,20.52419,33.56986,42.67039,46.9231,54.76004,58.07671,54.62667,43.81169,38.05189,32.94068,30.6657,22.95835,1.449324,0.04057416,-1.262433E-06,-9.034951E-07,2.684451E-05,0.001158201,0.01410763,0.05949033,0.1324439,0.2358665,0.3178998,0.4155708,0.5065681,0.3975007,0.161405,0.09092925,0.08043152,0.06707282,0.03213351,0.0004318865,5.180004E-05,1.46412,10,4074
42859.831186794,05/04/2017 19:56:54,05/04/2017 07:56:54.539 PM,539,1.177194,1.398015,0.5591593,-1.747616,-8.558846,14.76185,29.37261,33.39435,48.66023,83.79279,94.07407,110.0042,106.784,102.9001,105.6521,104.063,94.93163,92.20966,91.35452,83.98566,80.6589,83.0173,71.60104,54.19164,0.00951742,0.04713635,0.1286559,1.823088,9.901119,22.59528,36.27407,46.26256,50.46952,58.23884,63.13911,59.3151,47.72639,41.87262,36.386,33.97731,25.68792,1.808895,0.05733468,6.363175E-06,1.552786E-05,1.250153E-05,0.001087578,0.01362447,0.05846984,0.1321122,0.2352859,0.3181757,0.4166103,0.5083759,0.4012263,0.1657126,0.09490161,0.0839518,0.06943356,0.03407118,0.000475732,5.252472E-05,1.607233,195653,4074
42859.8311875116,05/04/2017 19:56:54,05/04/2017 07:56:54.601 PM,601,1.142336,1.118372,0.6290568,-1.46793,-7.993807,14.76359,29.3828,33.40944,48.67707,83.82738,94.08173,110.0271,106.8146,102.9109,105.6676,104.0952,94.93698,92.23724,91.36352,83.99405,80.67509,83.04377,71.62083,54.20021,0.0116481,0.05427026,0.1395521,1.751879,8.96282,19.61502,30.99751,39.05469,42.32795,48.81497,52.8455,49.43397,39.69882,34.83587,30.39567,28.21682,21.80384,1.713325,0.06264503,-7.625607E-06,1.186794E-05,2.7723E-05,0.001053654,0.01325897,0.05765359,0.1311627,0.2344646,0.3173117,0.4160261,0.5091174,0.4024101,0.167126,0.09593502,0.08444224,0.06979562,0.03425304,0.000472567,5.264754E-05,1.819593,-6630.454,4074
42859.8311884144,05/04/2017 19:56:54,05/04/2017 07:56:54.679 PM,679,1.107064,1.887474,0.7688549,-1.607768,-6.936421,14.76411,29.38583,33.37193,48.67918,83.81158,94.01897,109.9984,106.7888,102.8956,105.6638,104.0623,94.92065,92.21761,91.35502,83.97967,80.65735,83.02332,71.59973,54.18253,0.01450662,0.06290758,0.1590893,1.805221,8.704565,18.48733,28.27574,35.55659,38.15643,43.60933,47.4849,44.25288,35.48517,31.0111,27.25491,25.21325,19.81099,1.701449,0.07026851,6.452437E-06,2.542037E-06,1.733954E-05,0.001130035,0.01303523,0.05712369,0.1312152,0.2347197,0.3180237,0.4174453,0.5112316,0.4081377,0.1698889,0.09791642,0.08557688,0.07142197,0.0349346,0.0004684572,5.299555E-05,1.815118,5012.322,4074
42859.8311891435,05/04/2017 19:56:54,05/04/2017 07:56:54.742 PM,742,1.076036,1.048466,0.8387555,-1.817544,-6.514151,14.75956,29.36811,33.39176,48.66032,83.78596,93.98804,109.959,106.7414,102.8559,105.6013,104.0164,94.87132,92.1674,91.30124,83.9313,80.61258,82.97543,71.55611,54.15273,0.01847302,0.0762402,0.1842384,1.91623,8.904418,18.60351,28.8292,35.40974,38.15281,43.88946,46.31917,43.35009,35.33004,31.3345,27.32349,25.63495,20.00927,1.855494,0.08435695,3.136955E-06,-1.222016E-05,1.89508E-05,0.001050601,0.01306967,0.05752872,0.1324409,0.2371673,0.3218609,0.4222422,0.5175189,0.415676,0.1756604,0.1025359,0.08914212,0.0747807,0.03688568,0.0004978693,5.297098E-05,1.538766,10,4074
42859.8311898611,05/04/2017 19:56:54,05/04/2017 07:56:54.804 PM,804,1.041265,1.328101,0.7688549,-1.328101,-6.02195,14.76075,29.37959,33.40599,48.65842,83.80261,93.98579,109.9755,106.7676,102.877,105.631,104.0405,94.89304,92.19771,91.33172,83.95438,80.64275,83.007,71.57781,54.16627,0.02402336,0.09628748,0.2257941,2.221844,10.07248,20.49319,31.61827,38.34896,41.22315,47.42947,50.44864,45.94055,37.7088,33.73657,29.16516,27.51764,21.46896,2.060367,0.1037942,1.479215E-05,2.01066E-05,1.915775E-05,0.00117381,0.0134041,0.05881859,0.1356291,0.2418258,0.3283131,0.4301286,0.5270358,0.4253962,0.1845928,0.1096893,0.095566,0.08018216,0.04053359,0.0005956962,6.212156E-05,1.467903,195654,4074
42859.8311905787,05/04/2017 19:56:54,05/04/2017 07:56:54.866 PM,866,0.9997545,1.607768,0.9086576,-1.328101,-5.109016,14.76357,29.36902,33.41289,48.67212,83.80453,94.01875,110.0331,106.8051,102.9004,105.6627,104.0831,94.93284,92.22993,91.36371,83.98368,80.67495,83.03853,71.60151,54.18368,0.02985153,0.1198937,0.2692583,2.435724,10.41337,20.66393,31.08836,37.63082,39.82957,45.17238,47.51586,45.021,36.42629,31.93059,28.22405,26.26087,21.20594,2.112012,0.1230926,4.41214E-06,1.362899E-06,2.684451E-05,0.001153691,0.01349779,0.05951589,0.1365602,0.2437091,0.3309405,0.4346218,0.5329064,0.4308221,0.1898917,0.1140912,0.09944088,0.08335888,0.04324936,0.0006765982,5.741731E-05,1.609276,-6630.454,4074
42859.8311913079,05/04/2017 19:56:54,05/04/2017 07:56:54.929 PM,929,0.9650946,0.8387555,0.6989553,-1.25819,-4.337558,14.76482,29.3795,33.45169,48.67277,83.8434,94.06354,110.0501,106.8356,102.9216,105.6946,104.0996,94.94785,92.26097,91.38684,84.00069,80.69782,83.05638,71.61339,54.19837,0.03866169,0.1526754,0.3423487,3.156487,13.69172,29.67885,42.04643,50.2417,54.58217,63.2065,67.73087,64.35182,52.31857,48.48684,42.01873,39.42509,31.75804,4.064332,0.2169005,2.34634E-06,1.635479E-05,3.785726E-05,0.001147864,0.01372775,0.05984192,0.1383277,0.2459435,0.3344465,0.4376317,0.5364424,0.4375711,0.194138,0.116848,0.1013427,0.08541364,0.04445221,0.0007013015,6.050435E-05,1.765044,5012.323,4074
42859.8311920255,05/04/2017 19:56:54,05/04/2017 07:56:54.991 PM,991,0.9255546,0.9785607,0.5591593,-2.516986,-4.758247,14.76893,29.39475,33.39262,48.71343,83.89613,94.12004,110.1247,106.9362,103.0354,105.8102,104.1987,95.03564,92.33987,91.47939,84.10271,80.77962,83.13853,71.69237,54.2617,0.04806684,0.1854633,0.409001,3.472204,14.76084,29.09098,43.83927,53.87868,56.85442,63.99661,67.44788,63.63812,54.93925,49.31375,43.96707,40.57578,33.88918,4.304033,0.2869248,9.806175E-06,5.512852E-06,4.706658E-05,0.001226811,0.01445092,0.06196443,0.1438201,0.2535318,0.343107,0.4463556,0.5477241,0.4512258,0.2039723,0.1241486,0.1074147,0.09153455,0.04808509,0.000812465,6.69773E-05,1.959297,10,4074
42859.8311929282,05/04/2017 19:56:55,05/04/2017 07:56:55.069 PM,69,0.891979,0.8387555,1.048466,-2.726888,-5.038847,14.77455,29.40559,33.44522,48.74089,83.93903,94.1879,110.1821,106.985,103.0779,105.8649,104.2763,95.10902,92.41537,91.55119,84.14386,80.85342,83.2115,71.74782,54.30332,0.05505479,0.2045869,0.440935,3.365189,13.41844,25.3817,37.38364,44.22067,46.43911,52.44566,54.95039,51.0943,42.29002,37.91059,33.26091,31.29012,25.86955,3.491366,0.2561221,4.424892E-06,1.269998E-05,3.330434E-05,0.001300487,0.01465975,0.06316907,0.1445658,0.2563235,0.346959,0.453312,0.5562508,0.4581779,0.2101098,0.1289768,0.1114174,0.09504972,0.05054909,0.0008837259,6.719431E-05,2.092773,195654,4074
42859.8311936574,05/04/2017 19:56:55,05/04/2017 07:56:55.132 PM,132,0.8630499,0.6290568,0.4193665,-2.58695,-6.654867,14.77301,29.3975,33.44738,48.72255,83.92325,94.19307,110.1611,106.9509,103.0511,105.8298,104.2352,95.07609,92.38258,91.50802,84.1161,80.79852,83.17425,71.70726,54.27185,0.06148456,0.2243609,0.4718932,3.340944,12.74432,23.48889,34.23415,39.99089,42.08867,47.1911,49.25187,45.69461,38.51619,34.3245,30.46399,28.55949,23.45028,3.450061,0.2845009,1.726601E-05,-5.405658E-06,5.277252E-05,0.001294937,0.0145438,0.06257122,0.1436937,0.2548396,0.3459069,0.4533561,0.5563279,0.4573505,0.210232,0.1293999,0.1118049,0.0946248,0.05039106,0.0008290978,5.970597E-05,2.088026,-6630.454,4074
42859.831194375,05/04/2017 19:56:55,05/04/2017 07:56:55.194 PM,194,0.8258946,0.5591593,0.8387555,-1.048466,-6.092237,14.76498,29.38602,33.37452,48.69875,83.85812,94.09505,110.093,106.9169,103.0141,105.8042,104.2005,95.0495,92.3521,91.48108,84.09615,80.7913,83.14722,71.69392,54.26565,0.07122012,0.2609695,0.5403391,3.68665,13.8463,25.38919,36.91581,43.20564,44.83406,51.12624,53.5906,50.29378,42.04195,39.07755,34.84167,32.79302,27.07503,4.394497,0.3907902,1.160418E-05,5.053448E-06,4.190759E-05,0.001420851,0.01522781,0.06364013,0.1466495,0.2576344,0.3482057,0.4547235,0.557774,0.4604875,0.2124559,0.1309572,0.112783,0.0958847,0.05160315,0.0008895403,6.67726E-05,1.989162,5012.323,4074
42859.8311950926,05/04/2017 19:56:55,05/04/2017 07:56:55.256 PM,256,0.7889199,0.7688549,0.6290568,0.1397877,-5.038847,14.77544,29.41165,33.42927,48.7481,83.96338,94.23705,110.2606,107.0582,103.1717,105.9543,104.3606,95.20215,92.49039,91.60835,84.21845,80.9132,83.27061,71.80057,54.34015,0.08320574,0.300687,0.6036797,3.969837,14.48173,26.169,37.56413,44.4913,45.17274,51.13732,53.58183,49.85082,42.39716,37.87391,32.27847,31.05645,26.73872,4.238149,0.3710358,4.463148E-06,1.744205E-05,6.520437E-05,0.001645831,0.01681545,0.06755531,0.155118,0.2681418,0.3574996,0.4648323,0.5679098,0.4733239,0.2212906,0.1380728,0.1188255,0.1018259,0.05630433,0.001142141,7.53377E-05,1.960441,10,4074
