Start:05/04/2017 19:42:52
<Executed/>  7.1886,  0.00002,   -0.018,   0.0034, 04 May 2017 19:42:22,  -0.1021, 13.5
  7.1753,  0.00001,   -0.019,   0.0034, 04 May 2017 19:42:23,  -0.1014, 13.5
  7.1676,  0.00001,   -0.017,   0.0034, 04 May 2017 19:42:23,  -0.1010, 13.5
  7.1633,  0.00002,   -0.019,   0.0034, 04 May 2017 19:42:23,  -0.1008, 13.5
  7.1600,  0.00002,   -0.017,   0.0034, 04 May 2017 19:42:23,  -0.1007, 13.5
  7.1601,  0.00002,   -0.017,   0.0034, 04 May 2017 19:42:24,  -0.1007, 13.5
  7.1565,  0.00001,   -0.017,   0.0034, 04 May 2017 19:42:24,  -0.1005, 13.5
  7.1438,  0.00001,   -0.018,   0.0034, 04 May 2017 19:42:24,  -0.0999, 13.5
  7.1289,  0.00001,   -0.020,   0.0034, 04 May 2017 19:42:24,  -0.0992, 13.5
  7.1146,  0.00002,   -0.018,   0.0033, 04 May 2017 19:42:25,  -0.0985, 13.5
  7.1023,  0.00002,   -0.017,   0.0033, 04 May 2017 19:42:25,  -0.0980, 13.5
  7.0901,  0.00001,   -0.020,   0.0033, 04 May 2017 19:42:25,  -0.0974, 13.5
  7.0786,  0.00001,   -0.018,   0.0033, 04 May 2017 19:42:25,  -0.0968, 13.5
  7.0721,  0.00001,   -0.019,   0.0033, 04 May 2017 19:42:26,  -0.0965, 13.5
  7.0719,  0.00001,   -0.019,   0.0033, 04 May 2017 19:42:26,  -0.0965, 13.5
  7.0712,  0.00001,   -0.018,   0.0033, 04 May 2017 19:42:26,  -0.0965, 13.5
  7.0695,  0.00001,   -0.017,   0.0033, 04 May 2017 19:42:26,  -0.0964, 13.5
  7.0676,  0.00001,   -0.019,   0.0033, 04 May 2017 19:42:27,  -0.0963, 13.5
  7.0681,  0.00001,   -0.018,   0.0033, 04 May 2017 19:42:27,  -0.0963, 13.5
  7.0734,  0.00001,   -0.019,   0.0033, 04 May 2017 19:42:27,  -0.0966, 13.5
