42859.822962963,5.495501,1.815028E-02,1.523531E-02,.0167819,1.192109E-02,1.476939E-02,1.118536E-02,9.377233E-04,1.019427E-02,1.714468E-02,1.443248E-02,1.586558E-02,1.141304E-02,.0140317,1.073981E-02,8.887514E-04,1.026206E-02,2.792657E-03,2.299594E-03,2.562285E-03,1.765668E-03,2.207842E-03,1.664194E-03,1.308912E-04,1.511349E-03,2.644557E-03,2.181358E-03,2.427334E-03,1.690845E-03,.0020992,1.598576E-03,1.308912E-04,1.511349E-03,
42859.822962963,5.495501,1.870771E-02,1.564269E-02,1.697269E-02,1.192109E-02,1.443809E-02,1.080351E-02,1.018234E-03,9.754234E-03,1.763918E-02,1.479749E-02,1.603567E-02,1.141304E-02,.0137323,1.038723E-02,9.635061E-04,9.82203E-03,2.874752E-03,2.359591E-03,2.590384E-03,1.765668E-03,2.15905E-03,1.607958E-03,1.419008E-04,1.446543E-03,2.717385E-03,2.235114E-03,2.452384E-03,1.690845E-03,2.055105E-03,1.54665E-03,1.419008E-04,1.446543E-03,
42859.822974537,5.418101,1.909207E-02,1.590056E-02,.016363,1.164128E-02,1.465887E-02,1.134324E-02,9.050867E-04,9.754234E-03,1.797915E-02,1.502801E-02,1.549139E-02,1.115616E-02,.0139319,1.088532E-02,8.55527E-04,9.82203E-03,2.931359E-03,2.397569E-03,2.500591E-03,1.724459E-03,2.191567E-03,1.687446E-03,1.259981E-04,1.446543E-03,2.767454E-03,2.269065E-03,2.372224E-03,1.653012E-03,2.084502E-03,1.620006E-03,1.259981E-04,1.446543E-03,
42859.822974537,5.456801,1.881244E-02,1.590056E-02,1.691543E-02,1.219065E-02,1.437793E-02,1.059182E-02,9.617694E-04,9.87938E-03,.0177319,1.502801E-02,1.598465E-02,1.166005E-02,1.367786E-02,1.019135E-02,9.095166E-04,9.947177E-03,2.890177E-03,2.397569E-03,2.581951E-03,1.805367E-03,2.150191E-03,1.576781E-03,1.339494E-04,1.464974E-03,2.73104E-03,2.269065E-03,2.444869E-03,1.727223E-03,2.047088E-03,1.517802E-03,1.339494E-04,1.464974E-03,
42859.822974537,5.534201,1.815028E-02,1.502134E-02,1.634398E-02,1.219065E-02,1.438795E-02,1.108828E-02,9.592764E-04,9.289978E-03,1.714468E-02,1.424038E-02,1.547438E-02,1.166005E-02,1.368693E-02,1.065026E-02,9.095166E-04,9.357775E-03,2.792657E-03,2.268082E-03,2.497791E-03,1.805367E-03,2.151667E-03,1.649898E-03,1.339494E-04,1.37817E-03,2.644557E-03,2.153065E-03,2.369719E-03,1.727223E-03,2.048424E-03,1.585388E-03,1.339494E-04,1.37817E-03,
42859.822974537,5.508401,1.832427E-02,.014765,1.672471E-02,1.189955E-02,1.467896E-02,1.148913E-02,9.240833E-04,9.289978E-03,1.729921E-02,1.400985E-02,1.581456E-02,1.139328E-02,1.395005E-02,1.101963E-02,8.762922E-04,9.357775E-03,2.818281E-03,2.230329E-03,2.553863E-03,1.762495E-03,2.194525E-03,1.708932E-03,1.290563E-04,1.37817E-03,2.667316E-03,2.119114E-03,2.419819E-03,1.687935E-03,2.087174E-03,1.639787E-03,1.290563E-04,1.37817E-03,
42859.8229861111,5.418101,1.849844E-02,1.626664E-02,1.754649E-02,1.189955E-02,1.434786E-02,1.141616E-02,9.267505E-04,.0105253,1.745374E-02,.0153546,1.654594E-02,1.139328E-02,1.365064E-02,1.095247E-02,8.762922E-04,.0105931,2.843933E-03,2.451484E-03,2.67489E-03,1.762495E-03,2.145762E-03,1.698187E-03,1.290563E-04,1.560103E-03,2.690075E-03,2.317162E-03,2.527534E-03,1.687935E-03,2.043079E-03,1.629896E-03,1.290563E-04,1.560103E-03,
42859.8229861111,5.560001,1.884737E-02,1.553538E-02,1.739327E-02,1.238504E-02,1.482467E-02,1.141312E-02,9.261036E-04,1.056567E-02,1.776281E-02,1.470143E-02,1.640987E-02,1.183789E-02,.0140816,1.094967E-02,8.762922E-04,1.063347E-02,2.895321E-03,2.343786E-03,2.652324E-03,1.833997E-03,2.215985E-03,1.697739E-03,1.290563E-04,1.566048E-03,2.735592E-03,2.220967E-03,2.507494E-03,1.753415E-03,2.106549E-03,1.629484E-03,1.290563E-04,1.566048E-03,
42859.8229861111,5.482601,1.818506E-02,1.553538E-02,1.758482E-02,1.264463E-02,1.496549E-02,1.112164E-02,9.294952E-04,1.048897E-02,1.717559E-02,1.470143E-02,1.657996E-02,1.207502E-02,1.420863E-02,1.068104E-02,8.804452E-04,1.055676E-02,2.79778E-03,2.343786E-03,2.680534E-03,1.872228E-03,2.236724E-03,1.654811E-03,1.296679E-04,1.554752E-03,2.649109E-03,2.220967E-03,2.532544E-03,1.788338E-03,2.125256E-03,1.589922E-03,1.296679E-04,1.554752E-03,
42859.8229976852,5.508401,1.804598E-02,1.499996E-02,1.718284E-02,1.264463E-02,1.516689E-02,1.149521E-02,9.284228E-04,1.026693E-02,1.705196E-02,1.422117E-02,1.622277E-02,1.207502E-02,1.439008E-02,1.102523E-02,8.804452E-04,1.033473E-02,2.777297E-03,2.264934E-03,2.621333E-03,1.872228E-03,2.266385E-03,1.709828E-03,1.296679E-04,1.522051E-03,2.630902E-03,2.150236E-03,2.479939E-03,1.788338E-03,2.151981E-03,1.640611E-03,1.296679E-04,1.522051E-03,
42859.8229976852,5.482601,1.884737E-02,1.564269E-02,1.674377E-02,1.207198E-02,1.538873E-02,1.133716E-02,8.077475E-04,1.026693E-02,1.776281E-02,1.479749E-02,1.583157E-02,1.155137E-02,1.458969E-02,1.087972E-02,7.6416E-04,1.033473E-02,2.895321E-03,2.359591E-03,2.55667E-03,1.787891E-03,2.299057E-03,1.686551E-03,1.12542E-04,1.522051E-03,2.735592E-03,2.235114E-03,2.422324E-03,1.711217E-03,2.181377E-03,1.619181E-03,1.12542E-04,1.522051E-03,
42859.8229976852,5.495501,1.860304E-02,1.564269E-02,1.714461E-02,1.217986E-02,1.506112E-02,1.166561E-02,9.56627E-04,.0104486,1.754646E-02,1.479749E-02,1.618875E-02,1.165017E-02,1.429482E-02,1.118193E-02,9.053635E-04,1.051639E-02,2.859338E-03,2.359591E-03,2.615703E-03,1.803778E-03,2.250808E-03,1.734923E-03,1.333378E-04,1.548806E-03,2.70373E-03,2.235114E-03,2.474929E-03,1.725768E-03,2.13795E-03,1.66369E-03,1.333378E-04,1.548806E-03,
42859.8230092593,5.508401,1.891724E-02,.0157286,1.796863E-02,1.338266E-02,.0152929,1.101552E-02,9.572554E-04,9.980306E-03,1.782462E-02,1.487433E-02,1.692013E-02,1.274688E-02,.0145035,1.058311E-02,9.053635E-04,.0100481,2.905612E-03,2.372243E-03,2.73706E-03,1.980922E-03,2.284943E-03,1.639182E-03,1.333378E-04,1.479838E-03,2.744695E-03,2.246431E-03,2.582643E-03,1.887286E-03,2.168684E-03,1.575498E-03,1.333378E-04,1.479838E-03,
42859.8230092593,5.521301,1.856817E-02,1.544958E-02,1.754649E-02,1.254723E-02,1.500072E-02,1.140704E-02,1.057142E-03,9.980306E-03,1.751556E-02,1.462459E-02,1.654594E-02,.0119861,1.424038E-02,1.094408E-02,1.000884E-03,.0100481,2.854202E-03,2.331151E-03,2.67489E-03,1.857883E-03,2.241912E-03,1.696844E-03,1.474055E-04,1.479838E-03,2.699178E-03,2.20965E-03,2.527534E-03,1.775242E-03,2.129933E-03,1.62866E-03,1.474055E-04,1.479838E-03,
42859.8230092593,5.521301,1.972302E-02,1.544958E-02,1.794941E-02,1.254723E-02,1.578785E-02,1.181487E-02,9.360632E-04,1.072715E-02,1.853546E-02,1.462459E-02,1.690313E-02,.0119861,1.494807E-02,1.131904E-02,8.845983E-04,1.079495E-02,3.024284E-03,2.331151E-03,2.734231E-03,1.857883E-03,2.357838E-03,1.756906E-03,1.302796E-04,1.58983E-03,2.849385E-03,2.20965E-03,2.580138E-03,1.775242E-03,2.234158E-03,1.683883E-03,1.302796E-04,1.58983E-03,
42859.8230092593,5.560001,1.912706E-02,1.553654E-02,1.832224E-02,1.328897E-02,1.623839E-02,.0114344,9.34699E-04,1.071883E-02,1.801006E-02,1.470248E-02,.0172328,1.266177E-02,.0153515,1.096926E-02,8.840242E-04,1.078662E-02,2.936512E-03,2.343958E-03,2.789139E-03,1.967123E-03,2.424191E-03,1.700872E-03,1.30195E-04,1.588604E-03,2.772006E-03,2.221121E-03,2.628691E-03,1.874752E-03,2.293574E-03,1.632369E-03,1.30195E-04,1.588604E-03,
42859.8230208333,5.508401,1.916205E-02,1.553538E-02,1.691543E-02,1.169505E-02,1.628441E-02,1.072787E-02,9.968359E-04,1.058586E-02,1.804096E-02,1.470143E-02,1.598465E-02,1.120556E-02,1.539264E-02,1.031728E-02,9.427409E-04,1.065365E-02,2.941666E-03,2.343786E-03,2.581951E-03,1.732378E-03,2.430969E-03,1.596818E-03,1.388425E-04,1.569021E-03,2.776558E-03,2.220967E-03,2.444869E-03,1.660288E-03,2.299633E-03,1.536347E-03,1.388425E-04,1.569021E-03,
42859.8230208333,5.547101,1.895219E-02,1.529956E-02,1.659135E-02,1.169505E-02,1.546948E-02,1.102462E-02,1.013643E-03,1.002875E-02,1.785553E-02,1.449012E-02,.0156955,1.120556E-02,1.466227E-02,.0105915,9.593531E-04,1.009655E-02,2.910759E-03,2.309056E-03,2.534221E-03,1.732378E-03,2.31095E-03,1.640521E-03,1.412891E-04,1.486973E-03,2.749247E-03,2.189846E-03,2.402284E-03,1.660288E-03,2.192067E-03,1.576734E-03,1.412891E-04,1.486973E-03,
42859.8230208333,5.508401,1.891724E-02,1.559975E-02,1.642006E-02,1.155529E-02,1.542406E-02,1.085497E-02,8.736302E-04,1.002875E-02,1.782462E-02,1.475907E-02,1.554242E-02,1.107712E-02,1.462144E-02,.0104348,8.264557E-04,1.009655E-02,2.905612E-03,2.353268E-03,2.508994E-03,1.711795E-03,2.304259E-03,1.615537E-03,1.217166E-04,1.486973E-03,2.744695E-03,2.229455E-03,2.379739E-03,1.641371E-03,2.186054E-03,1.553656E-03,1.217166E-04,1.486973E-03,
42859.8230324074,5.560001,1.926708E-02,1.559975E-02,1.714461E-02,1.196419E-02,1.462875E-02,1.161994E-02,9.575826E-04,9.730011E-03,1.813368E-02,1.475907E-02,1.618875E-02,1.145256E-02,1.390468E-02,1.113995E-02,9.053635E-04,9.797808E-03,2.957135E-03,2.353268E-03,2.615703E-03,1.772015E-03,2.18713E-03,1.728198E-03,1.333378E-04,1.442976E-03,2.790213E-03,2.229455E-03,2.474929E-03,1.696666E-03,2.080493E-03,1.657508E-03,1.333378E-04,1.442976E-03,
42859.8230324074,5.521301,.0188823,1.544958E-02,1.810319E-02,1.197496E-02,1.452335E-02,1.142832E-02,9.567393E-04,.0103396,1.779371E-02,1.462459E-02,.0170392,1.146244E-02,1.380942E-02,1.096367E-02,9.053635E-04,1.040739E-02,2.900466E-03,2.331151E-03,2.756878E-03,1.773602E-03,2.171608E-03,1.699977E-03,1.333378E-04,1.532753E-03,2.740144E-03,2.20965E-03,2.600178E-03,1.698121E-03,2.066463E-03,1.631545E-03,1.333378E-04,1.532753E-03,
42859.8230324074,5.495501,1.891724E-02,1.549247E-02,.0177766,1.260134E-02,1.413253E-02,1.122177E-02,8.910251E-04,.0103396,1.782462E-02,1.466301E-02,1.675005E-02,.0120355,1.345557E-02,1.077339E-02,8.430679E-04,1.040739E-02,2.905612E-03,2.337468E-03,2.70878E-03,1.865852E-03,2.114049E-03,1.669558E-03,1.241632E-04,1.532753E-03,2.744695E-03,2.215309E-03,2.557593E-03,1.782518E-03,2.01435E-03,1.603521E-03,1.241632E-04,1.532753E-03,
42859.8230439815,5.534201,1.937219E-02,1.542814E-02,1.697269E-02,1.260134E-02,1.523744E-02,1.158951E-02,9.925964E-04,9.960121E-03,.0182264,1.460538E-02,1.603567E-02,.0120355,1.445359E-02,1.111197E-02,9.385879E-04,1.002792E-02,2.972614E-03,2.327993E-03,2.590384E-03,1.865852E-03,2.276776E-03,1.723716E-03,1.382309E-04,1.476865E-03,2.803868E-03,2.206821E-03,2.452384E-03,1.782518E-03,2.161334E-03,1.653387E-03,1.382309E-04,1.476865E-03,
42859.8230439815,5.431001,1.951243E-02,1.630977E-02,1.701088E-02,1.243909E-02,1.519712E-02,1.187584E-02,9.943335E-04,9.681568E-03,1.835003E-02,1.539302E-02,1.606969E-02,.0118873,.0144173,1.137501E-02,9.385879E-04,9.749363E-03,2.993268E-03,2.457836E-03,2.596008E-03,1.841956E-03,2.270838E-03,1.765885E-03,1.382309E-04,1.435841E-03,2.822075E-03,2.32282E-03,2.457394E-03,1.760691E-03,2.155989E-03,1.692125E-03,1.382309E-04,1.435841E-03,
42859.8230439815,5.495501,1.842875E-02,1.630977E-02,1.750817E-02,1.256887E-02,1.533324E-02,1.127642E-02,9.750268E-04,1.029519E-02,1.739193E-02,1.539302E-02,1.651192E-02,1.200586E-02,1.453979E-02,1.082375E-02,9.219757E-04,1.036299E-02,2.833669E-03,2.457836E-03,2.669246E-03,1.86107E-03,2.290885E-03,1.677606E-03,1.357843E-04,1.526213E-03,2.680971E-03,2.32282E-03,2.522524E-03,1.778152E-03,2.174028E-03,1.610939E-03,1.357843E-04,1.526213E-03,
42859.8230439815,5.482601,1.902211E-02,1.633134E-02,1.720195E-02,1.256887E-02,1.524248E-02,1.090342E-02,9.847921E-04,1.040823E-02,1.791734E-02,1.541223E-02,1.623978E-02,1.200586E-02,1.445813E-02,1.047957E-02,9.302818E-04,1.047602E-02,2.921057E-03,2.461012E-03,2.624149E-03,1.86107E-03,2.277518E-03,1.622672E-03,1.370076E-04,1.542861E-03,2.758351E-03,2.32565E-03,2.482444E-03,1.778152E-03,2.162002E-03,1.56025E-03,1.370076E-04,1.542861E-03,
42859.8230555556,5.521301,1.881244E-02,1.581455E-02,.0165152,1.188878E-02,1.497556E-02,1.028994E-02,8.913707E-04,1.040823E-02,.0177319,1.495117E-02,1.562746E-02,.0113834,.0142177,9.911532E-03,8.430679E-04,1.047602E-02,2.890177E-03,2.384903E-03,2.523006E-03,1.760909E-03,2.238206E-03,1.532321E-03,1.241632E-04,1.542861E-03,2.73104E-03,2.257748E-03,2.392264E-03,1.68648E-03,2.126593E-03,1.476591E-03,1.241632E-04,1.542861E-03,
42859.8230555556,5.560001,1.797649E-02,1.581455E-02,1.594524E-02,1.166279E-02,1.479451E-02,1.023868E-02,9.12089E-04,9.540273E-03,1.699015E-02,1.495117E-02,1.511719E-02,1.117592E-02,1.405439E-02,9.863961E-03,8.638331E-04,9.608069E-03,2.767062E-03,2.384903E-03,2.439065E-03,1.727626E-03,2.211543E-03,1.524772E-03,1.272214E-04,1.415032E-03,2.621799E-03,2.257748E-03,2.317115E-03,1.655923E-03,2.102541E-03,1.469585E-03,1.272214E-04,1.415032E-03,
42859.8230555556,5.508401,1.762946E-02,1.461567E-02,1.745071E-02,1.251478E-02,1.334892E-02,1.080654E-02,9.096802E-04,1.003682E-02,1.668109E-02,1.387537E-02,.0164609,1.195646E-02,1.274335E-02,1.039003E-02,8.638331E-04,1.010462E-02,2.715954E-03,2.208336E-03,2.660783E-03,1.853104E-03,1.998643E-03,1.608404E-03,1.272214E-04,1.488162E-03,2.576281E-03,2.099309E-03,2.515009E-03,1.770877E-03,1.909457E-03,1.547062E-03,1.272214E-04,1.488162E-03,
42859.8230671296,5.521301,1.721404E-02,1.414732E-02,1.787258E-02,1.255805E-02,1.433283E-02,1.087011E-02,1.008761E-03,1.003682E-02,1.631021E-02,1.345274E-02,1.683509E-02,1.199598E-02,1.363703E-02,1.044879E-02,9.593531E-04,1.010462E-02,2.654772E-03,2.139361E-03,2.722916E-03,1.859477E-03,2.143548E-03,1.617767E-03,1.412891E-04,1.488162E-03,2.521661E-03,2.037066E-03,2.570118E-03,1.776697E-03,2.041074E-03,1.555717E-03,1.412891E-04,1.488162E-03,
42859.8230671296,5.456801,.0172832,1.414732E-02,1.708728E-02,1.255805E-02,1.377765E-02,1.085497E-02,9.914052E-04,1.031134E-02,1.637202E-02,1.345274E-02,1.613773E-02,1.199598E-02,1.313348E-02,.0104348,9.427409E-04,1.037914E-02,2.664958E-03,2.139361E-03,2.60726E-03,1.859477E-03,2.061785E-03,1.615537E-03,1.388425E-04,1.528591E-03,2.530764E-03,2.037066E-03,2.467414E-03,1.776697E-03,1.966914E-03,1.553656E-03,1.388425E-04,1.528591E-03,
42859.8230671296,5.547101,1.821985E-02,1.463699E-02,1.731671E-02,1.246071E-02,1.527777E-02,1.108828E-02,9.937661E-04,1.030327E-02,1.720649E-02,1.389459E-02,1.634183E-02,1.190706E-02,1.448989E-02,1.065026E-02,9.427409E-04,1.037106E-02,2.802904E-03,2.211476E-03,2.641049E-03,1.84514E-03,2.282715E-03,1.649898E-03,1.388425E-04,1.527402E-03,2.653661E-03,2.102138E-03,2.497474E-03,1.763601E-03,2.166679E-03,1.585388E-03,1.388425E-04,1.527402E-03,
42859.8230787037,5.560001,1.832427E-02,1.463699E-02,.016116,1.155529E-02,1.422764E-02,1.033216E-02,9.851774E-04,9.055832E-03,1.729921E-02,1.389459E-02,1.527027E-02,1.107712E-02,1.354177E-02,9.950707E-03,9.344348E-04,9.123628E-03,2.818281E-03,2.211476E-03,2.464214E-03,1.711795E-03,2.128056E-03,1.53854E-03,1.376193E-04,1.343686E-03,2.667316E-03,2.102138E-03,2.339659E-03,1.641371E-03,2.027044E-03,1.482361E-03,1.376193E-04,1.343686E-03,
42859.8230787037,5.495501,1.825465E-02,1.497859E-02,1.609702E-02,1.155529E-02,1.471914E-02,1.091857E-02,1.051362E-03,.0097179,.0172374,1.420196E-02,1.525327E-02,1.107712E-02,1.398634E-02,1.049356E-02,9.967305E-04,9.785697E-03,2.808028E-03,2.261785E-03,2.461419E-03,1.711795E-03,2.200443E-03,1.624903E-03,1.467939E-04,1.441192E-03,2.658213E-03,2.147407E-03,2.337154E-03,1.641371E-03,2.092519E-03,1.56231E-03,1.467939E-04,1.441192E-03,
42859.8230787037,5.560001,1.884737E-02,1.609426E-02,1.640103E-02,1.174884E-02,1.371776E-02,1.034423E-02,7.688375E-04,.0097179,1.776281E-02,1.520091E-02,1.552541E-02,1.125496E-02,1.307905E-02,.0099619,7.267827E-04,9.785697E-03,2.895321E-03,2.426096E-03,2.506193E-03,1.740299E-03,2.052964E-03,1.540317E-03,1.070372E-04,1.441192E-03,2.735592E-03,2.294528E-03,2.377234E-03,1.667563E-03,1.958897E-03,1.484009E-03,1.070372E-04,1.441192E-03,
42859.8230787037,5.469701,1.776818E-02,1.609426E-02,.0166866,1.226621E-02,1.430276E-02,1.017539E-02,9.16606E-04,9.398977E-03,1.680471E-02,1.520091E-02,1.578054E-02,1.172921E-02,1.360981E-02,9.805199E-03,8.679861E-04,9.466773E-03,2.736384E-03,2.426096E-03,2.548249E-03,1.816496E-03,2.139121E-03,1.515451E-03,1.27833E-04,1.394223E-03,2.594488E-03,2.294528E-03,2.414809E-03,1.737409E-03,2.037066E-03,1.460931E-03,1.27833E-04,1.394223E-03,
42859.8230902778,5.585801,1.821985E-02,1.499996E-02,1.655327E-02,1.226621E-02,1.436289E-02,1.067041E-02,9.155432E-04,9.185016E-03,1.720649E-02,1.422117E-02,1.566148E-02,1.172921E-02,1.366425E-02,1.026411E-02,8.679861E-04,9.252812E-03,2.802904E-03,2.264934E-03,2.528613E-03,1.816496E-03,2.147976E-03,1.588356E-03,1.27833E-04,1.362712E-03,2.653661E-03,2.150236E-03,2.397274E-03,1.737409E-03,2.045083E-03,1.528517E-03,1.27833E-04,1.362712E-03,
42859.8230902778,5.534201,1.776818E-02,1.423237E-02,1.522634E-02,1.037815E-02,1.382259E-02,1.137362E-02,1.027309E-03,9.185016E-03,1.680471E-02,1.352958E-02,1.447086E-02,9.990289E-03,1.317431E-02,.0109133,9.759653E-04,9.252812E-03,2.736384E-03,2.151885E-03,2.333188E-03,1.538431E-03,2.068403E-03,1.691921E-03,1.437357E-04,1.362712E-03,2.594488E-03,2.048383E-03,2.221925E-03,1.481308E-03,1.972927E-03,1.624127E-03,1.437357E-04,1.362712E-03,
42859.8230902778,5.508401,1.808074E-02,1.442389E-02,1.556644E-02,1.037815E-02,1.355815E-02,.0101543,9.75672E-04,9.588717E-03,1.708287E-02,1.370248E-02,1.477702E-02,9.990289E-03,1.293388E-02,9.785611E-03,9.261288E-04,9.656512E-03,2.782416E-03,2.180092E-03,2.383278E-03,1.538431E-03,2.029457E-03,1.512345E-03,1.36396E-04,1.422167E-03,2.635454E-03,2.073846E-03,2.267015E-03,1.481308E-03,1.937518E-03,1.458046E-03,1.36396E-04,1.422167E-03,
42859.8231018518,5.521301,1.745624E-02,1.444519E-02,1.560428E-02,1.102974E-02,1.291148E-02,1.108222E-02,9.747172E-04,9.407052E-03,1.652656E-02,1.372169E-02,1.481103E-02,1.059298E-02,1.234414E-02,1.064467E-02,9.261288E-04,9.474847E-03,2.690442E-03,2.183228E-03,2.388851E-03,1.634394E-03,1.934218E-03,1.649005E-03,1.36396E-04,1.395412E-03,2.553523E-03,2.076675E-03,2.272025E-03,1.570071E-03,1.850663E-03,1.584564E-03,1.36396E-04,1.395412E-03,
42859.8231018518,5.534201,1.724862E-02,1.444519E-02,1.666754E-02,1.122258E-02,1.336883E-02,1.107615E-02,9.350621E-04,1.000857E-02,1.634112E-02,1.372169E-02,1.576353E-02,1.077083E-02,1.276149E-02,1.063907E-02,8.887514E-04,1.007636E-02,2.659865E-03,2.183228E-03,2.545443E-03,1.662795E-03,2.001576E-03,1.648112E-03,1.308912E-04,.001484,2.526212E-03,2.076675E-03,2.412304E-03,1.596263E-03,1.912129E-03,1.58374E-03,1.308912E-04,.001484,
42859.8231018518,5.534201,1.749087E-02,1.389249E-02,1.672471E-02,1.122258E-02,1.440801E-02,1.080654E-02,9.388957E-04,9.528161E-03,1.655746E-02,1.322221E-02,1.581456E-02,1.077083E-02,1.370508E-02,1.039003E-02,8.929044E-04,9.595958E-03,2.695542E-03,2.10183E-03,2.553863E-03,1.662795E-03,2.15462E-03,1.608404E-03,1.315028E-04,1.413248E-03,2.558074E-03,2.003114E-03,2.419819E-03,1.596263E-03,2.051096E-03,1.547062E-03,1.315028E-04,1.413248E-03,
42859.8231134259,5.443901,1.731779E-02,1.425363E-02,1.666754E-02,1.152306E-02,1.367285E-02,1.038043E-02,9.217497E-04,9.528161E-03,1.640293E-02,1.354879E-02,1.576353E-02,1.104747E-02,1.303822E-02,9.995478E-03,8.762922E-04,9.595958E-03,2.670053E-03,2.155017E-03,2.545443E-03,1.707048E-03,2.04635E-03,1.545649E-03,1.290563E-04,1.413248E-03,2.535316E-03,2.051212E-03,2.412304E-03,1.637006E-03,1.952884E-03,1.488955E-03,1.290563E-04,1.413248E-03,
42859.8231134259,5.508401,1.731779E-02,1.425363E-02,1.619196E-02,1.194264E-02,1.377765E-02,1.096401E-02,9.785399E-04,9.786529E-03,1.640293E-02,1.354879E-02,1.533831E-02,.0114328,1.313348E-02,1.053554E-02,9.302818E-04,9.854326E-03,2.670053E-03,2.155017E-03,2.475401E-03,1.768841E-03,2.061785E-03,1.631595E-03,1.370076E-04,.0014513,2.535316E-03,2.051212E-03,2.349679E-03,1.693756E-03,1.966914E-03,1.568492E-03,1.370076E-04,.0014513,
42859.8231134259,5.560001,1.721404E-02,1.408357E-02,1.649616E-02,1.141568E-02,1.435788E-02,1.019347E-02,9.780836E-04,.0101216,1.631021E-02,1.339511E-02,1.561045E-02,1.094867E-02,1.365971E-02,9.821989E-03,9.302818E-04,.0101894,2.654772E-03,2.129972E-03,2.520203E-03,1.691233E-03,2.147238E-03,1.518114E-03,1.370076E-04,1.500648E-03,2.521661E-03,2.028578E-03,2.389759E-03,1.622455E-03,2.044415E-03,1.463404E-03,1.370076E-04,1.500648E-03,
42859.8231134259,5.547101,1.745624E-02,1.359575E-02,1.685819E-02,1.195341E-02,1.501582E-02,1.065227E-02,9.645413E-04,.0101216,1.652656E-02,1.295326E-02,1.593362E-02,1.144268E-02,1.425399E-02,1.024732E-02,9.178226E-04,.0101894,2.690442E-03,2.058127E-03,2.573521E-03,1.770428E-03,2.244136E-03,1.585684E-03,1.351727E-04,1.500648E-03,2.553523E-03,1.963505E-03,2.437354E-03,1.695211E-03,2.131938E-03,1.526045E-03,1.351727E-04,1.500648E-03,
42859.823125,5.508401,1.756015E-02,1.359575E-02,1.588836E-02,1.195341E-02,1.344354E-02,1.046797E-02,1.060739E-03,9.90764E-03,1.661927E-02,1.295326E-02,1.506617E-02,1.144268E-02,1.282954E-02,1.007663E-02,1.00919E-03,9.975436E-03,2.705746E-03,2.058127E-03,2.430688E-03,1.770428E-03,2.012578E-03,1.558541E-03,1.486288E-04,1.469136E-03,2.567178E-03,1.963505E-03,.0023096,1.695211E-03,1.922151E-03,1.500906E-03,1.486288E-04,1.469136E-03,
42859.823125,5.469701,1.804598E-02,1.519249E-02,1.655327E-02,1.203963E-02,1.299588E-02,1.023566E-02,1.064539E-03,9.911677E-03,1.705196E-02,1.439406E-02,1.566148E-02,1.152173E-02,1.242126E-02,9.861164E-03,1.00919E-03,9.979472E-03,2.777297E-03,2.293288E-03,2.528613E-03,1.783127E-03,1.946649E-03,1.524328E-03,1.486288E-04,1.469731E-03,2.630902E-03,2.175699E-03,2.397274E-03,1.706852E-03,1.862021E-03,1.469173E-03,1.486288E-04,1.469731E-03,
42859.823125,5.521301,1.790702E-02,1.519249E-02,1.630596E-02,1.113684E-02,1.424266E-02,1.149521E-02,1.064298E-03,1.107433E-02,1.692834E-02,1.439406E-02,1.544036E-02,1.069179E-02,1.355537E-02,1.102523E-02,1.00919E-03,1.114213E-02,2.756831E-03,2.293288E-03,2.492191E-03,1.650167E-03,2.130269E-03,1.709828E-03,1.486288E-04,1.640962E-03,2.612695E-03,2.175699E-03,2.364709E-03,1.584622E-03,2.029049E-03,1.640611E-03,1.486288E-04,1.640962E-03,
42859.8231365741,5.469701,1.742162E-02,1.478634E-02,1.507542E-02,1.113684E-02,.0139325,.0101784,9.577484E-04,9.964158E-03,1.649565E-02,1.402906E-02,1.433479E-02,1.069179E-02,1.327411E-02,9.807997E-03,9.095166E-04,1.003195E-02,2.685343E-03,2.233472E-03,2.310962E-03,1.650167E-03,2.08459E-03,1.515895E-03,1.339494E-04,1.47746E-03,2.548971E-03,2.121943E-03,2.201885E-03,1.584622E-03,1.987626E-03,1.461343E-03,1.339494E-04,1.47746E-03,
42859.8231365741,5.547101,1.676523E-02,1.391371E-02,1.550971E-02,1.107257E-02,1.302569E-02,1.059182E-02,8.113217E-04,9.964158E-03,1.590843E-02,1.324142E-02,1.472599E-02,.0106325,1.244848E-02,1.019135E-02,7.724661E-04,1.003195E-02,2.588674E-03,2.104955E-03,2.374922E-03,1.640702E-03,1.951038E-03,1.576781E-03,1.137653E-04,1.47746E-03,2.462488E-03,2.005944E-03,.0022595,1.575891E-03,1.86603E-03,1.517802E-03,1.137653E-04,1.47746E-03,
42859.8231365741,5.521301,1.666184E-02,1.391371E-02,1.579361E-02,1.029292E-02,1.332901E-02,1.089434E-02,8.6788E-04,9.564495E-03,1.581571E-02,1.324142E-02,1.498112E-02,9.911247E-03,.0127252,1.047118E-02,8.264557E-04,9.63229E-03,2.573447E-03,2.104955E-03,2.416733E-03,1.525878E-03,1.995711E-03,1.621334E-03,1.217166E-04,.0014186,2.448833E-03,2.005944E-03,2.297075E-03,1.469668E-03,1.906785E-03,1.559013E-03,1.217166E-04,.0014186,
