[DateTime],DateTimeUTC,Millisecond,[GpsTime],Latitude,Longitude,SatelliteCount
6/1/2019 12:13,13:48.9,5022104,6/1/2019 12:13,50.185,-66.4208,6
6/1/2019 12:13,13:50.9,5024142,6/1/2019 12:13,50.185,-66.4207,6
6/1/2019 12:13,13:52.0,5025256,6/1/2019 12:13,50.1849,-66.4207,6
6/1/2019 12:13,13:53.8,5027018,6/1/2019 12:13,50.1848,-66.4207,6
6/1/2019 12:13,13:56.9,5030163,6/1/2019 12:13,50.1847,-66.4207,6
6/1/2019 12:13,13:58.8,5032054,6/1/2019 12:13,50.1846,-66.4206,6
6/1/2019 12:14,14:00.9,5034082,6/1/2019 12:13,50.1845,-66.4206,6
6/1/2019 12:14,14:03.1,5036310,6/1/2019 12:14,50.1844,-66.4206,6
6/1/2019 12:14,14:05.8,5039059,6/1/2019 12:14,50.1843,-66.4205,7
6/1/2019 12:14,14:07.9,5041146,6/1/2019 12:14,50.1842,-66.4205,8
6/1/2019 12:14,14:10.8,5044025,6/1/2019 12:14,50.1841,-66.4205,8
6/1/2019 12:14,14:11.9,5045079,6/1/2019 12:14,50.1841,-66.4204,8
6/1/2019 12:14,14:12.9,5046125,6/1/2019 12:14,50.184,-66.4204,8
6/1/2019 12:14,14:14.8,5047984,6/1/2019 12:14,50.1839,-66.4204,8
6/1/2019 12:14,14:17.9,5051092,6/1/2019 12:14,50.1838,-66.4204,8
6/1/2019 12:14,14:20.0,5053182,6/1/2019 12:14,50.1837,-66.4203,8
6/1/2019 12:14,14:21.8,5055027,6/1/2019 12:14,50.1836,-66.4203,7
6/1/2019 12:14,14:23.9,5057113,6/1/2019 12:14,50.1835,-66.4203,8
6/1/2019 12:14,14:25.7,5058949,6/1/2019 12:14,50.1835,-66.4202,8
6/1/2019 12:14,14:26.8,5059983,6/1/2019 12:14,50.1834,-66.4202,8
6/1/2019 12:14,14:28.9,5062079,6/1/2019 12:14,50.1833,-66.4202,8
6/1/2019 12:14,14:31.0,5064176,6/1/2019 12:14,50.1833,-66.4201,8
6/1/2019 12:14,14:31.7,5064959,6/1/2019 12:14,50.1832,-66.4201,8
6/1/2019 12:14,14:33.8,5067057,6/1/2019 12:14,50.1831,-66.4201,8
6/1/2019 12:14,14:36.7,5069935,6/1/2019 12:14,50.183,-66.4201,8
6/1/2019 12:14,14:37.8,5070983,6/1/2019 12:14,50.183,-66.42,8
6/1/2019 12:14,14:38.8,5072022,6/1/2019 12:14,50.1829,-66.42,8
6/1/2019 12:14,14:40.9,5074120,6/1/2019 12:14,50.1828,-66.42,8
6/1/2019 12:14,14:43.8,5077003,6/1/2019 12:14,50.1827,-66.4199,8
6/1/2019 12:14,14:45.9,5079098,6/1/2019 12:14,50.1826,-66.4199,8
6/1/2019 12:14,14:48.7,5081969,6/1/2019 12:14,50.1825,-66.4199,8
6/1/2019 12:14,14:49.9,5083088,6/1/2019 12:14,50.1825,-66.4198,8
6/1/2019 12:14,14:50.8,5084062,6/1/2019 12:14,50.1824,-66.4198,9
6/1/2019 12:14,14:52.9,5086162,6/1/2019 12:14,50.1823,-66.4198,9
6/1/2019 12:14,14:54.8,5087996,6/1/2019 12:14,50.1822,-66.4197,9
