GeneralExcelTime,DateTime,DateTimeUTC,Millisecond (ms),LuZDepth (m),Ed0Roll (°),Ed0Pitch (°),EdZRoll (°),EdZPitch (°),Ed0320 (µW/(cm² nm)),Ed0330 (µW/(cm² nm)),Ed0340 (µW/(cm² nm)),Ed0380 (µW/(cm² nm)),Ed0412 (µW/(cm² nm)),Ed0443 (µW/(cm² nm)),Ed0465 (µW/(cm² nm)),Ed0490 (µW/(cm² nm)),Ed0510 (µW/(cm² nm)),Ed0532 (µW/(cm² nm)),Ed0555 (µW/(cm² nm)),Ed0589 (µW/(cm² nm)),Ed0625 (µW/(cm² nm)),Ed0665 (µW/(cm² nm)),Ed0683 (µW/(cm² nm)),Ed0694 (µW/(cm² nm)),Ed0710 (µW/(cm² nm)),Ed0780 (µW/(cm² nm)),Ed0875 (µW/(cm² nm)),EdZ320 (µW/(cm² nm)),EdZ330 (µW/(cm² nm)),EdZ340 (µW/(cm² nm)),EdZ380 (µW/(cm² nm)),EdZ412 (µW/(cm² nm)),EdZ443 (µW/(cm² nm)),EdZ465 (µW/(cm² nm)),EdZ490 (µW/(cm² nm)),EdZ510 (µW/(cm² nm)),EdZ532 (µW/(cm² nm)),EdZ555 (µW/(cm² nm)),EdZ589 (µW/(cm² nm)),EdZ625 (µW/(cm² nm)),EdZ665 (µW/(cm² nm)),EdZ683 (µW/(cm² nm)),EdZ694 (µW/(cm² nm)),EdZ710 (µW/(cm² nm)),EdZ780 (µW/(cm² nm)),EdZ875 (µW/(cm² nm)),LuZ320 (µW/(sr cm² nm)),LuZ330 (µW/(sr cm² nm)),LuZ340 (µW/(sr cm² nm)),LuZ380 (µW/(sr cm² nm)),LuZ412 (µW/(sr cm² nm)),LuZ443 (µW/(sr cm² nm)),LuZ465 (µW/(sr cm² nm)),LuZ490 (µW/(sr cm² nm)),LuZ510 (µW/(sr cm² nm)),LuZ532 (µW/(sr cm² nm)),LuZ555 (µW/(sr cm² nm)),LuZ589 (µW/(sr cm² nm)),LuZ625 (µW/(sr cm² nm)),LuZ665 (µW/(sr cm² nm)),LuZ683 (µW/(sr cm² nm)),LuZ694 (µW/(sr cm² nm)),LuZ710 (µW/(sr cm² nm)),LuZ780 (µW/(sr cm² nm)),LuZ875 (µW/(sr cm² nm)),LuZTemp (°C),BioGPS_Position (position),BioShade_Position (position)
42876.5396037731,05/21/2017 12:57:01,05/21/2017 12:57:01.766 PM,766,0.2650605,-5.951673,8.346861,-1.048466,14.12132,16.75093,31.55389,35.32449,49.85461,84.48765,92.81168,108.6191,104.9062,100.528,103.5543,101.0183,93.13707,89.62814,87.47491,80.24909,78.5409,80.10931,67.87751,51.38154,1.686274,4.27798,6.343373,18.92484,46.65435,64.99964,80.11251,85.14466,83.51064,88.42159,88.5629,83.99331,77.92079,74.68085,68.3932,66.79158,63.39851,32.74067,12.96869,3.474624e-05,4.162815e-05,0.0001035465,0.001947608,0.01381408,0.04317686,0.08744682,0.1277188,0.1612436,0.2010349,0.2413563,0.2496782,0.1663194,0.126309,0.1109968,0.0962691,0.06021176,0.003789846,0.0002584843,1.027801,5005.715,-998
42876.5396045023,05/21/2017 12:57:01,05/21/2017 12:57:01.829 PM,829,0.2815403,-7.288601,10.40133,-0.6290568,15.20505,16.73593,31.53472,35.30006,49.77955,84.3662,92.548,108.4519,104.7288,100.3617,103.3817,100.8396,92.96654,89.45821,87.31014,80.10201,78.39915,79.96254,67.74673,51.27343,1.531439,3.953355,5.982646,19.3654,50.48431,71.49442,90.63632,96.53126,94.68851,103.2865,103.6126,99.28755,92.21219,89.22395,81.33114,79.38597,75.46007,37.93391,14.21249,7.493451e-06,2.84775e-05,0.000107447,0.001887068,0.013626,0.04372907,0.08703585,0.1264157,0.1612903,0.2039527,0.2453386,0.2488112,0.1659176,0.1279471,0.1129084,0.09520205,0.06048243,0.003836523,0.0002457349,-4.057959,10,-998
42876.5396052199,05/21/2017 12:57:01,05/21/2017 12:57:01.891 PM,891,0.301697,-8.134991,11.68318,-0.3494712,15.93061,16.71337,31.49767,35.25896,49.68488,84.20314,92.26311,108.2197,104.5056,100.1331,103.1553,100.617,92.75822,89.25883,87.09952,79.91915,78.21671,79.77158,67.58627,51.14656,1.257306,3.345287,5.052296,17.27892,45.17546,65.82169,81.67554,86.67046,84.94845,92.9805,94.31548,89.82592,83.74391,79.47871,73.35213,71.63867,68.05437,32.64881,11.49649,1.425657e-05,1.540536e-05,7.49015e-05,0.00193859,0.01421408,0.04561419,0.08841206,0.1298479,0.1667098,0.2105674,0.2534782,0.2544897,0.1713696,0.1329866,0.1178939,0.09866593,0.06351072,0.004227529,0.0002525477,-3.905716,125656,-998
42876.5396061227,05/21/2017 12:57:01,05/21/2017 12:57:01.969 PM,969,0.3194322,-8.41751,12.75591,-0.2096819,16.29437,16.70078,31.46111,35.22361,49.61665,84.12671,92.23534,108.0808,104.3684,100.0112,103.0117,100.4679,92.63068,89.13473,86.96817,79.79803,78.10873,79.65001,67.4894,51.06932,0.9631467,2.572917,3.859667,13.05662,33.0163,48.69635,58.89456,63.39633,61.91284,67.42866,68.10231,64.6265,60.08216,56.50325,52.19383,50.81996,48.14148,22.51554,7.641886,1.783984e-05,2.03363e-05,8.087141e-05,0.00179332,0.01337524,0.04260977,0.08638339,0.1280914,0.163878,0.2062379,0.2474017,0.2545291,0.1712807,0.1312257,0.1145033,0.09918251,0.0628516,0.003812198,0.0002400235,-1.386667,-6618.812,-998
42876.5396068403,05/21/2017 12:57:02,05/21/2017 12:57:02.031 PM,31,0.3390739,-8.629533,13.25806,-0.1397877,16.44007,16.68849,31.44154,35.18954,49.5603,84.01419,92.15023,107.9414,104.241,99.89666,102.8756,100.344,92.50105,89.00816,86.84047,79.68536,77.99005,79.53512,67.38656,50.98949,0.7942498,2.123857,3.230572,11.15833,28.67817,39.3937,49.818,51.95849,50.16397,54.0833,54.3216,50.63614,47.41616,42.33558,39.40612,38.22082,35.92215,15.9542,5.028781,2.082377e-05,3.79468e-05,5.602038e-05,0.001447005,0.01143903,0.0381535,0.08003081,0.1193606,0.1538312,0.1955706,0.2373447,0.2466574,0.1633114,0.1240016,0.1084264,0.09376621,0.05792733,0.003159031,0.0002005307,-0.5039901,5005.714,-998
42876.5396075694,05/21/2017 12:57:02,05/21/2017 12:57:02.094 PM,94,0.3565992,-8.912417,13.68929,-0.06989381,16.36721,16.68349,31.43741,35.19127,49.53737,83.97128,92.11005,107.8769,104.1846,99.84464,102.8128,100.2775,92.43089,88.93131,86.77184,79.62129,77.91885,79.48299,67.32999,50.95009,0.779864,2.140597,3.552398,13.28304,36.80828,57.10035,71.44431,76.67833,75.46016,82.24775,79.7313,76.10395,68.72366,68.71656,57.43676,55.91659,52.32119,22.45426,7.461574,1.907677e-05,2.796241e-05,6.258792e-05,0.001206069,0.009856159,0.0344641,0.07173979,0.1095822,0.1444404,0.1855192,0.2264441,0.2356981,0.1552609,0.1175299,0.102418,0.08788018,0.05352322,0.002741178,0.0001528576,1.810215,10,-998
42876.539608287,05/21/2017 12:57:02,05/21/2017 12:57:02.156 PM,156,0.3705857,-8.346861,13.47358,-0.06989381,15.85794,16.68128,31.43741,35.18222,49.52394,83.98117,92.09425,107.8783,104.1787,99.84248,102.8246,100.279,92.43383,88.93481,86.77346,79.62675,77.91912,79.48373,67.33318,50.95481,0.6998788,1.941522,3.196492,13.09284,36.94073,52.7882,68.4064,75.26215,73.94801,81.14091,83.54534,79.32252,69.24479,67.26502,63.97614,62.08609,58.41571,24.58058,7.219159,1.34277e-05,1.957062e-05,3.537385e-05,0.001068361,0.008353553,0.03010737,0.06267573,0.09890974,0.1324921,0.171948,0.2114936,0.2219989,0.144604,0.1082994,0.09371083,0.08025328,0.04763409,0.002274283,0.0001200425,0.2514258,125656,-998
42876.5396090162,05/21/2017 12:57:02,05/21/2017 12:57:02.219 PM,219,0.3842689,-8.346861,13.32988,0,14.98787,16.68137,31.43153,35.22188,49.52726,83.98921,92.11186,107.8955,104.2111,99.84882,102.8273,100.2861,92.4411,88.96291,86.80152,79.64268,77.94747,79.49497,67.3382,50.96443,0.5827482,1.651174,2.772335,11.38034,32.91518,50.48051,65.37965,70.78866,70.23038,77.05077,77.16398,73.7865,67.993,65.54558,57.84838,56.23462,52.49471,21.67957,6.536216,1.40327e-05,1.572694e-05,3.469387e-05,0.0009363422,0.007264504,0.02619797,0.05607494,0.09029134,0.1214917,0.1585232,0.19676,0.2098396,0.1344467,0.09912233,0.08509977,0.07351931,0.04219761,0.001853918,0.0001050576,-2.58385,-6618.812,-998
42876.5396097338,05/21/2017 12:57:02,05/21/2017 12:57:02.281 PM,281,0.3989434,-7.288601,12.61263,0.1397877,14.12132,16.69419,31.45468,35.22058,49.58261,84.0887,92.2604,108.0349,104.337,99.9886,102.9611,100.4294,92.58397,89.08788,86.92829,79.75825,78.06759,79.61295,67.44276,51.03888,0.5055396,1.440439,2.398566,9.815065,26.75735,45.74742,57.92505,62.51474,62.30473,68.42971,67.42258,64.55732,60.93019,58.96653,50.31274,49.01047,48.59735,18.61025,5.600699,8.148433e-06,7.886441e-06,3.926157e-05,0.0007912117,0.006677471,0.02379308,0.05212678,0.08413647,0.1138028,0.1492059,0.186584,0.2000528,0.1268953,0.09292466,0.07949737,0.06857698,0.03887808,0.001688639,9.777401e-05,-1.178724,5005.714,-998
42876.5396106366,05/21/2017 12:57:02,05/21/2017 12:57:02.359 PM,359,0.4141308,-7.42955,11.96882,0.1397877,13.18626,16.70736,31.50034,35.20722,49.64485,84.20741,92.37801,108.1768,104.486,100.1305,103.1347,100.5695,92.73343,89.22826,87.06328,79.89078,78.18977,79.73214,67.5449,51.12053,0.5081372,1.487694,2.577456,11.40732,31.93876,52.65977,69.68642,76.59902,76.16188,84.28417,86.03621,82.90501,74.76939,72.45983,66.94263,64.97333,59.16239,24.35219,6.831031,1.017598e-05,-1.87262e-06,5.374814e-05,0.0008353335,0.0067074,0.02328485,0.05097774,0.08156796,0.1107717,0.1453415,0.1820437,0.1944171,0.1233757,0.09053651,0.07711582,0.06653953,0.0380447,0.001719386,0.0001015653,5.445267,10,-998
