GeneralExcelTime,DateTime,DateTimeUTC,Millisecond (ms),LuZDepth (m),Ed0Roll (°),Ed0Pitch (°),EdZRoll (°),EdZPitch (°),Ed0320 (µW/(cm² nm)),Ed0330 (µW/(cm² nm)),Ed0340 (µW/(cm² nm)),Ed0380 (µW/(cm² nm)),Ed0412 (µW/(cm² nm)),Ed0443 (µW/(cm² nm)),Ed0465 (µW/(cm² nm)),Ed0490 (µW/(cm² nm)),Ed0510 (µW/(cm² nm)),Ed0532 (µW/(cm² nm)),Ed0555 (µW/(cm² nm)),Ed0589 (µW/(cm² nm)),Ed0625 (µW/(cm² nm)),Ed0665 (µW/(cm² nm)),Ed0683 (µW/(cm² nm)),Ed0694 (µW/(cm² nm)),Ed0710 (µW/(cm² nm)),Ed0780 (µW/(cm² nm)),Ed0875 (µW/(cm² nm)),EdZ320 (µW/(cm² nm)),EdZ330 (µW/(cm² nm)),EdZ340 (µW/(cm² nm)),EdZ380 (µW/(cm² nm)),EdZ412 (µW/(cm² nm)),EdZ443 (µW/(cm² nm)),EdZ465 (µW/(cm² nm)),EdZ490 (µW/(cm² nm)),EdZ510 (µW/(cm² nm)),EdZ532 (µW/(cm² nm)),EdZ555 (µW/(cm² nm)),EdZ589 (µW/(cm² nm)),EdZ625 (µW/(cm² nm)),EdZ665 (µW/(cm² nm)),EdZ683 (µW/(cm² nm)),EdZ694 (µW/(cm² nm)),EdZ710 (µW/(cm² nm)),EdZ780 (µW/(cm² nm)),EdZ875 (µW/(cm² nm)),LuZ320 (µW/(sr cm² nm)),LuZ330 (µW/(sr cm² nm)),LuZ340 (µW/(sr cm² nm)),LuZ380 (µW/(sr cm² nm)),LuZ412 (µW/(sr cm² nm)),LuZ443 (µW/(sr cm² nm)),LuZ465 (µW/(sr cm² nm)),LuZ490 (µW/(sr cm² nm)),LuZ510 (µW/(sr cm² nm)),LuZ532 (µW/(sr cm² nm)),LuZ555 (µW/(sr cm² nm)),LuZ589 (µW/(sr cm² nm)),LuZ625 (µW/(sr cm² nm)),LuZ665 (µW/(sr cm² nm)),LuZ683 (µW/(sr cm² nm)),LuZ694 (µW/(sr cm² nm)),LuZ710 (µW/(sr cm² nm)),LuZ780 (µW/(sr cm² nm)),LuZ875 (µW/(sr cm² nm)),LuZTemp (°C),BioGPS_Position (position),BioShade_Position (position)
42876.5448131713,05/21/2017 13:04:31,05/21/2017 01:04:31.858 PM,858,0.3709355,-1.677691,0,-3.356823,17.46305,17.8327,33.39795,37.39042,52.76072,89.39606,98.68225,114.9664,111.1121,106.4276,109.6918,107.1748,99.02736,95.09023,92.68377,85.2291,83.51154,85.20083,72.35411,54.94593,0.8091001,2.326,3.956276,17.41444,50.35334,77.54669,99.87733,109.273,109.0463,118.0472,119.7331,114.4281,104.9387,101.4501,90.80625,88.57094,82.96204,34.24668,10.49383,1.134915e-05,2.134699e-05,6.331224e-05,0.001556547,0.01119244,0.03535573,0.07585946,0.1115608,0.143261,0.1807834,0.2200026,0.2300577,0.1500575,0.1126731,0.0977782,0.08495981,0.05170773,0.002801327,0.0002134889,8.212453,-6618.851,-998
42876.5448139005,05/21/2017 13:04:31,05/21/2017 01:04:31.921 PM,921,0.387219,-2.58695,1.747616,-3.216805,17.31656,17.78333,33.29709,37.25463,52.54034,88.95091,98.27047,114.3896,110.5131,105.8545,109.1252,106.5926,98.48656,94.55726,92.15723,84.73995,83.0381,84.71371,71.8987,54.61131,0.6564201,1.937336,3.375797,15.53574,47.99812,75.47088,99.27135,108.7824,107.5405,120.4177,121.9509,117.539,107.5611,104.4874,94.75275,92.02776,85.35236,35.04599,10.27513,2.155063e-06,5.298463e-06,6.028189e-05,0.001354668,0.01021578,0.03401631,0.07287262,0.1082444,0.140873,0.1797871,0.2202299,0.2267939,0.148253,0.1122794,0.0980761,0.0837045,0.05125479,0.002693751,0.0001751547,8.430441,5005.587,-998
42876.5448148032,05/21/2017 13:04:31,05/21/2017 01:04:31.999 PM,999,0.4041963,-2.936826,2.796863,-3.076806,16.44007,17.73449,33.19605,37.11882,52.32462,88.57301,97.8235,113.8153,109.9574,105.333,108.5673,106.0409,97.92412,94.05144,91.64991,84.26862,82.58762,84.25478,71.48986,54.29116,0.5456129,1.619155,2.839784,13.21052,39.93049,63.00031,81.33228,91.38644,88.01616,98.9007,100.8244,97.15319,90.46451,87.0228,76.53197,75.41895,71.63892,27.13876,7.801421,-1.790927e-06,1.082663e-05,3.504864e-05,0.0012026,0.009565132,0.03298905,0.07064287,0.1072545,0.1403419,0.1794275,0.2202279,0.2271876,0.1485867,0.1125257,0.09839217,0.08423706,0.05120656,0.002603683,0.0001425484,8.474385,10,-998
42876.5448155208,05/21/2017 13:04:32,05/21/2017 01:04:32.061 PM,61,0.4191447,-3.146803,3.84705,-2.936826,15.27749,17.6846,33.10777,37.00932,52.1114,88.20986,97.38149,113.2678,109.4024,104.7747,107.988,105.4621,97.35279,93.53027,91.1324,83.77979,82.11571,83.77271,71.06887,53.96077,0.406237,1.184921,2.044195,8.980479,25.68619,38.6781,49.51748,53.71669,51.92181,56.67672,56.92688,53.52913,48.49841,45.7262,40.26634,39.25469,37.28123,13.47316,3.62935,1.004846e-05,-6.875751e-06,4.83822e-05,0.001013902,0.008926988,0.03161347,0.06807611,0.104908,0.138264,0.1772232,0.2174829,0.2252592,0.1472649,0.111242,0.09669565,0.08324406,0.05019831,0.002292017,0.0001244192,8.463033,130426,-998
42876.5448162384,05/21/2017 13:04:32,05/21/2017 01:04:32.123 PM,123,0.4329154,-3.777001,5.038847,-2.58695,14.40979,17.6347,33.00636,36.87006,51.89211,87.82066,96.92593,112.7134,108.8424,104.254,107.4409,104.8815,96.83396,93.01663,90.62674,83.3251,81.67367,83.32075,70.66724,53.64373,0.4115499,1.235871,2.205855,10.60796,33.58518,53.19951,71.34483,76.45845,78.27066,85.38886,86.0331,81.65656,71.8957,69.63528,63.55915,60.9055,56.81237,20.80997,5.288128,-2.614129e-06,-1.470094e-06,2.969584e-05,0.00109514,0.008990023,0.03141046,0.06718926,0.1039969,0.1373409,0.1760007,0.2159532,0.2235483,0.1459108,0.1103222,0.09610673,0.08225268,0.04966468,0.002349234,0.0001399895,8.640394,-6618.851,-998
42876.5448169676,05/21/2017 13:04:32,05/21/2017 01:04:32.186 PM,186,0.4472284,-3.777001,5.881405,-2.167225,13.9052,17.58807,32.90128,36.75539,51.67749,87.38966,96.47421,112.1221,108.2905,103.714,106.8598,104.2732,96.30149,92.49771,90.11917,82.84184,81.19547,82.83477,70.24939,53.32242,0.3654747,1.142131,2.07342,10.57977,34.43214,56.34016,76.51391,83.50601,85.49081,94.43909,96.13173,92.65926,84.78869,81.44815,74.3019,71.59013,66.71923,24.25063,6.044981,-9.053811e-07,1.165356e-05,4.066588e-05,0.0009920496,0.008137716,0.02906334,0.06343345,0.09844178,0.1304135,0.1687643,0.2097891,0.2145216,0.1385723,0.1052737,0.09273371,0.07734689,0.04706973,0.002335008,0.0001098233,8.795749,5005.587,-998
42876.5448176852,05/21/2017 13:04:32,05/21/2017 01:04:32.248 PM,248,0.4658497,-3.917104,7.07726,-1.677691,13.40172,17.54638,32.81373,36.67519,51.4971,87.05099,96.17532,111.6583,107.8109,103.2384,106.38,103.7924,95.84676,92.05664,89.68183,82.42754,80.79713,82.42275,69.89448,53.04081,0.3477734,1.090068,2.018361,10.95468,36.60276,60.87027,81.71502,91.0238,92.1885,102.361,105.0547,101.1732,90.98077,88.54649,79.39828,76.90498,69.31872,24.58409,5.916062,9.997452e-06,-7.622713e-07,4.23067e-05,0.001035408,0.008123915,0.02910022,0.0652062,0.09926552,0.1306697,0.1685996,0.2090689,0.21465,0.1392083,0.1050399,0.09277514,0.07812541,0.04696888,0.002255007,0.0001426466,8.500611,10,-998
42876.544818588,05/21/2017 13:04:32,05/21/2017 01:04:32.326 PM,326,0.4863601,-4.267467,7.852672,-1.25819,12.75591,17.50778,32.7385,36.53638,51.31299,86.75381,95.83579,111.2477,107.3835,102.824,105.9438,103.3451,95.43457,91.65157,89.28312,82.05328,80.42841,82.04794,69.5727,52.7784,0.3193941,1.008923,1.868891,10.07539,33.15261,54.65889,73.39378,81.3274,81.68948,90.60559,92.0994,88.00716,78.55172,75.39835,67.50147,65.22291,60.07175,19.93912,4.587245,4.424892e-06,1.826898e-05,4.150847e-05,0.0009482051,0.008463529,0.03024317,0.06703109,0.1035841,0.1355032,0.1729044,0.21183,0.2211379,0.144766,0.1087163,0.0947284,0.082096,0.04914295,0.002218862,0.0001370744,8.178125,130426,-998
42876.5448193171,05/21/2017 13:04:32,05/21/2017 01:04:32.389 PM,389,0.5026087,-4.127304,7.993807,-0.9086576,11.96882,17.47158,32.65399,36.48033,51.15155,86.46051,95.49604,110.8354,106.9761,102.4154,105.5221,102.9372,95.05151,91.27132,88.91292,81.70232,80.08162,81.69663,69.272,52.53367,0.2518316,0.7937457,1.427218,7.354089,25.9013,38.76657,49.98532,51.56715,53.93291,60.47038,61.70119,58.92445,49.96689,49.66138,43.48687,42.58137,37.29217,12.42829,3.922929,3.468504e-06,2.756426e-06,2.04248e-05,0.0008499715,0.007856711,0.02864345,0.06592547,0.101744,0.1331904,0.1688839,0.2065246,0.2176496,0.1413553,0.1063202,0.09079287,0.08062197,0.04767862,0.001884629,0.0001330744,8.228352,-6618.851,-998
42876.5448200347,05/21/2017 13:04:32,05/21/2017 01:04:32.451 PM,451,0.5207054,-4.337558,9.053941,-0.5591593,11.32655,17.44127,32.60386,36.41005,51.02085,86.24355,95.22379,110.4976,106.6303,102.0775,105.1815,102.5924,94.73478,90.96623,88.60498,81.39921,79.80882,81.41426,69.02677,52.32772,0.2295699,0.7317625,1.380508,7.881233,25.92556,45.25905,63.42484,75.22184,73.35055,80.41213,81.24625,77.55284,73.26753,67.60725,61.93369,58.8519,54.92165,17.81797,3.719898,-2.333589e-06,-6.125357e-08,1.782735e-05,0.000718785,0.006980374,0.02586517,0.06097698,0.09459116,0.1234634,0.1581615,0.1950656,0.2064353,0.1321051,0.09777393,0.08390769,0.07368014,0.04303105,0.001645232,0.0001261306,8.517574,5005.587,-998
42876.5448207523,05/21/2017 13:04:32,05/21/2017 01:04:32.513 PM,513,0.5372105,-4.197382,9.407997,-0.3494712,10.68571,17.41547,32.55304,36.36349,50.90314,86.02257,94.92603,110.1933,106.3201,101.7933,104.8868,102.3018,94.45043,90.67773,88.32634,81.13116,79.54585,81.15088,68.80343,52.14949,0.2409484,0.7841354,1.529439,9.377181,32.63398,57.59941,77.34412,85.9369,87.34338,96.87084,100.7766,97.06551,84.10127,81.97677,71.817,70.80062,62.46086,19.49329,4.149966,-7.153789e-06,-1.012221e-05,1.374746e-05,0.0006190251,0.006256571,0.02338108,0.05525376,0.08677796,0.1141953,0.1487135,0.1858698,0.1950651,0.1236857,0.09120756,0.07912553,0.06801382,0.03973969,0.001576452,0.0001027403,8.525762,10,-998
42876.5448214815,05/21/2017 13:04:32,05/21/2017 01:04:32.576 PM,576,0.5559834,-4.057231,9.833344,-0.2096819,10.04622,17.39802,32.51088,36.29925,50.83023,85.86544,94.79916,109.9921,106.1466,101.6231,104.7096,102.1245,94.2966,90.50382,88.14668,80.9886,79.38995,80.99387,68.67438,52.04821,0.2202061,0.7172412,1.413923,8.665733,30.45,49.77776,68.83583,77.40614,77.54346,84.98672,85.65145,80.78442,73.03912,67.06653,60.97142,58.29228,52.81142,15.85385,-999,-9.028311e-06,4.976881e-06,1.19736e-05,0.0006111165,0.005960985,0.02244642,0.052461,0.08355089,0.1115957,0.1447551,0.1810832,0.192048,0.1211077,0.08878491,0.07632583,0.06593703,0.03785906,0.001456865,9.426117e-05,8.726082,130427,-998
42876.5448223843,05/21/2017 13:04:32,05/21/2017 01:04:32.654 PM,654,0.5793946,-4.127304,9.833344,-0.06989381,9.620604,17.38406,32.48524,36.26089,50.76257,85.7542,94.68145,109.841,105.9595,101.4456,104.5263,101.9444,94.12406,90.33956,87.98428,80.84592,79.25162,80.83777,68.54765,51.9471,0.1879604,0.6285138,1.271426,8.111263,28.51086,49.55567,67.24814,75.04449,75.96272,85.0382,86.36391,82.41357,72.36814,68.94155,62.14486,59.29554,52.69613,15.48244,2.961555,-7.396074e-06,-3.237707e-06,5.720718e-06,0.000564736,0.005750908,0.02144083,0.05097722,0.08181161,0.1086885,0.1415367,0.1766941,0.1897786,0.1183487,0.08537221,0.07284963,0.0633786,0.03552097,0.001222053,9.803195e-05,8.81465,-6618.851,-998
42876.5448231019,05/21/2017 13:04:32,05/21/2017 01:04:32.716 PM,716,0.6010677,-4.057231,10.18822,0,9.337157,17.37912,32.48139,36.28374,50.74231,85.73755,94.67113,109.7844,105.9206,101.3883,104.4953,101.8983,94.08895,90.30894,87.9556,80.81492,79.22089,80.81137,68.51843,51.92641,0.1524598,0.5193529,1.06435,7.163493,26.3714,46.11663,64.41725,72.99731,74.4667,83.35326,85.57433,82.3465,73.26958,70.06334,62.79292,60.37904,53.7658,15.65045,2.91306,-3.698031e-07,1.964719e-05,1.176665e-05,0.0005208607,0.004762013,0.01870523,0.04373404,0.07461777,0.1016055,0.134359,0.1696747,0.1822547,0.1125641,0.08063218,0.06860621,0.05894637,0.03186692,0.0009427378,6.101612e-05,8.472828,5005.587,-998
42876.544823831,05/21/2017 13:04:32,05/21/2017 01:04:32.779 PM,779,0.6195434,-3.63692,10.11721,-0.06989381,8.912417,17.38397,32.47817,36.27899,50.76298,85.77406,94.74205,109.803,105.9879,101.4582,104.5562,101.9589,94.15125,90.35951,88.01173,80.86997,79.26958,80.8642,68.56355,51.96228,0.1258489,0.4263878,0.8821829,6.021286,22.33991,39.40654,54.87216,62.38854,63.66098,71.33595,73.22942,70.17602,62.76891,60.0265,53.85157,51.84097,46.10683,13.33029,2.510879,-1.323642e-05,-2.052006e-06,8.322389e-06,0.0003432631,0.00402605,0.01723404,0.04096074,0.07080692,0.09985931,0.1340223,0.1719609,0.1818368,0.1131595,0.0822923,0.07019465,0.06009074,0.03226417,0.000888521,5.281541e-05,8.476845,10,-998
42876.5448245486,05/21/2017 13:04:32,05/21/2017 01:04:32.841 PM,841,0.6396106,-3.987165,9.975247,-0.1397877,8.488172,17.39497,32.51859,36.26735,50.81231,85.84943,94.8723,109.97,106.1421,101.6285,104.711,102.0985,94.2879,90.50182,88.14696,80.99197,79.39307,80.99512,68.66824,52.03954,0.10428,0.3572485,0.7516192,5.36288,21.04043,36.10001,50.85112,58.11467,59.53616,66.87827,68.8837,65.17749,59.0295,56.52084,50.79467,48.86475,43.32316,12.2787,2.233713,-6.350424e-06,-5.359716e-07,-9.460622e-07,0.0003565135,0.003835513,0.01698748,0.04150649,0.07224378,0.102055,0.1375502,0.1766612,0.1876836,0.1168851,0.08530249,0.07311756,0.0623346,0.03353794,0.0008561049,4.71572e-05,8.509685,130427,-998
42876.5448252662,05/21/2017 13:04:32,05/21/2017 01:04:32.903 PM,903,0.6596604,-3.426839,9.407997,-0.2795763,8.205602,17.41654,32.55405,36.34232,50.90767,86.04435,95.06599,110.2138,106.3845,101.8508,104.9671,102.3681,94.52599,90.73502,88.37688,81.20388,79.60424,81.20513,68.85412,52.19379,0.0759562,0.2627984,0.5592209,4.005019,14.89098,26.53322,37.09834,42.12613,42.74697,47.80811,48.9287,46.0423,40.76477,38.50488,34.45147,33.0795,29.04543,7.704596,1.304999,-8.645755e-06,-1.6707e-05,1.06432e-05,0.0003905762,0.003917289,0.01772537,0.04373977,0.07598224,0.1065768,0.1440297,0.1849041,0.1952306,0.1223572,0.09042533,0.0780742,0.06582895,0.03564215,0.0009231069,5.361377e-05,8.538427,-6618.851,-998
42876.544826169,05/21/2017 13:04:32,05/21/2017 01:04:32.981 PM,981,0.6839195,-3.426839,9.407997,-0.4892626,7.923233,17.44095,32.61642,36.41868,51.01527,86.24909,95.28812,110.5405,106.6603,102.1184,105.2419,102.6657,94.7889,90.98782,88.62597,81.44175,79.83417,81.4418,69.05732,52.34959,0.06219869,0.2236221,0.4953288,3.966555,16.06774,29.7734,41.75248,48.21307,49.31046,55.23096,56.49973,54.30956,47.84752,45.11084,40.27739,38.48564,33.63775,8.342262,1.28342,-6.363175e-06,-7.963003e-07,-9.933649e-06,0.0004220027,0.004387979,0.01945764,0.04854995,0.08251886,0.1143073,0.153141,0.195148,0.206439,0.1307826,0.09752669,0.08439381,0.07152727,0.03959597,0.001040225,6.976956e-05,8.570365,5005.587,-998
42876.5448268981,05/21/2017 13:04:33,05/21/2017 01:04:33.044 PM,44,0.7081728,-2.866842,8.346861,-0.6989553,7.711585,17.4763,32.68522,36.52,51.16846,86.54137,95.63848,110.9795,107.0839,102.5461,105.6814,103.0838,95.18599,91.37868,89.00788,81.79635,80.18474,81.79204,69.36473,52.58582,0.04807073,0.17092,0.3983321,3.32155,13.71324,25.24079,35.6907,41.08947,41.99032,46.9299,48.00127,46.50119,39.67242,37.05906,32.87329,31.32066,27.04117,6.15062,0.85355,-7.663863e-06,-1.929498e-06,3.39991e-06,0.0004959555,0.005315454,0.02258822,0.05583314,0.09275369,0.125753,0.16618,0.2090349,0.2219631,0.1426885,0.1072918,0.09277383,0.0799485,0.04553542,0.001343111,8.90738e-05,8.807199,10,-998
