43617.5758333333,.4227399,1.503115E-02,1.342412E-02,1.378963E-02,1.042567E-02,1.234536E-02,1.069752E-02,1.769983E-03,1.691333E-03,.014362,1.280968E-02,1.317863E-02,.010033,1.182675E-02,1.029395E-02,1.691665E-03,1.659281E-03,2.274415E-03,2.005949E-03,2.077142E-03,1.541338E-03,1.835496E-03,1.584815E-03,2.491406E-04,2.443712E-04,2.175805E-03,1.915402E-03,1.987103E-03,1.483472E-03,1.75907E-03,1.525343E-03,2.491406E-04,2.443712E-04,
43617.5758449074,.9678999,.0158047,1.385291E-02,1.468196E-02,1.109561E-02,1.361986E-02,1.175215E-02,1.842118E-03,2.012157E-03,1.506239E-02,1.319909E-02,1.398839E-02,1.065218E-02,1.299072E-02,1.126692E-02,1.757043E-03,1.971663E-03,2.38841E-03,2.069138E-03,2.208641E-03,1.640064E-03,2.023313E-03,1.740232E-03,2.587693E-04,2.903775E-04,2.279019E-03,1.972788E-03,2.106433E-03,1.574718E-03,1.930599E-03,1.668725E-03,2.587693E-04,2.903775E-04,
43617.5758564815,1.46114,1.493309E-02,1.325213E-02,1.431274E-02,1.070623E-02,1.289328E-02,1.107472E-02,1.82899E-03,2.130742E-03,1.427296E-02,1.265318E-02,1.365393E-02,1.029266E-02,1.232838E-02,1.064275E-02,1.748871E-03,2.089314E-03,2.259964E-03,1.980604E-03,2.15423E-03,1.582682E-03,1.916241E-03,1.640401E-03,2.575657E-04,3.077046E-04,2.162685E-03,1.892338E-03,2.057144E-03,1.521736E-03,1.832993E-03,1.576744E-03,2.575657E-04,3.077046E-04,
43617.5758680556,1.65584,1.462298E-02,1.299657E-02,1.402189E-02,.010361,1.281336E-02,1.058191E-02,.0019425,2.203853E-03,1.399103E-02,1.242028E-02,1.338988E-02,9.973081E-03,1.225532E-02,1.018687E-02,1.859197E-03,2.162339E-03,2.214266E-03,1.942943E-03,2.11137E-03,1.531808E-03,1.904463E-03,1.567779E-03,2.73814E-04,3.184593E-04,2.121137E-03,1.858017E-03,2.018232E-03,1.474642E-03,1.822227E-03,1.509562E-03,2.73814E-04,3.184593E-04,
43617.5758796296,1.96736,1.467517E-02,1.308648E-02,1.402189E-02,1.061984E-02,1.284533E-02,1.060172E-02,1.840488E-03,2.242105E-03,1.403851E-02,1.250226E-02,1.338988E-02,1.021276E-02,1.228454E-02,1.020522E-02,1.761129E-03,2.198851E-03,2.221956E-03,1.956192E-03,2.11137E-03,1.569952E-03,1.909174E-03,1.570698E-03,2.593711E-04,3.238367E-04,2.128134E-03,1.870098E-03,2.018232E-03,1.509963E-03,1.826534E-03,1.512268E-03,2.593711E-04,3.238367E-04,
43617.5758912037,2.44762,.015424,1.393409E-02,.0151396,1.155845E-02,1.352792E-02,1.114094E-02,1.829546E-03,2.305621E-03,1.471813E-02,1.327268E-02,1.440181E-02,1.107825E-02,1.290708E-02,.0107039,1.745903E-03,2.257361E-03,2.332307E-03,2.081101E-03,2.276081E-03,1.70827E-03,2.009764E-03,1.650159E-03,2.571285E-04,3.324538E-04,2.228287E-03,1.983633E-03,2.167357E-03,1.637506E-03,1.918274E-03,1.585754E-03,2.571285E-04,3.324538E-04,
43617.5759027778,2.86298,1.447305E-02,1.338725E-02,1.419633E-02,1.082509E-02,1.281336E-02,1.023894E-02,1.89209E-03,2.371213E-03,1.385451E-02,1.277615E-02,1.354831E-02,1.040251E-02,1.225532E-02,9.868664E-03,1.810163E-03,2.324616E-03,2.192171E-03,2.000515E-03,2.137076E-03,1.600199E-03,1.904463E-03,1.517236E-03,2.665925E-04,3.423587E-04,2.101019E-03,1.91046E-03,2.041579E-03,1.537925E-03,1.822227E-03,1.46267E-03,2.665925E-04,3.423587E-04,
43617.5759143519,2.60338,1.484162E-02,1.389298E-02,1.341168E-02,9.841635E-03,1.257264E-02,1.035288E-02,1.857612E-03,2.294422E-03,1.418987E-02,1.323542E-02,.0128342,9.490841E-03,1.203505E-02,9.97446E-03,1.774524E-03,2.253301E-03,2.246486E-03,2.075043E-03,2.021446E-03,1.455272E-03,1.86899E-03,1.534027E-03,2.613438E-04,3.318559E-04,2.150439E-03,1.978141E-03,1.936345E-03,1.403577E-03,1.789767E-03,1.478261E-03,2.613438E-04,3.318559E-04,
43617.5759259259,3.07066,1.550925E-02,.0142603,1.516916E-02,1.144262E-02,1.372701E-02,1.157252E-02,1.889659E-03,2.630678E-03,1.479529E-02,.013568,1.442847E-02,1.097175E-02,1.308812E-02,.0111017,1.801991E-03,2.576145E-03,2.34487E-03,2.129172E-03,2.280438E-03,1.691201E-03,2.039103E-03,1.71376E-03,2.65389E-04,3.794027E-04,2.239658E-03,2.027152E-03,2.171286E-03,1.621812E-03,1.944953E-03,1.644377E-03,2.65389E-04,3.794027E-04,
43617.5759375,3.31728,1.447957E-02,1.243296E-02,1.368217E-02,9.680737E-03,1.261521E-02,1.086231E-02,2.018162E-03,2.603725E-03,1.386044E-02,1.190519E-02,1.308079E-02,9.341085E-03,1.207403E-02,1.044645E-02,1.933986E-03,2.557802E-03,2.193131E-03,1.859886E-03,2.061306E-03,1.431561E-03,1.875262E-03,1.609099E-03,2.848286E-04,3.767013E-04,2.101894E-03,1.782112E-03,1.972684E-03,1.381508E-03,1.79551E-03,1.547816E-03,2.848286E-04,3.767013E-04,
43617.5759490741,2.73318,1.466212E-02,1.303647E-02,1.379824E-02,1.019626E-02,1.256732E-02,1.321414E-02,1.820103E-03,2.349661E-03,1.402664E-02,1.245666E-02,1.318647E-02,9.820304E-03,1.203018E-02,.0126041,1.741814E-03,2.306081E-03,2.220033E-03,1.948823E-03,2.078411E-03,1.50753E-03,1.868206E-03,1.955677E-03,2.565264E-04,3.396291E-04,2.126385E-03,1.863379E-03,1.988258E-03,1.452128E-03,1.789049E-03,1.865779E-03,2.565264E-04,3.396291E-04,
43617.5759606481,2.83702,1.506385E-02,1.353274E-02,1.435156E-02,1.035023E-02,1.319203E-02,1.136324E-02,1.97568E-03,2.427086E-03,1.439168E-02,1.290843E-02,1.368913E-02,9.963093E-03,1.260111E-02,1.090894E-02,.0018878,2.381413E-03,2.279233E-03,2.021955E-03,2.159951E-03,1.53022E-03,1.960266E-03,1.682919E-03,2.780265E-04,3.507235E-04,2.180179E-03,1.929955E-03,2.062332E-03,1.47317E-03,1.873184E-03,1.615971E-03,2.780265E-04,3.507235E-04,
43617.5759722222,3.3692,.0145643,1.295681E-02,1.436053E-02,1.057334E-02,1.292949E-02,1.086894E-02,1.964776E-03,2.566504E-03,1.393761E-02,.012384,1.369727E-02,1.016973E-02,1.236145E-02,1.045258E-02,1.880832E-03,2.517201E-03,2.205617E-03,1.937083E-03,2.161273E-03,1.563099E-03,1.921576E-03,1.610076E-03,2.770003E-04,3.707219E-04,2.113265E-03,1.852672E-03,2.063531E-03,1.503622E-03,1.837868E-03,1.548719E-03,2.770003E-04,3.707219E-04,
43617.5759837963,2.92788,1.445676E-02,1.296906E-02,1.345029E-02,1.015322E-02,1.259392E-02,.010528,1.857702E-03,2.576982E-03,1.383967E-02,1.239518E-02,1.286943E-02,9.780369E-03,1.205454E-02,.0101369,1.778613E-03,2.529382E-03,2.18977E-03,1.938889E-03,2.027136E-03,1.501189E-03,1.872125E-03,1.559834E-03,2.619459E-04,3.725157E-04,2.098832E-03,1.854319E-03,1.941536E-03,1.446243E-03,1.792639E-03,1.502199E-03,2.619459E-04,3.725157E-04,
43617.5759953704,2.60338,1.476653E-02,1.313457E-02,1.372085E-02,1.007795E-02,1.280689E-02,1.092528E-02,1.820732E-03,2.394657E-03,1.412161E-02,1.254609E-02,1.311602E-02,9.710482E-03,1.224941E-02,1.050468E-02,1.741814E-03,2.350741E-03,2.23542E-03,1.963279E-03,2.067006E-03,1.490096E-03,1.90351E-03,1.618379E-03,2.565264E-04,3.462064E-04,2.14038E-03,1.876557E-03,1.977875E-03,1.435944E-03,1.821355E-03,1.556397E-03,2.565264E-04,3.462064E-04,
43617.5760069444,3.12258,1.497557E-02,1.339035E-02,1.463275E-02,1.110294E-02,1.334065E-02,1.091534E-02,1.959055E-03,2.444629E-03,1.431155E-02,1.277897E-02,1.394386E-02,1.065894E-02,1.273657E-02,1.049548E-02,1.872655E-03,2.395401E-03,2.266225E-03,2.000973E-03,2.201388E-03,1.641144E-03,1.982167E-03,1.616914E-03,2.75796E-04,3.527837E-04,2.16837E-03,1.910876E-03,2.09987E-03,1.575713E-03,1.893147E-03,1.555042E-03,2.75796E-04,3.527837E-04,
43617.5760185185,3.08364,1.418988E-02,1.276295E-02,1.319951E-02,1.001346E-02,1.208935E-02,1.017138E-02,1.975686E-03,2.406785E-03,1.359631E-02,1.220701E-02,1.264045E-02,9.650581E-03,1.159173E-02,9.805893E-03,1.893098E-03,2.362921E-03,2.150441E-03,1.908515E-03,1.990178E-03,1.480593E-03,1.797768E-03,1.50728E-03,2.788068E-04,3.480002E-04,2.06297E-03,1.826589E-03,1.907793E-03,1.427117E-03,1.724437E-03,1.45342E-03,2.788068E-04,3.480002E-04,
43617.5760300926,2.92788,.0142712,1.279966E-02,1.339238E-02,9.863102E-03,1.253541E-02,1.029345E-02,1.916329E-03,2.559102E-03,1.367051E-02,1.224055E-02,1.281659E-02,9.510809E-03,1.200095E-02,9.919292E-03,1.835856E-03,2.513142E-03,2.162425E-03,1.913925E-03,2.018601E-03,1.458435E-03,1.863503E-03,1.52527E-03,2.703764E-04,3.701239E-04,2.073903E-03,1.831531E-03,1.933749E-03,1.406519E-03,1.784742E-03,1.470131E-03,2.703764E-04,3.701239E-04,
43617.5760416667,2.85,1.435907E-02,1.273848E-02,1.329591E-02,9.787982E-03,1.220074E-02,1.036939E-02,1.899331E-03,2.575291E-03,1.375064E-02,1.218465E-02,1.272852E-02,9.440922E-03,1.169403E-02,9.989784E-03,1.819501E-03,2.529382E-03,2.175374E-03,1.904909E-03,2.004385E-03,1.447365E-03,1.814183E-03,1.53646E-03,2.679677E-04,3.725157E-04,2.085712E-03,1.823295E-03,1.920771E-03,1.39622E-03,1.739513E-03,1.480519E-03,2.679677E-04,3.725157E-04,
43617.5760532407,3.03172,1.515217E-02,1.351944E-02,1.467167E-02,1.071365E-02,1.358147E-02,1.109778E-02,2.032824E-03,2.558867E-03,1.447181E-02,1.289634E-02,1.397909E-02,1.029952E-02,.0129558,1.066405E-02,1.942164E-03,2.509082E-03,2.292249E-03,2.019995E-03,2.207125E-03,1.583777E-03,2.017655E-03,1.643799E-03,2.860329E-04,3.69526E-04,2.191987E-03,1.928173E-03,2.105061E-03,1.522748E-03,1.925453E-03,1.579883E-03,2.860329E-04,3.69526E-04,
43617.5760648148,3.31728,1.448282E-02,1.236583E-02,1.370151E-02,.0100457,1.249819E-02,.0105776,1.855817E-03,2.729502E-03,1.386341E-02,1.184371E-02,.0130984,9.680531E-03,1.196685E-02,1.018287E-02,1.778613E-03,2.679602E-03,2.193611E-03,1.849994E-03,2.064156E-03,1.485344E-03,1.858017E-03,1.567143E-03,2.619459E-04,3.946394E-04,2.102331E-03,1.773052E-03,1.97528E-03,1.43153E-03,1.779716E-03,1.508973E-03,2.619459E-04,3.946394E-04,
43617.5760763889,2.86298,1.449586E-02,1.291802E-02,1.356618E-02,1.021778E-02,1.236532E-02,1.039251E-02,1.866198E-03,2.651745E-03,1.387528E-02,.0123486,1.297511E-02,9.840271E-03,1.184506E-02,1.001124E-02,1.78679E-03,2.602461E-03,2.195532E-03,1.931367E-03,2.044214E-03,1.510702E-03,1.838438E-03,1.539867E-03,2.631503E-04,3.832786E-04,2.10408E-03,1.847455E-03,1.95711E-03,1.455071E-03,1.761768E-03,1.483681E-03,2.631503E-04,3.832786E-04,
43617.576087963,2.7202,1.492982E-02,1.298336E-02,1.451602E-02,1.036851E-02,1.303084E-02,.0108358,1.966061E-03,2.395905E-03,.01427,1.240822E-02,1.383818E-02,9.980043E-03,1.245402E-02,1.042193E-02,1.880832E-03,2.350741E-03,2.259483E-03,1.940996E-03,2.184187E-03,1.532915E-03,1.936511E-03,1.605193E-03,2.770003E-04,3.462064E-04,2.162248E-03,1.856241E-03,2.084296E-03,1.475668E-03,1.851508E-03,1.544202E-03,2.770003E-04,3.462064E-04,
43617.576099537,3.26536,.0156208,1.401017E-02,.015042,1.133051E-02,1.390852E-02,1.128378E-02,2.006135E-03,2.652877E-03,.0148962,1.334162E-02,1.431374E-02,1.086859E-02,1.325297E-02,1.083568E-02,1.913542E-03,2.598402E-03,2.361309E-03,2.092312E-03,2.261698E-03,1.67468E-03,2.065852E-03,1.671209E-03,2.818177E-04,3.826806E-04,2.254528E-03,1.993791E-03,2.154378E-03,1.60661E-03,1.969246E-03,1.605175E-03,2.818177E-04,3.826806E-04,
43617.5761111111,3.12258,1.425168E-02,1.283842E-02,1.345029E-02,1.017474E-02,1.219012E-02,1.021426E-02,1.882252E-03,2.556399E-03,.0136527,1.227594E-02,1.286943E-02,9.800336E-03,1.168429E-02,9.845736E-03,1.803146E-03,2.509082E-03,2.159548E-03,1.919637E-03,2.027136E-03,1.504359E-03,1.812619E-03,1.513599E-03,2.65559E-04,3.69526E-04,2.071279E-03,1.836748E-03,1.941536E-03,1.449186E-03,1.738077E-03,1.459292E-03,2.65559E-04,3.69526E-04,
43617.5761226852,2.6553,1.436558E-02,1.292822E-02,1.370151E-02,.0102393,1.255137E-02,1.044537E-02,1.887175E-03,2.53601E-03,1.375657E-02,1.235792E-02,.0130984,9.860238E-03,1.201557E-02,1.006028E-02,1.807234E-03,2.488781E-03,2.176333E-03,1.932871E-03,2.064156E-03,1.513874E-03,1.865854E-03,1.547657E-03,2.661612E-04,3.665363E-04,2.086586E-03,1.848828E-03,1.97528E-03,1.458013E-03,1.786895E-03,1.490907E-03,2.661612E-04,3.665363E-04,
43617.5761342593,3.01874,1.555189E-02,1.382724E-02,1.488596E-02,1.109211E-02,1.383876E-02,1.110774E-02,1.96242E-03,2.55231E-03,1.483388E-02,.0131758,1.417284E-02,1.064895E-02,1.318964E-02,1.067325E-02,1.872655E-03,2.500962E-03,2.351154E-03,2.065354E-03,2.238703E-03,1.639548E-03,2.055572E-03,1.645267E-03,2.75796E-04,3.683301E-04,2.245344E-03,1.969356E-03,2.133613E-03,1.574242E-03,1.959913E-03,1.581238E-03,2.75796E-04,3.683301E-04,
43617.5761458333,3.33026,1.479918E-02,.0130896,1.430227E-02,1.125461E-02,1.351721E-02,1.081923E-02,1.88907E-03,2.702253E-03,1.415129E-02,.0125051,1.364443E-02,1.079871E-02,1.289734E-02,.0104066,1.807234E-03,2.647122E-03,2.240231E-03,1.956652E-03,2.152687E-03,1.663496E-03,2.008186E-03,1.602751E-03,2.661612E-04,3.898559E-04,2.144754E-03,1.870517E-03,2.055744E-03,1.596311E-03,1.916838E-03,1.541944E-03,2.661612E-04,3.898559E-04,
43617.5761574074,2.94086,1.440791E-02,1.283026E-02,1.352754E-02,9.991972E-03,1.238657E-02,1.033307E-02,1.929676E-03,2.74578E-03,1.379515E-02,1.226849E-02,1.293988E-02,9.630613E-03,1.186454E-02,9.95607E-03,1.848122E-03,2.695842E-03,2.182571E-03,1.918435E-03,2.03852E-03,1.477426E-03,1.841569E-03,1.531107E-03,2.721829E-04,3.970312E-04,2.092272E-03,1.835649E-03,1.951919E-03,1.424174E-03,1.76464E-03,1.475551E-03,2.721829E-04,3.970312E-04,
43617.5761689815,2.64232,1.460668E-02,1.293027E-02,1.375954E-02,9.959743E-03,1.247161E-02,1.056768E-02,1.836683E-03,2.617437E-03,1.397619E-02,1.235978E-02,1.315125E-02,9.600662E-03,1.194249E-02,1.017368E-02,1.758169E-03,2.569982E-03,2.211863E-03,1.933172E-03,2.072708E-03,1.472677E-03,.0018541,1.565681E-03,2.589351E-04,3.784951E-04,2.11895E-03,1.849102E-03,1.983066E-03,1.41976E-03,1.776127E-03,1.507618E-03,2.589351E-04,3.784951E-04,
43617.5761805556,3.13556,1.595593E-02,.0143829,1.537411E-02,1.181939E-02,1.452166E-02,1.143008E-02,1.905542E-03,2.617843E-03,1.519891E-02,1.367883E-02,1.461318E-02,1.131786E-02,1.380834E-02,1.097054E-02,1.815412E-03,2.561861E-03,2.410696E-03,2.14724E-03,2.31064E-03,1.746724E-03,2.156207E-03,1.692769E-03,2.673655E-04,3.772992E-04,2.299137E-03,2.043485E-03,2.198504E-03,1.672816E-03,2.051089E-03,1.625048E-03,2.673655E-04,3.772992E-04,
43617.5761921296,3.40814,1.483509E-02,1.332483E-02,1.387567E-02,1.086492E-02,1.305218E-02,1.054784E-02,1.945547E-03,2.534708E-03,1.418393E-02,1.271935E-02,1.325693E-02,1.043929E-02,.0124735,1.015529E-02,1.860388E-03,2.484721E-03,2.245523E-03,1.991317E-03,2.089822E-03,1.606068E-03,1.939657E-03,1.562757E-03,2.739894E-04,3.659384E-04,2.149564E-03,1.902091E-03,1.99864E-03,1.543346E-03,1.85438E-03,1.504908E-03,2.739894E-04,3.659384E-04,
