43617.5771412037,3.21344,1.515544E-02,1.356559E-02,1.400064E-02,9.881468E-03,1.332897E-02,1.061635E-02,1.940082E-03,2.540445E-03,1.447477E-02,1.293828E-02,1.337056E-02,9.527889E-03,1.272593E-02,1.021877E-02,1.853398E-03,2.494737E-03,2.292732E-03,2.026796E-03,2.108238E-03,1.461142E-03,1.980446E-03,1.572853E-03,2.7296E-04,3.674133E-04,2.192425E-03,1.934353E-03,2.015386E-03,1.409036E-03,1.891579E-03,1.514264E-03,2.7296E-04,3.674133E-04,
43617.5771527778,2.7202,1.447305E-02,1.287624E-02,1.355532E-02,9.945877E-03,1.236936E-02,1.027543E-02,1.939824E-03,2.296596E-03,1.385451E-02,1.231047E-02,1.296521E-02,9.587773E-03,1.184876E-02,9.902552E-03,1.85749E-03,2.255014E-03,2.192171E-03,1.925211E-03,2.042614E-03,1.470633E-03,1.839032E-03,1.522613E-03,2.735625E-04,3.321081E-04,2.101019E-03,1.841836E-03,1.955651E-03,1.417861E-03,1.762314E-03,1.467664E-03,2.735625E-04,3.321081E-04,
43617.5771643519,2.75914,1.540433E-02,1.383854E-02,1.436952E-02,1.035448E-02,1.342527E-02,1.094147E-02,1.963238E-03,2.265153E-03,1.470032E-02,1.318605E-02,1.370541E-02,9.96704E-03,1.281365E-02,1.051964E-02,1.873855E-03,2.22251E-03,2.329409E-03,2.06702E-03,2.162597E-03,1.530848E-03,1.994637E-03,1.620764E-03,2.759728E-04,3.27321E-04,2.225663E-03,1.970866E-03,2.064731E-03,1.473752E-03,1.904505E-03,1.558602E-03,2.759728E-04,3.27321E-04,
43617.5771759259,3.22642,1.517508E-02,.0133996,1.417526E-02,1.042988E-02,1.362878E-02,1.075891E-02,1.969555E-03,2.555371E-03,1.449258E-02,1.278739E-02,1.352917E-02,1.003691E-02,1.299883E-02,1.035078E-02,1.882038E-03,2.506926E-03,2.295625E-03,2.002336E-03,2.13397E-03,1.541959E-03,2.024627E-03,1.593862E-03,2.771779E-04,3.692085E-04,2.195049E-03,1.912116E-03,2.03876E-03,1.484048E-03,1.931795E-03,1.533718E-03,2.771779E-04,3.692085E-04,
43617.5771875,2.95384,.0143493,1.301712E-02,1.328492E-02,9.924404E-03,1.215164E-02,1.033825E-02,1.931357E-03,2.428919E-03,1.374173E-02,1.243902E-02,1.271848E-02,9.567812E-03,1.164896E-02,9.960883E-03,1.849307E-03,2.385033E-03,2.173935E-03,1.945971E-03,2.002765E-03,1.467469E-03,1.806949E-03,1.531872E-03,2.723574E-04,3.512567E-04,.0020844,1.860779E-03,1.919291E-03,1.41492E-03,1.73287E-03,1.47626E-03,2.723574E-04,3.512567E-04,
43617.5771990741,2.66828,1.444699E-02,1.288032E-02,1.347801E-02,9.945877E-03,1.254482E-02,1.024237E-02,1.973934E-03,2.445565E-03,1.383077E-02,.0123142,1.289471E-02,9.587773E-03,1.200957E-02,9.871852E-03,1.890221E-03,2.401286E-03,2.18833E-03,1.925812E-03,2.031221E-03,1.470633E-03,1.86489E-03,1.517742E-03,2.78383E-04,3.536503E-04,2.09752E-03,1.842385E-03,1.945263E-03,1.417861E-03,1.786012E-03,1.46314E-03,2.78383E-04,3.536503E-04,
43617.5772106481,2.79808,1.515544E-02,1.354919E-02,1.388434E-02,1.031142E-02,1.333432E-02,.0106528,1.910048E-03,2.322948E-03,1.447477E-02,1.292338E-02,1.326482E-02,9.927117E-03,.0127308,1.025254E-02,1.824758E-03,2.279393E-03,2.292732E-03,2.024379E-03,.0020911,1.524501E-03,1.981234E-03,1.578225E-03,2.68742E-04,3.356985E-04,2.192425E-03,1.932157E-03,1.999803E-03,1.467869E-03,1.892297E-03,1.519241E-03,2.68742E-04,3.356985E-04,
43617.5772222222,3.1745,1.562736E-02,1.392073E-02,1.444729E-02,1.072108E-02,1.422482E-02,1.091158E-02,1.989975E-03,2.569134E-03,1.490213E-02,1.326057E-02,1.377591E-02,1.030638E-02,1.353975E-02,1.049201E-02,1.898404E-03,2.519115E-03,2.362276E-03,2.079132E-03,2.174059E-03,1.584871E-03,2.112464E-03,1.61636E-03,2.795881E-04,3.710037E-04,2.255403E-03,1.981847E-03,2.07512E-03,1.523759E-03,2.011508E-03,1.55453E-03,2.795881E-04,3.710037E-04,
43617.5772337963,2.90192,1.423216E-02,1.268454E-02,1.324633E-02,9.849275E-03,1.211451E-02,1.031841E-02,2.057942E-03,2.606494E-03,1.363489E-02,1.213536E-02,1.268323E-02,9.497947E-03,1.161484E-02,9.942464E-03,1.972048E-03,2.559746E-03,2.156672E-03,1.89696E-03,1.997078E-03,1.456397E-03,1.801476E-03,1.528947E-03,2.904342E-04,3.769876E-04,2.068655E-03,1.81603E-03,1.914097E-03,1.404624E-03,1.727843E-03,1.473546E-03,2.904342E-04,3.769876E-04,
43617.5772453704,2.5255,1.492002E-02,1.336684E-02,1.419467E-02,.0100318,1.276844E-02,.0107158,1.951491E-03,2.292812E-03,1.426109E-02,1.275758E-02,.0135468,9.667619E-03,1.221425E-02,1.031087E-02,1.865672E-03,2.250951E-03,2.258038E-03,1.997507E-03,2.136831E-03,1.483296E-03,1.897844E-03,1.587508E-03,2.747677E-04,3.315097E-04,2.160936E-03,1.907724E-03,2.041357E-03,1.429628E-03,1.816174E-03,1.527837E-03,2.747677E-04,3.315097E-04,
43617.5772569444,3.16152,1.585071E-02,1.427261E-02,1.487578E-02,1.120773E-02,1.463969E-02,1.136722E-02,2.013392E-03,2.442797E-03,1.510394E-02,1.357913E-02,1.416363E-02,1.075552E-02,1.391499E-02,1.091261E-02,1.91886E-03,2.393159E-03,2.39519E-03,2.130986E-03,2.237202E-03,1.656586E-03,.0021736,1.683505E-03,2.826009E-04,3.524535E-04,2.285142E-03,2.028792E-03,2.132257E-03,1.589946E-03,2.066805E-03,1.616512E-03,2.826009E-04,3.524535E-04,
43617.5772685185,3.16152,1.435907E-02,1.280891E-02,.013594,1.027913E-02,1.248099E-02,1.028865E-02,1.999027E-03,2.488433E-03,1.375064E-02,.012249,1.300046E-02,9.897175E-03,1.195109E-02,9.914832E-03,1.914769E-03,2.441916E-03,2.175374E-03,1.915289E-03,2.048312E-03,1.519742E-03,1.855484E-03,1.524562E-03,2.819984E-04,3.596342E-04,2.085712E-03,1.832777E-03,1.960845E-03,1.463456E-03,1.777395E-03,1.469474E-03,2.819984E-04,3.596342E-04,
43617.5772800926,2.60338,1.465886E-02,1.299874E-02,1.363267E-02,9.935141E-03,1.255547E-02,1.037133E-02,1.970764E-03,2.404138E-03,1.402367E-02,1.242225E-02,1.303571E-02,9.577792E-03,1.201932E-02,9.991584E-03,1.886129E-03,2.360655E-03,2.219552E-03,1.943262E-03,2.054012E-03,1.469051E-03,1.866458E-03,1.536746E-03,2.777805E-04,3.476664E-04,2.125948E-03,1.858308E-03,1.96604E-03,1.41639E-03,1.787449E-03,1.480785E-03,2.777805E-04,3.476664E-04,
43617.5772916667,2.79808,1.569302E-02,1.392792E-02,1.478754E-02,1.145348E-02,1.420796E-02,1.119747E-02,2.021537E-03,2.337764E-03,1.496149E-02,1.326709E-02,1.408388E-02,1.098175E-02,1.352448E-02,1.075607E-02,1.928279E-03,2.289259E-03,2.371952E-03,2.080191E-03,.0022242,1.692802E-03,2.109979E-03,1.658491E-03,2.839881E-04,3.371516E-04,2.26415E-03,1.982808E-03,2.120505E-03,1.623285E-03,2.009257E-03,1.593444E-03,2.839881E-04,3.371516E-04,
43617.5773032407,3.22642,1.480571E-02,1.293135E-02,1.388434E-02,1.052688E-02,1.290704E-02,1.062297E-02,2.060798E-03,2.597238E-03,1.415722E-02,1.236077E-02,1.326482E-02,1.012673E-02,1.234095E-02,1.022491E-02,1.972048E-03,2.547557E-03,2.241193E-03,1.933332E-03,.0020911,1.556253E-03,1.918269E-03,1.57383E-03,2.904342E-04,3.751924E-04,2.145628E-03,1.849248E-03,1.999803E-03,1.497285E-03,1.834846E-03,1.515169E-03,2.904342E-04,3.751924E-04,
43617.5773148148,2.7851,1.460016E-02,1.302121E-02,1.345869E-02,9.881468E-03,1.237467E-02,1.036472E-02,1.953551E-03,2.585958E-03,1.397025E-02,1.244274E-02,1.287709E-02,9.527889E-03,1.185363E-02,9.985444E-03,1.869764E-03,2.539431E-03,2.210902E-03,1.946573E-03,2.028374E-03,1.461142E-03,1.839815E-03,1.535771E-03,2.753702E-04,3.739957E-04,2.118075E-03,1.861328E-03,1.942665E-03,1.409036E-03,1.763032E-03,1.47988E-03,2.753702E-04,3.739957E-04,
43617.5773263889,2.7202,1.509328E-02,1.333817E-02,1.413644E-02,1.074267E-02,1.334502E-02,1.075228E-02,1.981918E-03,2.345461E-03,1.441839E-02,.0127315,1.349393E-02,1.032635E-02,1.274055E-02,1.034464E-02,1.894312E-03,2.299708E-03,2.283571E-03,1.993283E-03,2.128249E-03,1.588053E-03,1.98281E-03,1.592884E-03,2.789856E-04,3.386905E-04,2.184115E-03,1.90388E-03,2.033565E-03,1.526701E-03,1.893733E-03,1.532813E-03,2.789856E-04,3.386905E-04,
43617.577337963,3.07066,1.533224E-02,1.382211E-02,1.419467E-02,1.071028E-02,1.380037E-02,1.089498E-02,1.980091E-03,2.606377E-03,1.463503E-02,1.317115E-02,.0135468,.0102964,1.315477E-02,1.047666E-02,1.890221E-03,2.555683E-03,2.318786E-03,2.064598E-03,2.136831E-03,1.58328E-03,2.049914E-03,1.613913E-03,2.78383E-04,3.763892E-04,2.216041E-03,1.96867E-03,2.041357E-03,1.522289E-03,1.954775E-03,1.552268E-03,2.78383E-04,3.763892E-04,
43617.577349537,3.0447,1.416062E-02,1.280185E-02,1.333184E-02,9.899826E-03,1.178452E-02,1.042963E-02,1.991078E-03,2.559025E-03,.0135696,1.224254E-02,1.276132E-02,9.544959E-03,1.131137E-02,1.004567E-02,1.907809E-03,2.512899E-03,2.146129E-03,1.914248E-03,2.00968E-03,1.463847E-03,1.752847E-03,1.545337E-03,2.809734E-04,3.700882E-04,2.059034E-03,1.831826E-03,1.925605E-03,1.411552E-03,1.683121E-03,1.488755E-03,2.809734E-04,3.700882E-04,
43617.5773611111,2.75914,1.457408E-02,.0129436,.013594,9.999574E-03,1.236404E-02,1.027873E-02,1.99594E-03,2.582368E-03,1.394651E-02,1.237195E-02,1.300046E-02,9.637677E-03,1.184388E-02,9.905622E-03,1.910678E-03,2.535367E-03,2.207058E-03,1.935137E-03,2.048312E-03,1.478546E-03,1.838249E-03,.0015231,2.813958E-04,3.733973E-04,2.114577E-03,1.850896E-03,1.960845E-03,1.425215E-03,1.761595E-03,1.468117E-03,2.813958E-04,3.733973E-04,
43617.5773726852,2.69424,1.543055E-02,.0129191,1.417526E-02,1.081827E-02,1.311519E-02,1.077882E-02,2.007251E-03,2.519846E-03,1.472407E-02,.0123496,1.352917E-02,1.039621E-02,.012531,.0103692,1.91886E-03,2.470358E-03,2.333274E-03,1.931527E-03,2.13397E-03,1.599194E-03,1.948942E-03,1.596795E-03,2.826009E-04,3.63823E-04,2.229162E-03,1.847601E-03,2.03876E-03,1.536997E-03,1.862853E-03,1.536433E-03,2.826009E-04,3.63823E-04,
43617.5773842593,3.14854,.0160316,1.436328E-02,1.507095E-02,1.133778E-02,1.465587E-02,1.135722E-02,2.057258E-03,2.551219E-03,1.526717E-02,.0136611,1.433987E-02,1.087528E-02,1.392961E-02,.0109034,1.959774E-03,.0024988,2.421847E-03,2.144349E-03,2.265964E-03,1.675751E-03,2.175985E-03,1.682033E-03,2.886266E-04,3.680117E-04,2.309196E-03,2.040872E-03,2.158229E-03,1.607596E-03,2.068959E-03,1.615155E-03,2.886266E-04,3.680117E-04,
43617.5773958333,3.16152,1.439814E-02,1.308454E-02,1.351666E-02,1.004255E-02,1.259271E-02,1.045737E-02,1.944563E-03,2.566013E-03,1.378625E-02,1.250049E-02,1.292996E-02,9.677599E-03,1.205343E-02,1.007141E-02,1.861581E-03,2.519115E-03,2.181131E-03,1.955907E-03,2.036917E-03,1.484879E-03,1.871947E-03,1.549425E-03,2.741651E-04,3.710037E-04,2.09096E-03,1.869838E-03,1.950457E-03,1.431098E-03,1.792476E-03,1.492548E-03,2.741651E-04,3.710037E-04,
43617.5774074074,2.53848,.0146132,1.295177E-02,1.369071E-02,1.001032E-02,1.236404E-02,1.048054E-02,2.004647E-03,2.594833E-03,1.398212E-02,.0123794,1.308858E-02,9.647657E-03,1.184388E-02,.0100929,1.91886E-03,2.547557E-03,2.212824E-03,1.936341E-03,2.062565E-03,1.480129E-03,1.838249E-03,1.55284E-03,2.826009E-04,3.751924E-04,2.119825E-03,1.851994E-03,1.973831E-03,1.426686E-03,1.761595E-03,1.495715E-03,2.826009E-04,3.751924E-04,
43617.5774189815,2.75914,1.593949E-02,1.471306E-02,1.486558E-02,.0115403,.0138532,1.137089E-02,1.943424E-03,2.379655E-03,1.518407E-02,1.397682E-02,1.415442E-02,1.106157E-02,1.320275E-02,1.091599E-02,1.850493E-03,2.329921E-03,2.408272E-03,2.195894E-03,.0022357,1.705595E-03,2.057699E-03,1.684046E-03,2.725321E-04,3.431401E-04,2.296951E-03,2.087397E-03,2.130899E-03,1.635047E-03,1.961845E-03,1.61701E-03,2.725321E-04,3.431401E-04,
43617.5774305556,3.38218,1.566675E-02,1.405233E-02,.0144084,1.129442E-02,1.400439E-02,1.105443E-02,.0020592,2.538579E-03,1.493775E-02,.0133798,1.374066E-02,1.083536E-02,1.333995E-02,1.062402E-02,1.963866E-03,2.48661E-03,2.368081E-03,2.098525E-03,2.168327E-03,1.669361E-03,2.079979E-03,1.637412E-03,2.892291E-04,3.662166E-04,2.260651E-03,1.999418E-03,2.069926E-03,1.601712E-03,1.982064E-03,1.573984E-03,2.892291E-04,3.662166E-04,
43617.5774421296,2.86298,1.452518E-02,.0129191,1.371007E-02,1.010703E-02,1.236936E-02,1.039449E-02,1.999966E-03,2.711182E-03,1.390199E-02,.0123496,.0131062,9.737484E-03,1.184876E-02,1.001308E-02,1.914769E-03,2.661323E-03,2.199853E-03,1.931527E-03,2.065417E-03,1.494381E-03,1.839032E-03,1.540159E-03,2.819984E-04,3.919475E-04,2.108017E-03,1.847601E-03,1.976428E-03,1.439923E-03,1.762314E-03,1.483952E-03,2.819984E-04,3.919475E-04,
43617.5774537037,2.61636,1.506385E-02,1.356149E-02,1.394248E-02,1.057001E-02,1.311519E-02,1.070585E-02,1.986877E-03,2.295025E-03,1.439168E-02,1.293456E-02,1.331769E-02,1.016665E-02,.012531,1.030166E-02,1.898404E-03,2.250951E-03,2.279233E-03,2.026192E-03,2.099667E-03,1.562609E-03,1.948942E-03,1.586042E-03,2.795881E-04,3.315097E-04,2.180179E-03,1.933804E-03,2.007594E-03,1.503168E-03,1.862853E-03,1.526479E-03,2.795881E-04,3.315097E-04,
43617.5774652778,3.00576,1.530276E-02,.0136138,1.449526E-02,1.067454E-02,1.410575E-02,1.088452E-02,1.924816E-03,2.504529E-03,1.460832E-02,1.298208E-02,1.381937E-02,1.026335E-02,1.343186E-02,1.046699E-02,1.838211E-03,2.455973E-03,2.314442E-03,2.033901E-03,2.181128E-03,1.578013E-03,2.094916E-03,1.612373E-03,2.707233E-04,3.617044E-04,2.212105E-03,1.940807E-03,2.081525E-03,1.517418E-03,1.995608E-03,1.550843E-03,2.707233E-04,3.617044E-04,
43617.5774768519,3.14854,1.436558E-02,1.301303E-02,1.328492E-02,9.967353E-03,1.223126E-02,1.039449E-02,1.99549E-03,2.698087E-03,1.375657E-02,1.243529E-02,1.271848E-02,9.607734E-03,1.172205E-02,1.001308E-02,1.910678E-03,2.649134E-03,2.176333E-03,1.945369E-03,2.002765E-03,1.473798E-03,1.818681E-03,1.540159E-03,2.813958E-04,3.901523E-04,2.086586E-03,1.86023E-03,1.919291E-03,1.420803E-03,1.743642E-03,1.483952E-03,2.813958E-04,3.901523E-04,
43617.5774768519,2.81106,1.445025E-02,1.285176E-02,1.345869E-02,9.784909E-03,1.234279E-02,.0104673,1.931122E-03,2.540004E-03,1.383373E-02,1.228812E-02,1.287709E-02,9.438062E-03,1.182439E-02,1.008062E-02,1.849307E-03,2.494737E-03,2.18881E-03,1.921602E-03,2.028374E-03,1.446912E-03,1.835117E-03,1.550889E-03,2.723574E-04,3.674133E-04,2.097958E-03,1.838542E-03,1.942665E-03,1.395799E-03,1.758723E-03,1.493905E-03,2.723574E-04,3.674133E-04,
43617.5775,2.66828,1.496577E-02,1.316738E-02,1.433961E-02,1.086888E-02,1.294861E-02,.0106154,2.007866E-03,2.418291E-03,1.430264E-02,1.257599E-02,.0136783,1.044295E-02,1.237893E-02,1.021789E-02,1.920091E-03,2.370583E-03,2.26478E-03,1.968115E-03,2.158191E-03,1.606651E-03,1.924395E-03,1.572713E-03,2.827822E-04,3.491286E-04,2.167058E-03,1.880964E-03,2.060736E-03,1.543885E-03,1.840442E-03,1.514134E-03,2.827822E-04,3.491286E-04,
43617.5775115741,3.03172,1.567989E-02,1.409553E-02,1.483677E-02,1.105615E-02,1.429478E-02,1.107106E-02,1.934978E-03,2.570671E-03,1.494962E-02,1.341892E-02,1.412838E-02,1.061579E-02,1.360311E-02,1.063937E-02,1.845215E-03,2.519115E-03,2.370016E-03,2.104892E-03,2.231454E-03,1.634248E-03,2.122773E-03,1.639861E-03,2.717549E-04,3.710037E-04,.0022624,2.005183E-03,2.127063E-03,1.569355E-03,2.020844E-03,1.576246E-03,2.717549E-04,3.710037E-04,
43617.5775231481,3.07066,1.427445E-02,1.274883E-02,1.348644E-02,9.663949E-03,1.222994E-02,1.024409E-02,1.93572E-03,2.599329E-03,1.367347E-02,1.219411E-02,.0129024,9.32545E-03,1.172084E-02,9.873454E-03,1.854587E-03,2.553561E-03,2.162904E-03,1.906435E-03,2.032462E-03,1.429087E-03,1.818487E-03,1.517996E-03,2.731351E-04,3.760767E-04,2.074341E-03,1.824688E-03,1.946395E-03,1.379204E-03,1.743464E-03,1.463376E-03,2.731351E-04,3.760767E-04,
43617.5775347222,2.7851,1.454148E-02,1.297736E-02,1.348644E-02,1.000717E-02,1.242125E-02,1.032689E-02,1.941633E-03,2.476686E-03,1.391683E-02,1.240275E-02,.0129024,9.644737E-03,1.189633E-02,9.950337E-03,1.858681E-03,2.431576E-03,2.202255E-03,1.940111E-03,2.032462E-03,1.479666E-03,1.846679E-03,1.530197E-03,2.73738E-04,3.581113E-04,2.110203E-03,1.855434E-03,1.946395E-03,1.426255E-03,1.769325E-03,1.474706E-03,2.73738E-04,3.581113E-04,
43617.5775462963,2.75914,1.513908E-02,.0138293,1.414528E-02,1.075008E-02,1.316757E-02,1.063863E-02,1.946454E-03,2.538044E-03,1.445994E-02,1.317767E-02,1.350196E-02,.0103332,1.257879E-02,1.023942E-02,1.858681E-03,2.488502E-03,2.290321E-03,2.065658E-03,2.129553E-03,1.589145E-03,1.956661E-03,1.576137E-03,2.73738E-04,3.664952E-04,2.190238E-03,1.969631E-03,2.034749E-03,1.527711E-03,1.869895E-03,1.517307E-03,2.73738E-04,3.664952E-04,
43617.5775578704,3.14854,.0158803,1.452309E-02,1.480705E-02,1.121502E-02,1.435872E-02,1.135087E-02,1.942595E-03,2.635614E-03,1.513065E-02,1.380544E-02,1.410152E-02,1.076224E-02,1.366097E-02,1.089754E-02,1.850493E-03,2.582024E-03,2.39955E-03,2.167899E-03,2.227074E-03,1.657661E-03,2.132195E-03,1.681096E-03,2.725321E-04,3.802687E-04,2.289078E-03,2.062142E-03,2.123103E-03,1.590937E-03,2.029371E-03,1.614291E-03,2.725321E-04,3.802687E-04,
43617.5775694444,3.12258,1.420939E-02,1.239451E-02,1.338979E-02,9.439161E-03,.0123734,1.034346E-02,1.891606E-03,2.556903E-03,1.361412E-02,1.186998E-02,1.281423E-02,9.115919E-03,1.185246E-02,9.965713E-03,1.813647E-03,2.512899E-03,2.153317E-03,1.85422E-03,2.01822E-03,1.395961E-03,1.839627E-03,1.532638E-03,2.671056E-04,3.700882E-04,2.065594E-03,1.776923E-03,1.933401E-03,1.348326E-03,1.762859E-03,1.476972E-03,2.671056E-04,3.700882E-04,
43617.5775810185,2.5255,1.472411E-02,1.325738E-02,1.375737E-02,1.010385E-02,1.248507E-02,1.049594E-02,1.887533E-03,2.43155E-03,1.408303E-02,1.265795E-02,1.314927E-02,9.734536E-03,1.195483E-02,1.010718E-02,1.805459E-03,2.386848E-03,2.229168E-03,1.981377E-03,2.072388E-03,1.493913E-03,1.856084E-03,1.55511E-03,2.658997E-04,3.51524E-04,2.134695E-03,1.893042E-03,1.982776E-03,1.439489E-03,1.777945E-03,1.497819E-03,2.658997E-04,3.51524E-04,
43617.5775925926,2.90192,1.600528E-02,.0143684,1.457315E-02,1.076088E-02,1.401973E-02,1.132418E-02,1.899499E-03,2.51321E-03,1.524343E-02,1.366573E-02,1.388991E-02,1.034318E-02,1.335387E-02,1.087294E-02,1.809553E-03,2.464105E-03,2.417967E-03,2.145103E-03,2.192606E-03,1.590736E-03,2.08224E-03,1.677163E-03,2.665027E-04,3.629021E-04,2.305698E-03,2.041554E-03,2.09192E-03,1.529181E-03,1.984115E-03,1.610665E-03,2.665027E-04,3.629021E-04,
43617.5776041667,3.08364,1.479265E-02,1.329216E-02,1.389302E-02,1.015759E-02,1.276729E-02,1.075488E-02,1.930671E-03,2.609923E-03,1.414535E-02,1.268962E-02,1.327271E-02,9.784424E-03,1.221319E-02,1.034706E-02,1.846399E-03,2.561693E-03,2.239268E-03,1.986503E-03,2.092379E-03,1.501833E-03,1.897673E-03,1.593268E-03,2.719292E-04,3.772744E-04,2.143879E-03,1.897709E-03,2.000966E-03,1.446841E-03,1.816018E-03,1.533169E-03,2.719292E-04,3.772744E-04,
43617.5776157407,2.86298,.0144307,1.285176E-02,1.349734E-02,1.004255E-02,1.227374E-02,1.033825E-02,1.931059E-03,2.479099E-03,1.381593E-02,1.228812E-02,1.291234E-02,9.677599E-03,1.176104E-02,9.960883E-03,1.849307E-03,2.43379E-03,2.18593E-03,1.921602E-03,2.034068E-03,1.484879E-03,1.824941E-03,1.531872E-03,2.723574E-04,3.584374E-04,2.095333E-03,1.838542E-03,1.94786E-03,1.431098E-03,1.749387E-03,1.47626E-03,2.723574E-04,3.584374E-04,
43617.5776273148,2.74616,1.460994E-02,1.302637E-02,1.350577E-02,9.974959E-03,.0123734,.0106486,1.984796E-03,2.584219E-03,1.397915E-02,1.244745E-02,1.292003E-02,9.614803E-03,1.185246E-02,1.024864E-02,1.899621E-03,2.537296E-03,2.212344E-03,1.947335E-03,2.035311E-03,1.474919E-03,1.839627E-03,1.577605E-03,2.797675E-04,3.736813E-04,2.119387E-03,1.862022E-03,1.948993E-03,1.421844E-03,1.762859E-03,1.518666E-03,2.797675E-04,3.736813E-04,
43617.5776388889,2.9798,1.563393E-02,1.422006E-02,1.459263E-02,1.097696E-02,.0141165,.0111275,1.915022E-03,2.559817E-03,1.490807E-02,1.353161E-02,1.390754E-02,1.054273E-02,1.344161E-02,1.069149E-02,1.825929E-03,2.508833E-03,2.363244E-03,2.123242E-03,2.195476E-03,1.622579E-03,2.096501E-03,1.648179E-03,2.689144E-04,3.694894E-04,2.256277E-03,2.021789E-03,2.094518E-03,1.558588E-03,1.997045E-03,1.583927E-03,2.689144E-04,3.694894E-04,
43617.577650463,3.16152,1.432977E-02,1.231318E-02,.0132546,9.118657E-03,1.255424E-02,1.051585E-02,1.955768E-03,2.559558E-03,1.372393E-02,1.179547E-02,1.269079E-02,8.816588E-03,.0120182,1.012563E-02,1.875057E-03,2.516965E-03,2.171057E-03,1.842235E-03,1.998297E-03,1.34873E-03,1.866278E-03,1.558043E-03,2.761498E-04,3.706871E-04,2.081776E-03,1.765943E-03,1.915211E-03,1.304215E-03,1.787284E-03,1.500538E-03,2.761498E-04,3.706871E-04,
43617.577662037,2.68126,1.456104E-02,1.295994E-02,1.365202E-02,1.001032E-02,1.249163E-02,1.045737E-02,.0019062,2.474817E-03,1.393464E-02,1.238685E-02,1.305333E-02,9.647657E-03,1.196084E-02,1.007141E-02,1.824758E-03,2.429727E-03,2.205137E-03,1.937544E-03,2.056863E-03,1.480129E-03,1.857051E-03,1.549425E-03,2.68742E-04,3.57839E-04,2.112827E-03,1.853092E-03,1.968637E-03,1.426686E-03,1.778831E-03,1.492548E-03,2.68742E-04,3.57839E-04,
43617.5776736111,2.73318,1.540761E-02,1.376153E-02,1.430073E-02,1.038353E-02,1.362252E-02,1.115415E-02,1.921357E-03,2.490792E-03,1.470329E-02,.0131162,1.364303E-02,9.993955E-03,1.299314E-02,.0107161,1.834117E-03,2.443774E-03,2.329892E-03,2.055672E-03,2.15246E-03,1.535127E-03,2.023705E-03,1.652107E-03,2.701204E-04,3.599078E-04,.0022261,1.960572E-03,2.055538E-03,1.477718E-03,1.930956E-03,1.587552E-03,2.701204E-04,3.599078E-04,
43617.5776851852,3.1745,1.503442E-02,1.321033E-02,1.410644E-02,1.044814E-02,1.362788E-02,1.085127E-02,1.939734E-03,2.51595E-03,1.436497E-02,1.261511E-02,1.346669E-02,1.005382E-02,1.299801E-02,1.043624E-02,1.854587E-03,2.468171E-03,2.274896E-03,1.974443E-03,2.123829E-03,1.54465E-03,2.024495E-03,1.607473E-03,2.731351E-04,3.635009E-04,2.176243E-03,1.886728E-03,2.029552E-03,1.486541E-03,1.931674E-03,1.546311E-03,2.731351E-04,3.635009E-04,
43617.5776967593,2.92788,1.416712E-02,1.261637E-02,1.313882E-02,9.910556E-03,1.210254E-02,.0103302,1.913567E-03,2.463833E-03,1.357554E-02,1.207303E-02,1.258498E-02,9.554937E-03,1.160385E-02,9.953412E-03,1.834117E-03,2.419377E-03,2.147087E-03,1.886914E-03,1.981235E-03,1.465428E-03,1.799712E-03,1.530685E-03,2.701204E-04,3.563147E-04,2.059908E-03,1.806845E-03,1.899619E-03,1.413022E-03,1.726223E-03,1.475159E-03,2.701204E-04,3.563147E-04,
43617.5777083333,2.79808,1.452193E-02,1.287733E-02,1.360249E-02,9.717523E-03,1.236808E-02,1.023416E-02,1.949781E-03,2.645114E-03,1.389902E-02,1.231147E-02,.0130082,9.375338E-03,1.184758E-02,9.864227E-03,1.866869E-03,2.598289E-03,2.199373E-03,1.925371E-03,2.049564E-03,1.436982E-03,1.838844E-03,1.516532E-03,2.749439E-04,3.826641E-04,2.107579E-03,1.841983E-03,1.961987E-03,1.386556E-03,1.762141E-03,1.462016E-03,2.749439E-04,3.826641E-04,
43617.5777199074,2.86298,1.467517E-02,1.304476E-02,1.383487E-02,1.057747E-02,1.231493E-02,1.034677E-02,2.04497E-03,2.504095E-03,1.403851E-02,1.246422E-02,1.321981E-02,1.017355E-02,1.179884E-02,9.968788E-03,1.956938E-03,2.455973E-03,2.221956E-03,1.950044E-03,2.083809E-03,1.563708E-03,1.831012E-03,1.533127E-03,2.882088E-04,3.617044E-04,2.128134E-03,1.864493E-03,1.99317E-03,1.504185E-03,1.754957E-03,1.477425E-03,2.882088E-04,3.617044E-04,
43617.5777314815,2.7202,1.457408E-02,1.303658E-02,1.329322E-02,9.846183E-03,1.219808E-02,1.040311E-02,1.92483E-03,2.38488E-03,1.394651E-02,1.245677E-02,1.272605E-02,9.495071E-03,1.169159E-02,1.002107E-02,1.842305E-03,2.34212E-03,2.207058E-03,1.94884E-03,2.003988E-03,1.455942E-03,1.813792E-03,1.541429E-03,2.713263E-04,3.449366E-04,2.114577E-03,1.863395E-03,1.920408E-03,.0014042,1.739153E-03,1.48513E-03,2.713263E-04,3.449366E-04,
